COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,284,1572,516514,122690,19,640776,html version of FL COVID Rep 08-02-2020
Broward,162,648,349344,57975,14,407967,html version of FL COVID Rep 08-02-2020
Palm Beach,241,579,228308,34226,13,263113,html version of FL COVID Rep 08-02-2020
Hillsborough,179,423,195352,30118,13,225893,html version of FL COVID Rep 08-02-2020
Orange,407,279,227153,29699,12,257131,html version of FL COVID Rep 08-02-2020
Duval,151,229,176530,21665,11,198424,html version of FL COVID Rep 08-02-2020
Pinellas,25,133,146145,16774,10,163052,html version of FL COVID Rep 08-02-2020
Lee,25,48,93538,15674,14,109260,html version of FL COVID Rep 08-02-2020
Polk,44,82,77012,12991,14,90085,html version of FL COVID Rep 08-02-2020
Collier,202,64,49600,9734,16,59398,html version of FL COVID Rep 08-02-2020
Osceola,88,121,50553,8782,15,59456,html version of FL COVID Rep 08-02-2020
Manatee,6,58,71930,8733,11,80721,html version of FL COVID Rep 08-02-2020
Escambia,19,37,57453,8007,12,65497,html version of FL COVID Rep 08-02-2020
Volusia,38,78,61081,7097,10,68256,html version of FL COVID Rep 08-02-2020
Seminole,55,65,57434,6639,10,64138,html version of FL COVID Rep 08-02-2020
Pasco,85,44,56713,6479,10,63236,html version of FL COVID Rep 08-02-2020
Sarasota,26,47,63710,5724,8,69481,html version of FL COVID Rep 08-02-2020
Brevard,10,54,74081,5587,7,79722,html version of FL COVID Rep 08-02-2020
St. Lucie,263,51,35014,5210,13,40275,html version of FL COVID Rep 08-02-2020
Marion,513,70,40046,5173,11,45289,html version of FL COVID Rep 08-02-2020
Lake,54,78,55746,4661,8,60485,html version of FL COVID Rep 08-02-2020
Leon,41,109,50779,4387,8,55275,html version of FL COVID Rep 08-02-2020
Bay,15,35,19592,3673,16,23300,html version of FL COVID Rep 08-02-2020
Alachua,4,23,63583,3662,5,67268,html version of FL COVID Rep 08-02-2020
Martin,48,35,20882,3637,15,24554,html version of FL COVID Rep 08-02-2020
Santa Rosa,19,33,22923,3454,13,26410,html version of FL COVID Rep 08-02-2020
St. Johns,38,35,34905,3323,9,38263,html version of FL COVID Rep 08-02-2020
Okaloosa,47,39,23728,2931,11,26698,html version of FL COVID Rep 08-02-2020
Clay,12,15,29526,2908,9,32449,html version of FL COVID Rep 08-02-2020
Columbia,4,53,10111,2572,20,12736,html version of FL COVID Rep 08-02-2020
Indian River,52,11,23283,2302,9,25596,html version of FL COVID Rep 08-02-2020
Charlotte,8,19,21663,2024,9,23706,html version of FL COVID Rep 08-02-2020
Hernando,2,15,15842,1749,10,17606,html version of FL COVID Rep 08-02-2020
Hendry,1,15,6308,1652,21,7975,html version of FL COVID Rep 08-02-2020
Jackson,5,9,8621,1613,16,10243,html version of FL COVID Rep 08-02-2020
Gadsden,4,34,10215,1552,13,11801,html version of FL COVID Rep 08-02-2020
Putnam,2,6,10620,1368,11,11994,html version of FL COVID Rep 08-02-2020
Monroe,51,10,11173,1357,11,12540,html version of FL COVID Rep 08-02-2020
Desoto,7,8,7974,1292,14,9274,html version of FL COVID Rep 08-02-2020
Citrus,26,13,15802,1291,8,17106,html version of FL COVID Rep 08-02-2020
Highlands,8,12,13864,1252,8,15128,html version of FL COVID Rep 08-02-2020
Walton,2,40,7661,1245,14,8946,html version of FL COVID Rep 08-02-2020
Suwannee,,13,5780,1171,17,6964,html version of FL COVID Rep 08-02-2020
Sumter,23,13,15509,1131,7,16653,html version of FL COVID Rep 08-02-2020
Nassau,29,18,13016,1104,8,14138,html version of FL COVID Rep 08-02-2020
Okeechobee,1,13,5274,945,15,6232,html version of FL COVID Rep 08-02-2020
Flagler,5,19,13025,930,7,13974,html version of FL COVID Rep 08-02-2020
Hardee,,5,3570,857,19,4432,html version of FL COVID Rep 08-02-2020
Madison,3,9,4241,643,13,4893,html version of FL COVID Rep 08-02-2020
Unknown,3,37,5070,633,11,5740,html version of FL COVID Rep 08-02-2020
Wakulla,4,36,6733,611,8,7380,html version of FL COVID Rep 08-02-2020
Levy,,9,5245,595,10,5849,html version of FL COVID Rep 08-02-2020
Washington,16,8,4005,590,13,4603,html version of FL COVID Rep 08-02-2020
Hamilton,1,2,3350,587,15,3939,html version of FL COVID Rep 08-02-2020
Holmes,2,7,3638,445,11,4090,html version of FL COVID Rep 08-02-2020
Liberty,,,2649,409,13,3058,html version of FL COVID Rep 08-02-2020
Glades,,2,695,391,36,1088,html version of FL COVID Rep 08-02-2020
Baker,20,2,3928,386,9,4316,html version of FL COVID Rep 08-02-2020
Gulf,1,5,3121,379,11,3505,html version of FL COVID Rep 08-02-2020
Taylor,5,4,2750,372,12,3126,html version of FL COVID Rep 08-02-2020
Jefferson,,10,2216,344,13,2570,html version of FL COVID Rep 08-02-2020
Bradford,1,3,3788,337,8,4128,html version of FL COVID Rep 08-02-2020
Gilchrist,4,6,3106,334,10,3446,html version of FL COVID Rep 08-02-2020
Calhoun,1,4,1967,319,14,2290,html version of FL COVID Rep 08-02-2020
Dixie,,2,2179,272,11,2453,html version of FL COVID Rep 08-02-2020
Union,,2,3439,225,6,3666,html version of FL COVID Rep 08-02-2020
Franklin,2,4,2494,130,5,2628,html version of FL COVID Rep 08-02-2020
Lafayette,,3,765,110,13,878,html version of FL COVID Rep 08-02-2020
Total,3394,5565,3233865,487132,13,3726562,html version of FL COVID Rep 08-02-2020
