COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,217,1337,470295,107315,19,578947,html version of FL COVID Rep 07-27-2020
Broward,128,508,319015,50784,14,370307,html version of FL COVID Rep 07-27-2020
Palm Beach,217,531,211472,30958,13,242961,html version of FL COVID Rep 07-27-2020
Hillsborough,167,311,181433,27483,13,209227,html version of FL COVID Rep 07-27-2020
Orange,370,265,212862,27393,11,240520,html version of FL COVID Rep 07-27-2020
Duval,128,211,165909,20001,11,186121,html version of FL COVID Rep 07-27-2020
Pinellas,23,114,137551,15339,10,153004,html version of FL COVID Rep 07-27-2020
Lee,21,35,88697,14540,14,103272,html version of FL COVID Rep 07-27-2020
Polk,37,68,71803,11717,14,83588,html version of FL COVID Rep 07-27-2020
Collier,171,61,47036,8870,16,55967,html version of FL COVID Rep 07-27-2020
Manatee,6,41,66832,7982,11,74855,html version of FL COVID Rep 07-27-2020
Osceola,73,126,46377,7728,14,54231,html version of FL COVID Rep 07-27-2020
Escambia,18,33,53827,7158,12,61018,html version of FL COVID Rep 07-27-2020
Volusia,26,71,56874,6341,10,63286,html version of FL COVID Rep 07-27-2020
Seminole,43,62,54272,6116,10,60450,html version of FL COVID Rep 07-27-2020
Pasco,59,41,52892,5911,10,58844,html version of FL COVID Rep 07-27-2020
Sarasota,29,40,59729,5168,8,64937,html version of FL COVID Rep 07-27-2020
Brevard,6,60,70364,5069,7,75493,html version of FL COVID Rep 07-27-2020
St. Lucie,235,49,32516,4546,12,37111,html version of FL COVID Rep 07-27-2020
Lake,42,60,52332,4169,7,56561,html version of FL COVID Rep 07-27-2020
Leon,29,104,46892,3868,8,50864,html version of FL COVID Rep 07-27-2020
Marion,484,27,36148,3581,9,39756,html version of FL COVID Rep 07-27-2020
Martin,46,33,20053,3451,15,23537,html version of FL COVID Rep 07-27-2020
Alachua,4,20,59865,3186,5,63071,html version of FL COVID Rep 07-27-2020
Bay,7,31,18131,3026,14,21188,html version of FL COVID Rep 07-27-2020
St. Johns,39,33,32569,2993,8,35595,html version of FL COVID Rep 07-27-2020
Santa Rosa,5,27,20757,2789,12,23573,html version of FL COVID Rep 07-27-2020
Clay,16,15,27796,2577,8,30388,html version of FL COVID Rep 07-27-2020
Okaloosa,35,29,21616,2411,10,24056,html version of FL COVID Rep 07-27-2020
Columbia,5,52,9380,2203,19,11635,html version of FL COVID Rep 07-27-2020
Indian River,45,9,21618,2031,9,23658,html version of FL COVID Rep 07-27-2020
Charlotte,5,11,19608,1717,8,21336,html version of FL COVID Rep 07-27-2020
Hendry,2,14,6044,1573,21,7631,html version of FL COVID Rep 07-27-2020
Hernando,1,6,14916,1490,9,16412,html version of FL COVID Rep 07-27-2020
Jackson,6,12,7741,1270,14,9023,html version of FL COVID Rep 07-27-2020
Desoto,7,9,7663,1205,14,8877,html version of FL COVID Rep 07-27-2020
Gadsden,6,35,8687,1197,12,9919,html version of FL COVID Rep 07-27-2020
Putnam,2,10,9706,1176,11,10892,html version of FL COVID Rep 07-27-2020
Monroe,34,8,9849,1145,10,11002,html version of FL COVID Rep 07-27-2020
Citrus,11,11,14858,1102,7,15971,html version of FL COVID Rep 07-27-2020
Highlands,8,8,13135,1068,8,14211,html version of FL COVID Rep 07-27-2020
Walton,1,35,6979,1066,13,8080,html version of FL COVID Rep 07-27-2020
Suwannee,3,11,5458,1024,16,6493,html version of FL COVID Rep 07-27-2020
Sumter,23,14,14562,1003,6,15579,html version of FL COVID Rep 07-27-2020
Nassau,21,19,12125,967,7,13111,html version of FL COVID Rep 07-27-2020
Okeechobee,1,11,4989,837,14,5837,html version of FL COVID Rep 07-27-2020
Flagler,5,17,12104,813,6,12934,html version of FL COVID Rep 07-27-2020
Hardee,,3,3324,789,19,4116,html version of FL COVID Rep 07-27-2020
Hamilton,1,2,3248,560,15,3810,html version of FL COVID Rep 07-27-2020
Madison,3,11,4104,553,12,4668,html version of FL COVID Rep 07-27-2020
Wakulla,2,36,6327,515,7,6878,html version of FL COVID Rep 07-27-2020
Unknown,,32,4450,501,10,4983,html version of FL COVID Rep 07-27-2020
Levy,,8,4858,474,9,5340,html version of FL COVID Rep 07-27-2020
Washington,4,2,3311,437,12,3750,html version of FL COVID Rep 07-27-2020
Holmes,1,9,3413,384,10,3806,html version of FL COVID Rep 07-27-2020
Glades,,1,677,383,36,1061,html version of FL COVID Rep 07-27-2020
Liberty,,1,2603,339,12,2943,html version of FL COVID Rep 07-27-2020
Gilchrist,3,6,2980,315,10,3301,html version of FL COVID Rep 07-27-2020
Baker,13,1,3708,310,8,4019,html version of FL COVID Rep 07-27-2020
Taylor,5,2,2447,272,10,2721,html version of FL COVID Rep 07-27-2020
Calhoun,,5,1805,261,13,2071,html version of FL COVID Rep 07-27-2020
Gulf,,4,2804,249,8,3057,html version of FL COVID Rep 07-27-2020
Bradford,1,3,3580,236,6,3819,html version of FL COVID Rep 07-27-2020
Union,,1,2890,234,7,3125,html version of FL COVID Rep 07-27-2020
Dixie,,3,2029,231,10,2263,html version of FL COVID Rep 07-27-2020
Jefferson,1,2,1914,177,8,2093,html version of FL COVID Rep 07-27-2020
Franklin,1,3,2211,87,4,2301,html version of FL COVID Rep 07-27-2020
Lafayette,,3,730,83,10,816,html version of FL COVID Rep 07-27-2020
Total,2902,4773,2998750,432747,13,3436270,html version of FL COVID Rep 07-27-2020
