COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,215,83,25778,5898,19,31759,html version of FL COVID Rep 04-09-2020(PM)
Broward,62,17,18668,2480,12,21165,html version of FL COVID Rep 04-09-2020(PM)
Palm Beach,123,3,5998,1333,18,7334,html version of FL COVID Rep 04-09-2020(PM)
Orange,22,0,8689,860,9,9549,html version of FL COVID Rep 04-09-2020(PM)
Hillsborough,9,5,9555,657,6,10217,html version of FL COVID Rep 04-09-2020(PM)
Duval,99,11,10382,595,5,10988,html version of FL COVID Rep 04-09-2020(PM)
Lee,20,2,4539,522,10,5063,html version of FL COVID Rep 04-09-2020(PM)
Pinellas,85,6,7380,422,5,7808,html version of FL COVID Rep 04-09-2020(PM)
Collier,17,0,2549,303,11,2852,html version of FL COVID Rep 04-09-2020(PM)
Osceola,72,1,1886,295,14,2182,html version of FL COVID Rep 04-09-2020(PM)
Polk,17,1,3228,234,7,3463,html version of FL COVID Rep 04-09-2020(PM)
Seminole,14,1,2382,229,9,2612,html version of FL COVID Rep 04-09-2020(PM)
Sarasota,6,1,1533,201,12,1735,html version of FL COVID Rep 04-09-2020(PM)
Escambia,1,1,2625,192,7,2818,html version of FL COVID Rep 04-09-2020(PM)
Manatee,1,0,1097,179,14,1276,html version of FL COVID Rep 04-09-2020(PM)
Volusia,6,1,1827,178,9,2006,html version of FL COVID Rep 04-09-2020(PM)
St. Johns,27,1,2695,163,6,2859,html version of FL COVID Rep 04-09-2020(PM)
Alachua,7,8,3052,154,5,3214,html version of FL COVID Rep 04-09-2020(PM)
Lake,15,0,2290,140,6,2430,html version of FL COVID Rep 04-09-2020(PM)
Pasco,27,3,2889,139,5,3031,html version of FL COVID Rep 04-09-2020(PM)
St. Lucie,38,0,1515,137,8,1652,html version of FL COVID Rep 04-09-2020(PM)
Brevard,2,7,1966,111,5,2084,html version of FL COVID Rep 04-09-2020(PM)
Clay,6,1,1606,110,6,1717,html version of FL COVID Rep 04-09-2020(PM)
Martin,7,0,902,109,11,1011,html version of FL COVID Rep 04-09-2020(PM)
Sumter,13,1,949,100,10,1050,html version of FL COVID Rep 04-09-2020(PM)
Santa Rosa,2,0,1110,96,8,1206,html version of FL COVID Rep 04-09-2020(PM)
Okaloosa,32,0,667,83,11,750,html version of FL COVID Rep 04-09-2020(PM)
Charlotte,6,1,781,81,9,863,html version of FL COVID Rep 04-09-2020(PM)
Leon,11,2,1466,78,5,1546,html version of FL COVID Rep 04-09-2020(PM)
Marion,347,2,1327,75,5,1404,html version of FL COVID Rep 04-09-2020(PM)
Indian River,31,0,808,68,8,876,html version of FL COVID Rep 04-09-2020(PM)
Hernando,1,2,822,62,7,886,html version of FL COVID Rep 04-09-2020(PM)
Citrus,5,0,720,58,7,778,html version of FL COVID Rep 04-09-2020(PM)
Suwannee,0,0,207,54,21,261,html version of FL COVID Rep 04-09-2020(PM)
Monroe,103,0,512,53,9,565,html version of FL COVID Rep 04-09-2020(PM)
Highlands,2,2,314,46,13,362,html version of FL COVID Rep 04-09-2020(PM)
