COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,199,44,22561,5126,18,27731,html version of FL COVID Rep 04-07-2020(PM)
Broward,63,12,17220,2230,11,19462,html version of FL COVID Rep 04-07-2020(PM)
Palm Beach,112,2,5277,1159,18,6438,html version of FL COVID Rep 04-07-2020(PM)
Orange,18,0,7406,768,9,8174,html version of FL COVID Rep 04-07-2020(PM)
Hillsborough,6,5,8759,608,6,9372,html version of FL COVID Rep 04-07-2020(PM)
Duval,100,0,8839,521,6,9360,html version of FL COVID Rep 04-07-2020(PM)
Lee,21,2,3981,439,10,4422,html version of FL COVID Rep 04-07-2020(PM)
Pinellas,68,8,6623,387,6,7018,html version of FL COVID Rep 04-07-2020(PM)
Collier,22,0,2226,271,11,2497,html version of FL COVID Rep 04-07-2020(PM)
Osceola,75,1,1536,256,14,1793,html version of FL COVID Rep 04-07-2020(PM)
Seminole,13,1,2082,202,9,2285,html version of FL COVID Rep 04-07-2020(PM)
Polk,17,1,2800,199,7,3000,html version of FL COVID Rep 04-07-2020(PM)
Sarasota,5,0,1412,173,11,1585,html version of FL COVID Rep 04-07-2020(PM)
Escambia,10,0,2529,168,6,2697,html version of FL COVID Rep 04-07-2020(PM)
Manatee,2,0,955,164,15,1119,html version of FL COVID Rep 04-07-2020(PM)
Volusia,3,1,1557,163,9,1721,html version of FL COVID Rep 04-07-2020(PM)
St. Johns,27,1,2376,154,6,2531,html version of FL COVID Rep 04-07-2020(PM)
Alachua,8,7,2527,139,5,2673,html version of FL COVID Rep 04-07-2020(PM)
Lake,14,1,2054,122,6,2177,html version of FL COVID Rep 04-07-2020(PM)
Pasco,23,1,2503,122,5,2626,html version of FL COVID Rep 04-07-2020(PM)
St. Lucie,32,0,1324,122,8,1446,html version of FL COVID Rep 04-07-2020(PM)
Martin,6,0,811,100,11,911,html version of FL COVID Rep 04-07-2020(PM)
Brevard,2,2,1623,98,6,1723,html version of FL COVID Rep 04-07-2020(PM)
Clay,6,0,1360,88,6,1448,html version of FL COVID Rep 04-07-2020(PM)
Sumter,13,1,900,87,9,988,html version of FL COVID Rep 04-07-2020(PM)
Okaloosa,51,0,595,70,11,665,html version of FL COVID Rep 04-07-2020(PM)
Leon,7,1,1282,68,5,1351,html version of FL COVID Rep 04-07-2020(PM)
Charlotte,6,1,663,67,9,731,html version of FL COVID Rep 04-07-2020(PM)
Santa Rosa,0,0,1050,66,6,1116,html version of FL COVID Rep 04-07-2020(PM)
Indian River,23,0,709,62,8,771,html version of FL COVID Rep 04-07-2020(PM)
Marion,223,2,1170,62,5,1234,html version of FL COVID Rep 04-07-2020(PM)
Citrus,4,0,641,51,7,692,html version of FL COVID Rep 04-07-2020(PM)
Hernando,1,1,709,51,7,761,html version of FL COVID Rep 04-07-2020(PM)
Monroe,117,0,430,49,10,479,html version of FL COVID Rep 04-07-2020(PM)
Highlands,2,2,264,37,12,303,html version of FL COVID Rep 04-07-2020(PM)
Flagler,0,2,432,35,7,469,html version of FL COVID Rep 04-07-2020(PM)
Suwannee,2,0,167,33,17,200,html version of FL COVID Rep 04-07-2020(PM)
Nassau,0,0,493,27,5,520,html version of FL COVID Rep 04-07-2020(PM)
Walton,0,0,219,26,11,245,html version of FL COVID Rep 04-07-2020(PM)
Bay,0,0,316,25,7,341,html version of FL COVID Rep 04-07-2020(PM)
Putnam,7,0,565,20,3,585,html version of FL COVID Rep 04-07-2020(PM)
Columbia,19,0,275,16,5,291,html version of FL COVID Rep 04-07-2020(PM)
Desoto,2,0,195,16,8,211,html version of FL COVID Rep 04-07-2020(PM)
Baker,2,0,142,15,10,157,html version of FL COVID Rep 04-07-2020(PM)
Bradford,15,0,167,11,6,178,html version of FL COVID Rep 04-07-2020(PM)
Madison,1,0,55,11,17,66,html version of FL COVID Rep 04-07-2020(PM)
Hendry,0,1,141,9,6,151,html version of FL COVID Rep 04-07-2020(PM)
Gadsden,1,0,107,6,5,113,html version of FL COVID Rep 04-07-2020(PM)
Wakulla,0,0,123,6,5,129,html version of FL COVID Rep 04-07-2020(PM)
Levy,2,0,176,5,3,181,html version of FL COVID Rep 04-07-2020(PM)
Okeechobee,1,0,139,5,3,144,html version of FL COVID Rep 04-07-2020(PM)
Glades,0,0,15,4,21,19,html version of FL COVID Rep 04-07-2020(PM)
Jackson,1,0,138,4,3,142,html version of FL COVID Rep 04-07-2020(PM)
Jefferson,5,0,36,4,10,40,html version of FL COVID Rep 04-07-2020(PM)
Calhoun,0,0,37,3,8,40,html version of FL COVID Rep 04-07-2020(PM)
Franklin,0,0,41,2,5,43,html version of FL COVID Rep 04-07-2020(PM)
Hardee,0,0,45,2,4,47,html version of FL COVID Rep 04-07-2020(PM)
Holmes,8,0,60,2,3,62,html version of FL COVID Rep 04-07-2020(PM)
