COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,121,208,213239,21917,9,235364,html version of FL COVID Rep 06-14-2020
Broward,26,72,133784,8928,6,142784,html version of FL COVID Rep 06-14-2020
Palm Beach,140,235,97900,8833,8,106968,html version of FL COVID Rep 06-14-2020
Hillsborough,53,77,80711,3613,4,84401,html version of FL COVID Rep 06-14-2020
Orange,25,57,93090,3130,3,96277,html version of FL COVID Rep 06-14-2020
Lee,24,9,39145,2836,7,41990,html version of FL COVID Rep 06-14-2020
Collier,51,9,22356,2526,10,24891,html version of FL COVID Rep 06-14-2020
Pinellas,74,18,62822,2235,3,65075,html version of FL COVID Rep 06-14-2020
Duval,28,46,69300,1990,3,71336,html version of FL COVID Rep 06-14-2020
Polk,8,7,30717,1466,5,32190,html version of FL COVID Rep 06-14-2020
Manatee,,10,26182,1377,5,27569,html version of FL COVID Rep 06-14-2020
Martin,8,7,11404,1170,9,12581,html version of FL COVID Rep 06-14-2020
Escambia,1,9,24533,985,4,25527,html version of FL COVID Rep 06-14-2020
Volusia,,15,28131,928,3,29074,html version of FL COVID Rep 06-14-2020
St. Lucie,80,6,16033,883,5,16922,html version of FL COVID Rep 06-14-2020
Osceola,45,16,17629,838,5,18483,html version of FL COVID Rep 06-14-2020
Sarasota,,4,26340,767,3,27111,html version of FL COVID Rep 06-14-2020
Seminole,3,12,25075,759,3,25846,html version of FL COVID Rep 06-14-2020
Hendry,1,,3168,638,17,3806,html version of FL COVID Rep 06-14-2020
Brevard,2,2,29629,545,2,30176,html version of FL COVID Rep 06-14-2020
Alachua,,7,30054,541,2,30602,html version of FL COVID Rep 06-14-2020
Charlotte,4,2,8383,532,6,8917,html version of FL COVID Rep 06-14-2020
Pasco,19,10,23557,521,2,24088,html version of FL COVID Rep 06-14-2020
Leon,14,5,20288,469,2,20762,html version of FL COVID Rep 06-14-2020
Lake,10,12,23456,464,2,23932,html version of FL COVID Rep 06-14-2020
Clay,,4,12932,435,3,13371,html version of FL COVID Rep 06-14-2020
Desoto,11,2,3078,361,10,3441,html version of FL COVID Rep 06-14-2020
Okaloosa,,7,9757,332,3,10096,html version of FL COVID Rep 06-14-2020
Jackson,1,8,4104,319,7,4431,html version of FL COVID Rep 06-14-2020
Marion,282,6,18280,311,2,18597,html version of FL COVID Rep 06-14-2020
St. Johns,14,22,14177,307,2,14506,html version of FL COVID Rep 06-14-2020
Gadsden,,6,4868,304,6,5178,html version of FL COVID Rep 06-14-2020
Santa Rosa,1,2,10197,291,3,10490,html version of FL COVID Rep 06-14-2020
Hamilton,,1,2083,271,12,2355,html version of FL COVID Rep 06-14-2020
Sumter,23,5,5525,266,5,5796,html version of FL COVID Rep 06-14-2020
Liberty,,2,2068,219,10,2289,html version of FL COVID Rep 06-14-2020
Flagler,,5,6406,207,3,6618,html version of FL COVID Rep 06-14-2020
Indian River,32,,8460,205,2,8665,html version of FL COVID Rep 06-14-2020
Suwannee,,2,2611,196,7,2809,html version of FL COVID Rep 06-14-2020
Hardee,,1,1379,196,12,1576,html version of FL COVID Rep 06-14-2020
Putnam,2,1,4417,190,4,4608,html version of FL COVID Rep 06-14-2020
Okeechobee,,,2178,183,8,2361,html version of FL COVID Rep 06-14-2020
Columbia,3,6,4632,182,4,4820,html version of FL COVID Rep 06-14-2020
Highlands,5,3,5449,171,3,5623,html version of FL COVID Rep 06-14-2020
Walton,,4,2426,148,6,2578,html version of FL COVID Rep 06-14-2020
Bay,27,3,5334,145,3,5482,html version of FL COVID Rep 06-14-2020
Citrus,2,3,7351,143,2,7497,html version of FL COVID Rep 06-14-2020
Hernando,,1,7210,140,2,7351,html version of FL COVID Rep 06-14-2020
Monroe,37,,3992,129,3,4121,html version of FL COVID Rep 06-14-2020
Glades,,,389,114,23,503,html version of FL COVID Rep 06-14-2020
Unknown,1,15,1774,102,5,1891,html version of FL COVID Rep 06-14-2020
Levy,,1,2429,100,4,2530,html version of FL COVID Rep 06-14-2020
Nassau,,1,5061,92,2,5154,html version of FL COVID Rep 06-14-2020
Washington,1,1,1436,92,6,1529,html version of FL COVID Rep 06-14-2020
Madison,,2,1373,79,5,1454,html version of FL COVID Rep 06-14-2020
Calhoun,,2,638,66,9,706,html version of FL COVID Rep 06-14-2020
Dixie,,,1120,60,5,1180,html version of FL COVID Rep 06-14-2020
Taylor,2,2,1132,54,5,1188,html version of FL COVID Rep 06-14-2020
Bradford,1,1,1963,52,3,2016,html version of FL COVID Rep 06-14-2020
Union,,,1975,38,2,2013,html version of FL COVID Rep 06-14-2020
Wakulla,1,,1691,35,2,1726,html version of FL COVID Rep 06-14-2020
Jefferson,,1,895,32,3,928,html version of FL COVID Rep 06-14-2020
Holmes,,1,1030,31,3,1062,html version of FL COVID Rep 06-14-2020
Baker,,,1345,30,2,1375,html version of FL COVID Rep 06-14-2020
Gilchrist,,1,1215,26,2,1242,html version of FL COVID Rep 06-14-2020
Lafayette,,,407,13,3,420,html version of FL COVID Rep 06-14-2020
Gulf,1,,1032,8,1,1040,html version of FL COVID Rep 06-14-2020
Franklin,,,702,2,0,704,html version of FL COVID Rep 06-14-2020
Total,1184,977,1333447,75568,5,1409992,html version of FL COVID Rep 06-14-2020
