COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,217,143,27454,6300,19,33897,html version of FL COVID Rep 04-10-2020(PM)
Broward,66,23,19612,2679,12,22314,html version of FL COVID Rep 04-10-2020(PM)
Palm Beach,91,4,6460,1431,18,7895,html version of FL COVID Rep 04-10-2020(PM)
Orange,19,6,9097,902,9,10005,html version of FL COVID Rep 04-10-2020(PM)
Hillsborough,11,5,9824,676,6,10505,html version of FL COVID Rep 04-10-2020(PM)
Duval,88,12,10729,618,5,11359,html version of FL COVID Rep 04-10-2020(PM)
Lee,22,3,4706,572,11,5281,html version of FL COVID Rep 04-10-2020(PM)
Pinellas,85,7,7610,431,5,8048,html version of FL COVID Rep 04-10-2020(PM)
Collier,15,1,2704,327,11,3032,html version of FL COVID Rep 04-10-2020(PM)
Osceola,67,1,1983,305,13,2289,html version of FL COVID Rep 04-10-2020(PM)
Polk,17,3,3368,241,7,3612,html version of FL COVID Rep 04-10-2020(PM)
Seminole,13,1,2481,238,9,2720,html version of FL COVID Rep 04-10-2020(PM)
Sarasota,3,2,1621,211,12,1834,html version of FL COVID Rep 04-10-2020(PM)
Escambia,7,2,3044,204,6,3250,html version of FL COVID Rep 04-10-2020(PM)
Manatee,1,0,1175,200,15,1375,html version of FL COVID Rep 04-10-2020(PM)
Volusia,6,1,1936,190,9,2127,html version of FL COVID Rep 04-10-2020(PM)
Alachua,6,9,3317,167,5,3493,html version of FL COVID Rep 04-10-2020(PM)
St. Johns,17,2,2773,165,6,2940,html version of FL COVID Rep 04-10-2020(PM)
Lake,14,0,2422,149,6,2571,html version of FL COVID Rep 04-10-2020(PM)
St. Lucie,41,1,1548,146,9,1695,html version of FL COVID Rep 04-10-2020(PM)
Clay,8,1,1669,144,8,1814,html version of FL COVID Rep 04-10-2020(PM)
Pasco,27,4,3017,143,5,3164,html version of FL COVID Rep 04-10-2020(PM)
Brevard,2,11,2094,121,5,2226,html version of FL COVID Rep 04-10-2020(PM)
Martin,7,0,923,115,11,1038,html version of FL COVID Rep 04-10-2020(PM)
Sumter,14,1,975,107,10,1083,html version of FL COVID Rep 04-10-2020(PM)
Santa Rosa,1,1,1311,105,7,1417,html version of FL COVID Rep 04-10-2020(PM)
Charlotte,6,1,805,104,11,910,html version of FL COVID Rep 04-10-2020(PM)
Leon,9,2,1499,91,6,1592,html version of FL COVID Rep 04-10-2020(PM)
Okaloosa,14,1,790,85,10,876,html version of FL COVID Rep 04-10-2020(PM)
Marion,342,3,1464,83,5,1550,html version of FL COVID Rep 04-10-2020(PM)
Indian River,40,0,826,70,8,896,html version of FL COVID Rep 04-10-2020(PM)
Citrus,4,3,745,64,8,812,html version of FL COVID Rep 04-10-2020(PM)
Hernando,1,0,863,64,7,927,html version of FL COVID Rep 04-10-2020(PM)
Suwannee,0,0,225,59,21,284,html version of FL COVID Rep 04-10-2020(PM)
Monroe,110,0,531,55,9,586,html version of FL COVID Rep 04-10-2020(PM)
Highlands,1,2,332,47,12,381,html version of FL COVID Rep 04-10-2020(PM)
Flagler,0,1,552,44,7,597,html version of FL COVID Rep 04-10-2020(PM)
Bay,0,0,409,36,8,445,html version of FL COVID Rep 04-10-2020(PM)
Nassau,2,0,556,33,6,589,html version of FL COVID Rep 04-10-2020(PM)
Putnam,4,0,670,29,4,699,html version of FL COVID Rep 04-10-2020(PM)
Walton,0,0,258,27,9,285,html version of FL COVID Rep 04-10-2020(PM)
Columbia,7,0,356,23,6,379,html version of FL COVID Rep 04-10-2020(PM)
Bradford,8,0,226,22,9,248,html version of FL COVID Rep 04-10-2020(PM)
Desoto,2,0,235,20,8,255,html version of FL COVID Rep 04-10-2020(PM)
Baker,0,0,184,16,8,200,html version of FL COVID Rep 04-10-2020(PM)
Hendry,0,0,161,15,9,176,html version of FL COVID Rep 04-10-2020(PM)
Gadsden,1,0,135,14,9,149,html version of FL COVID Rep 04-10-2020(PM)
Madison,2,0,82,14,15,96,html version of FL COVID Rep 04-10-2020(PM)
Jefferson,6,0,47,9,16,56,html version of FL COVID Rep 04-10-2020(PM)
Wakulla,0,0,153,7,4,160,html version of FL COVID Rep 04-10-2020(PM)
Levy,1,0,229,6,3,235,html version of FL COVID Rep 04-10-2020(PM)
Calhoun,0,0,47,5,10,52,html version of FL COVID Rep 04-10-2020(PM)
Jackson,0,0,172,5,3,177,html version of FL COVID Rep 04-10-2020(PM)
Okeechobee,1,0,163,5,3,168,html version of FL COVID Rep 04-10-2020(PM)
Gilchrist,1,0,93,4,4,97,html version of FL COVID Rep 04-10-2020(PM)
Glades,0,0,19,4,17,23,html version of FL COVID Rep 04-10-2020(PM)
Hardee,0,0,55,3,5,58,html version of FL COVID Rep 04-10-2020(PM)
Washington,2,0,89,3,3,92,html version of FL COVID Rep 04-10-2020(PM)
Franklin,0,0,49,2,4,51,html version of FL COVID Rep 04-10-2020(PM)
Hamilton,1,0,57,2,3,59,html version of FL COVID Rep 04-10-2020(PM)
Holmes,7,0,76,2,3,78,html version of FL COVID Rep 04-10-2020(PM)
Union,3,0,98,2,2,100,html version of FL COVID Rep 04-10-2020(PM)
Unknown,12,0,31,2,6,33,html version of FL COVID Rep 04-10-2020(PM)
Dixie,0,0,95,1,1,96,html version of FL COVID Rep 04-10-2020(PM)
Gulf,0,0,81,1,1,82,html version of FL COVID Rep 04-10-2020(PM)
Lafayette,0,0,34,1,3,35,html version of FL COVID Rep 04-10-2020(PM)
Liberty,0,0,19,1,5,20,html version of FL COVID Rep 04-10-2020(PM)
Taylor,2,0,97,1,1,98,html version of FL COVID Rep 04-10-2020(PM)
Total,1454,257,147461,17968,11,165686,html version of FL COVID Rep 04-10-2020(PM)
