COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,103,,5143,869,14,6014,html version of FL COVID Rep 03-27-2020(PM)
Broward,229,,5463,631,10,6094,html version of FL COVID Rep 03-27-2020(PM)
Palm Beach,35,,1416,241,15,1657,html version of FL COVID Rep 03-27-2020(PM)
Hillsborough,7,,2663,174,6,2837,html version of FL COVID Rep 03-27-2020(PM)
Orange,17,,1817,174,9,1991,html version of FL COVID Rep 03-27-2020(PM)
Duval,232,,1374,99,7,1473,html version of FL COVID Rep 03-27-2020(PM)
Lee,19,,987,95,9,1082,html version of FL COVID Rep 03-27-2020(PM)
Collier,55,,746,85,10,831,html version of FL COVID Rep 03-27-2020(PM)
Pinellas,64,,1405,82,6,1487,html version of FL COVID Rep 03-27-2020(PM)
Alachua,22,,1008,60,6,1068,html version of FL COVID Rep 03-27-2020(PM)
Osceola,75,,368,56,13,424,html version of FL COVID Rep 03-27-2020(PM)
Seminole,33,,619,54,8,673,html version of FL COVID Rep 03-27-2020(PM)
Sarasota,44,,554,43,7,597,html version of FL COVID Rep 03-27-2020(PM)
Volusia,5,,413,43,9,456,html version of FL COVID Rep 03-27-2020(PM)
St. Johns,29,,549,42,7,591,html version of FL COVID Rep 03-27-2020(PM)
Lake,7,,629,32,5,661,html version of FL COVID Rep 03-27-2020(PM)
Manatee,6,,200,29,13,229,html version of FL COVID Rep 03-27-2020(PM)
Sumter,15,,416,29,6,450,html version of FL COVID Rep 03-27-2020(PM)
Escambia,1,,349,28,7,377,html version of FL COVID Rep 03-27-2020(PM)
Polk,64,,530,28,5,558,html version of FL COVID Rep 03-27-2020(PM)
Okaloosa,18,,137,25,15,162,html version of FL COVID Rep 03-27-2020(PM)
Pasco,14,,558,25,4,584,html version of FL COVID Rep 03-27-2020(PM)
Clay,3,,232,22,9,254,html version of FL COVID Rep 03-27-2020(PM)
Brevard,15,,354,20,5,374,html version of FL COVID Rep 03-27-2020(PM)
Monroe,47,,105,19,15,124,html version of FL COVID Rep 03-27-2020(PM)
Martin,2,,135,17,11,152,html version of FL COVID Rep 03-27-2020(PM)
St. Lucie,14,,220,17,7,237,html version of FL COVID Rep 03-27-2020(PM)
Indian River,14,,178,15,8,193,html version of FL COVID Rep 03-27-2020(PM)
Leon,2,,362,15,4,377,html version of FL COVID Rep 03-27-2020(PM)
Walton,4,,73,14,16,87,html version of FL COVID Rep 03-27-2020(PM)
Santa Rosa,2,,162,13,7,175,html version of FL COVID Rep 03-27-2020(PM)
Flagler,0,,124,12,9,136,html version of FL COVID Rep 03-27-2020(PM)
Hernando,3,,161,12,7,173,html version of FL COVID Rep 03-27-2020(PM)
Putnam,12,,176,12,6,188,html version of FL COVID Rep 03-27-2020(PM)
Citrus,11,,136,11,7,147,html version of FL COVID Rep 03-27-2020(PM)
Marion,180,,294,9,3,303,html version of FL COVID Rep 03-27-2020(PM)
Charlotte,5,,148,8,5,156,html version of FL COVID Rep 03-27-2020(PM)
Baker,3,,39,7,15,46,html version of FL COVID Rep 03-27-2020(PM)
Desoto,48,,35,6,15,41,html version of FL COVID Rep 03-27-2020(PM)
Highlands,22,,37,6,14,44,html version of FL COVID Rep 03-27-2020(PM)
Nassau,0,,67,6,8,73,html version of FL COVID Rep 03-27-2020(PM)
Bay,3,,70,4,5,74,html version of FL COVID Rep 03-27-2020(PM)
Columbia,47,,79,3,4,83,html version of FL COVID Rep 03-27-2020(PM)
Bradford,1,,40,1,2,41,html version of FL COVID Rep 03-27-2020(PM)
Gadsden,0,,34,1,3,35,html version of FL COVID Rep 03-27-2020(PM)
Jackson,7,,56,1,2,57,html version of FL COVID Rep 03-27-2020(PM)
Levy,0,,54,1,2,55,html version of FL COVID Rep 03-27-2020(PM)
Suwannee,10,,40,1,2,41,html version of FL COVID Rep 03-27-2020(PM)
Washington,10,,19,1,5,20,html version of FL COVID Rep 03-27-2020(PM)
Calhoun,0,,8,0,0,8,html version of FL COVID Rep 03-27-2020(PM)
Dixie,0,,21,0,0,21,html version of FL COVID Rep 03-27-2020(PM)
Franklin,0,,14,0,0,14,html version of FL COVID Rep 03-27-2020(PM)
Gilchrist,0,,19,0,0,19,html version of FL COVID Rep 03-27-2020(PM)
Glades,0,,3,0,0,3,html version of FL COVID Rep 03-27-2020(PM)
Gulf,1,,28,0,0,28,html version of FL COVID Rep 03-27-2020(PM)
Hamilton,2,,13,0,0,13,html version of FL COVID Rep 03-27-2020(PM)
Hardee,0,,8,0,0,8,html version of FL COVID Rep 03-27-2020(PM)
Hendry,1,,30,0,0,30,html version of FL COVID Rep 03-27-2020(PM)
Holmes,5,,20,0,0,20,html version of FL COVID Rep 03-27-2020(PM)
Jefferson,0,,10,0,0,10,html version of FL COVID Rep 03-27-2020(PM)
Lafayette,0,,9,0,0,9,html version of FL COVID Rep 03-27-2020(PM)
Liberty,0,,2,0,0,2,html version of FL COVID Rep 03-27-2020(PM)
Madison,0,,20,0,0,20,html version of FL COVID Rep 03-27-2020(PM)
Okeechobee,4,,35,0,0,35,html version of FL COVID Rep 03-27-2020(PM)
Taylor,0,,28,0,0,28,html version of FL COVID Rep 03-27-2020(PM)
Union,1,,30,0,0,30,html version of FL COVID Rep 03-27-2020(PM)
Unknown,0,,8,0,0,8,html version of FL COVID Rep 03-27-2020(PM)
Wakulla,0,,34,0,0,34,html version of FL COVID Rep 03-27-2020(PM)
Total,1573,,31114,3198,9,34322,html version of FL COVID Rep 03-27-2020(PM)
