COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Alachua,3,23,64891,3862,6,68776,html version of FL COVID Rep 08-05-2020
Baker,19,1,4111,429,9,4541,html version of FL COVID Rep 08-05-2020
Bay,10,44,20427,3988,16,24459,html version of FL COVID Rep 08-05-2020
Bradford,1,5,3876,343,8,4224,html version of FL COVID Rep 08-05-2020
Brevard,10,57,75209,5712,7,80978,html version of FL COVID Rep 08-05-2020
Broward,193,710,357395,59354,14,417459,html version of FL COVID Rep 08-05-2020
Calhoun,1,5,2022,334,14,2361,html version of FL COVID Rep 08-05-2020
Charlotte,10,25,22687,2104,8,24816,html version of FL COVID Rep 08-05-2020
Citrus,30,12,16181,1373,8,17566,html version of FL COVID Rep 08-05-2020
Clay,13,16,30225,3021,9,33262,html version of FL COVID Rep 08-05-2020
Collier,205,62,50611,10050,17,60723,html version of FL COVID Rep 08-05-2020
Columbia,3,55,10342,2672,20,13069,html version of FL COVID Rep 08-05-2020
Dade,224,1617,527998,125949,19,655564,html version of FL COVID Rep 08-05-2020
Desoto,7,8,8011,1313,14,9332,html version of FL COVID Rep 08-05-2020
Dixie,,2,2228,289,11,2519,html version of FL COVID Rep 08-05-2020
Duval,167,218,180163,22215,11,202596,html version of FL COVID Rep 08-05-2020
Escambia,18,38,59116,8367,12,67521,html version of FL COVID Rep 08-05-2020
Flagler,5,21,13369,975,7,14365,html version of FL COVID Rep 08-05-2020
Franklin,2,4,2636,197,7,2837,html version of FL COVID Rep 08-05-2020
Gadsden,6,34,10442,1614,13,12090,html version of FL COVID Rep 08-05-2020
Gilchrist,3,7,3162,330,9,3499,html version of FL COVID Rep 08-05-2020
Glades,,2,700,396,36,1098,html version of FL COVID Rep 08-05-2020
Gulf,,5,3198,436,12,3639,html version of FL COVID Rep 08-05-2020
Hamilton,1,2,3369,595,15,3966,html version of FL COVID Rep 08-05-2020
Hardee,,7,3670,866,19,4543,html version of FL COVID Rep 08-05-2020
Hendry,1,16,6388,1694,21,8098,html version of FL COVID Rep 08-05-2020
Hernando,2,15,16301,1842,10,18158,html version of FL COVID Rep 08-05-2020
Highlands,8,13,14085,1311,9,15409,html version of FL COVID Rep 08-05-2020
Hillsborough,184,468,202350,31197,13,234015,html version of FL COVID Rep 08-05-2020
Holmes,4,7,3665,460,11,4132,html version of FL COVID Rep 08-05-2020
Indian River,53,15,23741,2385,9,26141,html version of FL COVID Rep 08-05-2020
Jackson,5,9,9114,1745,16,10868,html version of FL COVID Rep 08-05-2020
Jefferson,1,11,2414,433,15,2858,html version of FL COVID Rep 08-05-2020
Lafayette,,3,777,113,13,893,html version of FL COVID Rep 08-05-2020
Lake,55,79,56936,4794,8,61809,html version of FL COVID Rep 08-05-2020
Lee,28,54,94959,15961,14,110974,html version of FL COVID Rep 08-05-2020
Leon,44,117,52000,4537,8,56654,html version of FL COVID Rep 08-05-2020
Levy,1,9,5354,632,11,5995,html version of FL COVID Rep 08-05-2020
Liberty,,,2654,393,13,3047,html version of FL COVID Rep 08-05-2020
Madison,2,10,4343,663,13,5016,html version of FL COVID Rep 08-05-2020
Manatee,7,56,73279,8938,11,82273,html version of FL COVID Rep 08-05-2020
Marion,307,73,41881,5543,12,47497,html version of FL COVID Rep 08-05-2020
Martin,48,37,21153,3689,15,24879,html version of FL COVID Rep 08-05-2020
Monroe,58,11,11403,1404,11,12818,html version of FL COVID Rep 08-05-2020
Nassau,32,17,13235,1155,8,14407,html version of FL COVID Rep 08-05-2020
Okaloosa,40,43,24654,3160,11,27857,html version of FL COVID Rep 08-05-2020
Okeechobee,2,14,5374,975,15,6363,html version of FL COVID Rep 08-05-2020
Orange,422,274,232050,30425,12,262749,html version of FL COVID Rep 08-05-2020
Osceola,99,127,51941,9156,15,61224,html version of FL COVID Rep 08-05-2020
Palm Beach,250,587,233554,35283,13,269424,html version of FL COVID Rep 08-05-2020
Pasco,99,43,58215,6708,10,64966,html version of FL COVID Rep 08-05-2020
Pinellas,21,134,149609,17202,10,166945,html version of FL COVID Rep 08-05-2020
Polk,49,82,78938,13419,15,92439,html version of FL COVID Rep 08-05-2020
Putnam,2,8,10961,1422,11,12391,html version of FL COVID Rep 08-05-2020
Santa Rosa,17,35,23674,3610,13,27319,html version of FL COVID Rep 08-05-2020
Sarasota,23,47,65126,5940,8,71113,html version of FL COVID Rep 08-05-2020
Seminole,58,65,58502,6826,10,65393,html version of FL COVID Rep 08-05-2020
St. Johns,41,32,35924,3450,9,39406,html version of FL COVID Rep 08-05-2020
St. Lucie,270,51,35776,5396,13,41223,html version of FL COVID Rep 08-05-2020
State-Call Center,,,2,,0,2,html version of FL COVID Rep 08-05-2020
Sumter,23,13,15824,1180,7,17017,html version of FL COVID Rep 08-05-2020
Suwannee,1,12,5815,1224,17,7051,html version of FL COVID Rep 08-05-2020
Taylor,6,13,3291,768,19,4072,html version of FL COVID Rep 08-05-2020
Union,,5,3614,259,7,3878,html version of FL COVID Rep 08-05-2020
Unknown,4,36,5133,639,11,5808,html version of FL COVID Rep 08-05-2020
Volusia,54,89,63093,7372,10,70554,html version of FL COVID Rep 08-05-2020
Wakulla,4,35,6867,635,8,7537,html version of FL COVID Rep 08-05-2020
Walton,2,41,7834,1301,14,9176,html version of FL COVID Rep 08-05-2020
Washington,19,13,4303,716,14,5032,html version of FL COVID Rep 08-05-2020
Total,3277,5799,3312145,502739,13,3820683,html version of FL COVID Rep 08-05-2020
