COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,269,170,67242,11570,15,78982,html version of FL COVID Rep 04-27-2020
Broward,32,30,39175,4794,11,43999,html version of FL COVID Rep 04-27-2020
Palm Beach,51,251,21900,2763,11,24914,html version of FL COVID Rep 04-27-2020
Orange,15,3,22280,1339,6,23622,html version of FL COVID Rep 04-27-2020
Hillsborough,15,33,17836,1062,6,18931,html version of FL COVID Rep 04-27-2020
Duval,76,11,20605,990,5,21606,html version of FL COVID Rep 04-27-2020
Lee,14,2,9862,971,9,10835,html version of FL COVID Rep 04-27-2020
Pinellas,57,10,12542,698,5,13250,html version of FL COVID Rep 04-27-2020
Collier,12,1,4655,562,11,5218,html version of FL COVID Rep 04-27-2020
Manatee,3,2,2976,533,15,3511,html version of FL COVID Rep 04-27-2020
Escambia,18,7,6198,470,7,6675,html version of FL COVID Rep 04-27-2020
Osceola,45,2,4631,470,9,5103,html version of FL COVID Rep 04-27-2020
Polk,6,2,6361,441,6,6804,html version of FL COVID Rep 04-27-2020
Volusia,1,3,7744,440,5,8187,html version of FL COVID Rep 04-27-2020
Seminole,4,4,5952,367,6,6323,html version of FL COVID Rep 04-27-2020
Sarasota,1,1,4022,323,7,4346,html version of FL COVID Rep 04-27-2020
Clay,,1,3315,271,8,3587,html version of FL COVID Rep 04-27-2020
Brevard,1,2,7897,266,3,8165,html version of FL COVID Rep 04-27-2020
Alachua,,7,6271,254,4,6532,html version of FL COVID Rep 04-27-2020
Pasco,20,6,4949,237,5,5192,html version of FL COVID Rep 04-27-2020
St. Lucie,48,2,2724,236,8,2962,html version of FL COVID Rep 04-27-2020
Lake,14,1,4881,223,4,5105,html version of FL COVID Rep 04-27-2020
Leon,7,2,2881,212,7,3095,html version of FL COVID Rep 04-27-2020
Charlotte,5,2,1745,211,11,1958,html version of FL COVID Rep 04-27-2020
St. Johns,5,1,4409,204,4,4614,html version of FL COVID Rep 04-27-2020
Martin,5,,1530,183,11,1713,html version of FL COVID Rep 04-27-2020
Sumter,24,,1592,173,10,1765,html version of FL COVID Rep 04-27-2020
Marion,135,2,3807,151,4,3960,html version of FL COVID Rep 04-27-2020
Santa Rosa,1,1,2376,150,6,2527,html version of FL COVID Rep 04-27-2020
Okaloosa,11,,2007,149,7,2156,html version of FL COVID Rep 04-27-2020
Flagler,,1,1266,127,9,1394,html version of FL COVID Rep 04-27-2020
Suwannee,2,,472,118,20,590,html version of FL COVID Rep 04-27-2020
Citrus,1,1,1433,97,6,1531,html version of FL COVID Rep 04-27-2020
Indian River,48,,1557,90,5,1647,html version of FL COVID Rep 04-27-2020
Hernando,,,1520,89,6,1609,html version of FL COVID Rep 04-27-2020
Putnam,3,,1210,87,7,1297,html version of FL COVID Rep 04-27-2020
Gadsden,,,398,87,18,485,html version of FL COVID Rep 04-27-2020
Highlands,,1,988,80,7,1069,html version of FL COVID Rep 04-27-2020
Monroe,27,,1088,79,7,1167,html version of FL COVID Rep 04-27-2020
Bay,,2,1190,68,5,1260,html version of FL COVID Rep 04-27-2020
Hendry,1,,406,68,14,474,html version of FL COVID Rep 04-27-2020
Nassau,,,1320,53,4,1373,html version of FL COVID Rep 04-27-2020
Columbia,6,,883,53,6,936,html version of FL COVID Rep 04-27-2020
Bradford,1,,678,44,6,722,html version of FL COVID Rep 04-27-2020
Madison,93,,251,44,15,295,html version of FL COVID Rep 04-27-2020
Walton,,1,527,35,6,563,html version of FL COVID Rep 04-27-2020
Jefferson,2,,112,28,20,140,html version of FL COVID Rep 04-27-2020
Desoto,4,,481,25,5,506,html version of FL COVID Rep 04-27-2020
Wakulla,1,,267,22,8,289,html version of FL COVID Rep 04-27-2020
Baker,,,341,20,6,361,html version of FL COVID Rep 04-27-2020
Levy,,,517,13,2,530,html version of FL COVID Rep 04-27-2020
Jackson,,,385,13,3,398,html version of FL COVID Rep 04-27-2020
Hardee,,,114,13,10,127,html version of FL COVID Rep 04-27-2020
Washington,1,,275,12,4,287,html version of FL COVID Rep 04-27-2020
Okeechobee,1,,343,10,3,353,html version of FL COVID Rep 04-27-2020
Holmes,5,,464,9,2,473,html version of FL COVID Rep 04-27-2020
Hamilton,3,,134,6,4,140,html version of FL COVID Rep 04-27-2020
Calhoun,,,102,6,6,108,html version of FL COVID Rep 04-27-2020
Glades,,,54,6,10,60,html version of FL COVID Rep 04-27-2020
Dixie,1,,191,5,3,196,html version of FL COVID Rep 04-27-2020
Gilchrist,1,,215,4,2,219,html version of FL COVID Rep 04-27-2020
Union,1,,207,4,2,211,html version of FL COVID Rep 04-27-2020
Taylor,1,,211,3,1,214,html version of FL COVID Rep 04-27-2020
Franklin,,,85,2,2,87,html version of FL COVID Rep 04-27-2020
Liberty,,,43,2,4,45,html version of FL COVID Rep 04-27-2020
Gulf,,,122,1,1,123,html version of FL COVID Rep 04-27-2020
Lafayette,,,69,1,1,70,html version of FL COVID Rep 04-27-2020
Unknown,1,,41,1,2,42,html version of FL COVID Rep 04-27-2020
Total,1099,565,324325,32138,9,357028,html version of FL COVID Rep 04-27-2020
