COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,273,1693,548078,132461,19,682232,html version of FL COVID Rep 08-09-2020
Broward,166,751,371103,62268,14,434122,html version of FL COVID Rep 08-09-2020
Palm Beach,270,584,242529,37020,13,280133,html version of FL COVID Rep 08-09-2020
Orange,442,285,240349,31719,12,272353,html version of FL COVID Rep 08-09-2020
Hillsborough,192,482,210757,32587,13,243826,html version of FL COVID Rep 08-09-2020
Duval,176,220,186989,23437,11,210646,html version of FL COVID Rep 08-09-2020
Pinellas,15,145,154502,17879,10,172526,html version of FL COVID Rep 08-09-2020
Lee,28,54,97457,16529,14,114040,html version of FL COVID Rep 08-09-2020
Polk,55,101,82583,14301,15,96985,html version of FL COVID Rep 08-09-2020
Manatee,8,62,75676,9288,11,85026,html version of FL COVID Rep 08-09-2020
Brevard,13,56,77553,6064,7,83673,html version of FL COVID Rep 08-09-2020
Sarasota,21,46,67591,6231,8,73868,html version of FL COVID Rep 08-09-2020
Volusia,69,106,65827,7876,11,73809,html version of FL COVID Rep 08-09-2020
Escambia,11,43,62199,9508,13,71750,html version of FL COVID Rep 08-09-2020
Alachua,4,23,67244,4142,6,71409,html version of FL COVID Rep 08-09-2020
Seminole,61,66,61081,7118,10,68265,html version of FL COVID Rep 08-09-2020
Pasco,105,50,60464,7080,10,67594,html version of FL COVID Rep 08-09-2020
Lake,81,88,59840,5161,8,65089,html version of FL COVID Rep 08-09-2020
Osceola,113,127,54093,9696,15,63916,html version of FL COVID Rep 08-09-2020
Collier,204,67,52280,10334,16,62681,html version of FL COVID Rep 08-09-2020
Leon,20,114,54686,4965,8,59765,html version of FL COVID Rep 08-09-2020
Marion,237,98,45823,6511,12,52432,html version of FL COVID Rep 08-09-2020
St. Lucie,273,54,37155,5772,13,42981,html version of FL COVID Rep 08-09-2020
St. Johns,45,32,37183,3635,9,40850,html version of FL COVID Rep 08-09-2020
Clay,13,18,31486,3282,9,34786,html version of FL COVID Rep 08-09-2020
Okaloosa,37,43,25829,3502,12,29374,html version of FL COVID Rep 08-09-2020
Santa Rosa,19,37,24685,3939,14,28661,html version of FL COVID Rep 08-09-2020
Indian River,55,14,24558,2523,9,27095,html version of FL COVID Rep 08-09-2020
Bay,10,59,22179,4440,17,26678,html version of FL COVID Rep 08-09-2020
Charlotte,10,34,23881,2238,9,26153,html version of FL COVID Rep 08-09-2020
Martin,53,37,21780,3825,15,25642,html version of FL COVID Rep 08-09-2020
Hernando,2,13,16948,2022,11,18983,html version of FL COVID Rep 08-09-2020
Citrus,36,11,16886,1539,8,18436,html version of FL COVID Rep 08-09-2020
Sumter,23,13,16482,1303,7,17798,html version of FL COVID Rep 08-09-2020
Highlands,8,12,14549,1435,9,15996,html version of FL COVID Rep 08-09-2020
Flagler,6,19,13999,1070,7,15088,html version of FL COVID Rep 08-09-2020
Nassau,31,17,13722,1233,8,14972,html version of FL COVID Rep 08-09-2020
Monroe,65,12,12173,1526,11,13711,html version of FL COVID Rep 08-09-2020
Columbia,4,55,10664,2873,21,13592,html version of FL COVID Rep 08-09-2020
Gadsden,7,38,11025,1884,15,12947,html version of FL COVID Rep 08-09-2020
Putnam,2,11,11426,1508,12,12945,html version of FL COVID Rep 08-09-2020
Jackson,5,14,9713,1821,16,11548,html version of FL COVID Rep 08-09-2020
Walton,2,37,8333,1408,14,9778,html version of FL COVID Rep 08-09-2020
Desoto,5,7,8185,1351,14,9543,html version of FL COVID Rep 08-09-2020
Hendry,,17,6556,1762,21,8335,html version of FL COVID Rep 08-09-2020
Wakulla,3,34,7087,692,9,7813,html version of FL COVID Rep 08-09-2020
Suwannee,2,21,6301,1454,19,7776,html version of FL COVID Rep 08-09-2020
Okeechobee,2,14,5525,1039,16,6578,html version of FL COVID Rep 08-09-2020
Levy,2,11,5567,684,11,6262,html version of FL COVID Rep 08-09-2020
Union,,9,5895,310,5,6214,html version of FL COVID Rep 08-09-2020
Washington,16,21,5311,867,14,6199,html version of FL COVID Rep 08-09-2020
Unknown,3,33,5348,695,11,6076,html version of FL COVID Rep 08-09-2020
Hardee,,12,4833,963,17,5808,html version of FL COVID Rep 08-09-2020
Baker,24,14,4706,907,16,5627,html version of FL COVID Rep 08-09-2020
Taylor,7,27,4226,961,18,5214,html version of FL COVID Rep 08-09-2020
Madison,1,10,4385,700,14,5095,html version of FL COVID Rep 08-09-2020
Gulf,3,4,4161,648,13,4813,html version of FL COVID Rep 08-09-2020
Bradford,1,21,4005,494,11,4520,html version of FL COVID Rep 08-09-2020
Holmes,4,7,3758,505,12,4270,html version of FL COVID Rep 08-09-2020
Hamilton,1,2,3434,618,15,4054,html version of FL COVID Rep 08-09-2020
Calhoun,1,16,3502,475,12,3993,html version of FL COVID Rep 08-09-2020
Franklin,2,10,3464,418,11,3892,html version of FL COVID Rep 08-09-2020
Dixie,,6,3251,547,14,3804,html version of FL COVID Rep 08-09-2020
Gilchrist,3,7,3279,363,10,3649,html version of FL COVID Rep 08-09-2020
Liberty,1,,2683,400,13,3083,html version of FL COVID Rep 08-09-2020
Jefferson,1,14,2520,453,15,2987,html version of FL COVID Rep 08-09-2020
Glades,,2,725,401,36,1128,html version of FL COVID Rep 08-09-2020
Lafayette,1,3,790,146,16,939,html version of FL COVID Rep 08-09-2020
Total,3353,6163,3452857,532806,13,3991826,html version of FL COVID Rep 08-09-2020
