COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,138,,18786,4146,18,22945,html version of FL COVID Rep 04-05-2020(PM)
Broward,67,,15139,1886,11,17034,html version of FL COVID Rep 04-05-2020(PM)
Palm Beach,87,,4535,1000,18,5536,html version of FL COVID Rep 04-05-2020(PM)
Orange,13,,6539,713,10,7252,html version of FL COVID Rep 04-05-2020(PM)
Hillsborough,6,,7577,536,7,8116,html version of FL COVID Rep 04-05-2020(PM)
Duval,133,,6792,413,6,7205,html version of FL COVID Rep 04-05-2020(PM)
Lee,18,,3459,379,10,3838,html version of FL COVID Rep 04-05-2020(PM)
Pinellas,55,,5958,359,6,6325,html version of FL COVID Rep 04-05-2020(PM)
Collier,24,,1950,231,11,2181,html version of FL COVID Rep 04-05-2020(PM)
Osceola,81,,1301,229,15,1530,html version of FL COVID Rep 04-05-2020(PM)
Seminole,14,,1801,191,10,1993,html version of FL COVID Rep 04-05-2020(PM)
Polk,16,,2262,157,6,2421,html version of FL COVID Rep 04-05-2020(PM)
Volusia,4,,1302,151,10,1454,html version of FL COVID Rep 04-05-2020(PM)
St. Johns,38,,2073,141,6,2215,html version of FL COVID Rep 04-05-2020(PM)
Sarasota,11,,1159,140,11,1299,html version of FL COVID Rep 04-05-2020(PM)
Manatee,2,,772,136,15,908,html version of FL COVID Rep 04-05-2020(PM)
Escambia,2,,1592,125,7,1717,html version of FL COVID Rep 04-05-2020(PM)
Alachua,12,,2090,123,6,2216,html version of FL COVID Rep 04-05-2020(PM)
Pasco,18,,2177,102,4,2280,html version of FL COVID Rep 04-05-2020(PM)
Lake,10,,1794,101,5,1899,html version of FL COVID Rep 04-05-2020(PM)
St. Lucie,21,,968,82,8,1050,html version of FL COVID Rep 04-05-2020(PM)
Brevard,3,,1204,79,6,1283,html version of FL COVID Rep 04-05-2020(PM)
Clay,4,,1014,79,7,1093,html version of FL COVID Rep 04-05-2020(PM)
Sumter,11,,833,75,8,909,html version of FL COVID Rep 04-05-2020(PM)
Okaloosa,25,,441,62,12,503,html version of FL COVID Rep 04-05-2020(PM)
Martin,4,,597,60,9,657,html version of FL COVID Rep 04-05-2020(PM)
Indian River,15,,566,55,9,621,html version of FL COVID Rep 04-05-2020(PM)
Santa Rosa,0,,669,55,8,724,html version of FL COVID Rep 04-05-2020(PM)
Marion,155,,974,50,5,1024,html version of FL COVID Rep 04-05-2020(PM)
Charlotte,4,,512,47,8,559,html version of FL COVID Rep 04-05-2020(PM)
Monroe,72,,351,44,11,395,html version of FL COVID Rep 04-05-2020(PM)
Citrus,5,,500,43,8,543,html version of FL COVID Rep 04-05-2020(PM)
