COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,193,494,35980,7712,17,44186,html version of FL COVID Rep 04-14-2020(PM)
Broward,57,34,23742,3261,12,27037,html version of FL COVID Rep 04-14-2020(PM)
Palm Beach,77,112,9331,1740,16,11183,html version of FL COVID Rep 04-14-2020(PM)
Orange,20,47,11300,1038,8,12385,html version of FL COVID Rep 04-14-2020(PM)
Hillsborough,6,27,11852,819,6,12698,html version of FL COVID Rep 04-14-2020(PM)
Duval,74,11,13053,718,5,13782,html version of FL COVID Rep 04-14-2020(PM)
Lee,27,3,5236,657,11,5896,html version of FL COVID Rep 04-14-2020(PM)
Pinellas,73,9,8685,494,5,9188,html version of FL COVID Rep 04-14-2020(PM)
Collier,16,1,3227,380,11,3608,html version of FL COVID Rep 04-14-2020(PM)
Osceola,69,10,2431,349,13,2790,html version of FL COVID Rep 04-14-2020(PM)
Polk,10,3,4037,279,6,4319,html version of FL COVID Rep 04-14-2020(PM)
Seminole,12,11,3020,275,8,3306,html version of FL COVID Rep 04-14-2020(PM)
Manatee,2,1,1535,261,15,1797,html version of FL COVID Rep 04-14-2020(PM)
Escambia,21,7,3584,247,6,3838,html version of FL COVID Rep 04-14-2020(PM)
Sarasota,2,1,2259,241,10,2501,html version of FL COVID Rep 04-14-2020(PM)
Volusia,9,3,2758,226,8,2987,html version of FL COVID Rep 04-14-2020(PM)
Alachua,4,11,3911,195,5,4117,html version of FL COVID Rep 04-14-2020(PM)
Pasco,22,6,3470,177,5,3653,html version of FL COVID Rep 04-14-2020(PM)
St. Johns,13,2,3216,177,5,3395,html version of FL COVID Rep 04-14-2020(PM)
Lake,18,6,2842,169,6,3017,html version of FL COVID Rep 04-14-2020(PM)
Clay,1,1,2049,168,8,2218,html version of FL COVID Rep 04-14-2020(PM)
St. Lucie,41,1,1819,165,8,1985,html version of FL COVID Rep 04-14-2020(PM)
Brevard,3,390,3016,163,5,3569,html version of FL COVID Rep 04-14-2020(PM)
Leon,5,2,1846,150,8,1998,html version of FL COVID Rep 04-14-2020(PM)
Martin,10,,1056,135,11,1191,html version of FL COVID Rep 04-14-2020(PM)
Charlotte,6,2,1026,123,11,1151,html version of FL COVID Rep 04-14-2020(PM)
Santa Rosa,1,1,1583,114,7,1698,html version of FL COVID Rep 04-14-2020(PM)
Sumter,29,1,1097,113,9,1211,html version of FL COVID Rep 04-14-2020(PM)
Marion,310,5,1971,104,5,2080,html version of FL COVID Rep 04-14-2020(PM)
Okaloosa,12,1,1239,104,8,1344,html version of FL COVID Rep 04-14-2020(PM)
Indian River,60,1,1035,77,7,1113,html version of FL COVID Rep 04-14-2020(PM)
Citrus,4,6,992,75,7,1073,html version of FL COVID Rep 04-14-2020(PM)
Suwannee,,,296,75,20,371,html version of FL COVID Rep 04-14-2020(PM)
Hernando,,,1053,71,6,1124,html version of FL COVID Rep 04-14-2020(PM)
Monroe,48,,715,64,8,779,html version of FL COVID Rep 04-14-2020(PM)
Highlands,1,2,429,62,13,493,html version of FL COVID Rep 04-14-2020(PM)
Flagler,,2,688,45,6,735,html version of FL COVID Rep 04-14-2020(PM)
Putnam,3,,822,43,5,865,html version of FL COVID Rep 04-14-2020(PM)
Bay,,,588,38,6,626,html version of FL COVID Rep 04-14-2020(PM)
Gadsden,,,191,38,17,229,html version of FL COVID Rep 04-14-2020(PM)
Nassau,,,697,35,5,732,html version of FL COVID Rep 04-14-2020(PM)
Bradford,10,,273,31,10,304,html version of FL COVID Rep 04-14-2020(PM)
Walton,1,1,327,29,8,357,html version of FL COVID Rep 04-14-2020(PM)
Columbia,8,,430,28,6,458,html version of FL COVID Rep 04-14-2020(PM)
Hendry,,,202,23,10,225,html version of FL COVID Rep 04-14-2020(PM)
Desoto,,,323,22,6,345,html version of FL COVID Rep 04-14-2020(PM)
Baker,,,221,17,7,238,html version of FL COVID Rep 04-14-2020(PM)
Madison,1,,110,14,11,124,html version of FL COVID Rep 04-14-2020(PM)
Jefferson,1,,60,13,18,73,html version of FL COVID Rep 04-14-2020(PM)
Wakulla,,,182,12,6,194,html version of FL COVID Rep 04-14-2020(PM)
Levy,,,301,7,2,308,html version of FL COVID Rep 04-14-2020(PM)
Jackson,,,204,6,3,210,html version of FL COVID Rep 04-14-2020(PM)
Gilchrist,,,131,6,4,137,html version of FL COVID Rep 04-14-2020(PM)
Okeechobee,1,,207,5,2,212,html version of FL COVID Rep 04-14-2020(PM)
Washington,3,,105,5,5,110,html version of FL COVID Rep 04-14-2020(PM)
Calhoun,,,58,5,8,63,html version of FL COVID Rep 04-14-2020(PM)
Glades,,,27,5,16,32,html version of FL COVID Rep 04-14-2020(PM)
Holmes,5,,92,4,4,96,html version of FL COVID Rep 04-14-2020(PM)
Hardee,,,74,3,4,77,html version of FL COVID Rep 04-14-2020(PM)
Unknown,11,,33,3,8,36,html version of FL COVID Rep 04-14-2020(PM)
Union,3,,122,2,2,124,html version of FL COVID Rep 04-14-2020(PM)
Dixie,1,,116,2,2,118,html version of FL COVID Rep 04-14-2020(PM)
Hamilton,1,,74,2,3,76,html version of FL COVID Rep 04-14-2020(PM)
Franklin,,,56,2,3,58,html version of FL COVID Rep 04-14-2020(PM)
Liberty,,,26,2,7,28,html version of FL COVID Rep 04-14-2020(PM)
Taylor,,,129,1,1,130,html version of FL COVID Rep 04-14-2020(PM)
Gulf,,,95,1,1,96,html version of FL COVID Rep 04-14-2020(PM)
Lafayette,,,39,1,3,40,html version of FL COVID Rep 04-14-2020(PM)
Total,1305,1215,183694,21628,10,206537,html version of FL COVID Rep 04-14-2020(PM)
