COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,147,208,229102,25080,10,254390,html version of FL COVID Rep 06-20-2020
Broward,28,72,149287,10837,7,160196,html version of FL COVID Rep 06-20-2020
Palm Beach,159,237,108637,10506,9,119380,html version of FL COVID Rep 06-20-2020
Hillsborough,71,75,90564,5319,6,95958,html version of FL COVID Rep 06-20-2020
Orange,51,63,101377,4569,4,106009,html version of FL COVID Rep 06-20-2020
Lee,21,11,42742,3556,8,46309,html version of FL COVID Rep 06-20-2020
Pinellas,56,20,70010,3438,5,73468,html version of FL COVID Rep 06-20-2020
Collier,70,9,25053,3097,11,28159,html version of FL COVID Rep 06-20-2020
Duval,34,46,75724,2695,3,78465,html version of FL COVID Rep 06-20-2020
Polk,12,9,34099,1970,5,36078,html version of FL COVID Rep 06-20-2020
Manatee,1,12,29428,1786,6,31226,html version of FL COVID Rep 06-20-2020
Martin,18,8,12692,1460,10,14160,html version of FL COVID Rep 06-20-2020
Seminole,9,12,27498,1189,4,28699,html version of FL COVID Rep 06-20-2020
Escambia,4,11,26632,1170,4,27813,html version of FL COVID Rep 06-20-2020
St. Lucie,83,6,17937,1169,6,19112,html version of FL COVID Rep 06-20-2020
Volusia,,14,30963,1168,4,32145,html version of FL COVID Rep 06-20-2020
Osceola,45,16,19366,1007,5,20389,html version of FL COVID Rep 06-20-2020
Sarasota,5,5,28914,926,3,29845,html version of FL COVID Rep 06-20-2020
Brevard,2,2,33077,817,2,33896,html version of FL COVID Rep 06-20-2020
Pasco,21,12,26296,750,3,27058,html version of FL COVID Rep 06-20-2020
Hendry,1,1,3610,747,17,4358,html version of FL COVID Rep 06-20-2020
Alachua,,9,33415,673,2,34097,html version of FL COVID Rep 06-20-2020
Lake,9,12,26261,671,2,26944,html version of FL COVID Rep 06-20-2020
Charlotte,4,3,9518,581,6,10102,html version of FL COVID Rep 06-20-2020
Leon,27,5,22264,557,2,22826,html version of FL COVID Rep 06-20-2020
Clay,,4,13971,481,3,14456,html version of FL COVID Rep 06-20-2020
Desoto,12,4,3314,439,12,3757,html version of FL COVID Rep 06-20-2020
St. Johns,13,23,15451,433,3,15907,html version of FL COVID Rep 06-20-2020
Okaloosa,,8,10777,398,4,11183,html version of FL COVID Rep 06-20-2020
Marion,507,7,19736,389,2,20132,html version of FL COVID Rep 06-20-2020
Indian River,29,1,9773,369,4,10143,html version of FL COVID Rep 06-20-2020
Santa Rosa,2,2,10874,342,3,11218,html version of FL COVID Rep 06-20-2020
Jackson,3,8,4327,330,7,4665,html version of FL COVID Rep 06-20-2020
Gadsden,1,6,5061,322,6,5389,html version of FL COVID Rep 06-20-2020
Hamilton,1,2,2166,287,12,2455,html version of FL COVID Rep 06-20-2020
Sumter,23,5,5948,282,5,6235,html version of FL COVID Rep 06-20-2020
Hardee,,,1555,272,15,1827,html version of FL COVID Rep 06-20-2020
Suwannee,,2,2745,252,8,2999,html version of FL COVID Rep 06-20-2020
Okeechobee,,,2536,240,9,2776,html version of FL COVID Rep 06-20-2020
Flagler,,4,6800,224,3,7028,html version of FL COVID Rep 06-20-2020
Putnam,2,1,4867,221,4,5089,html version of FL COVID Rep 06-20-2020
Liberty,,2,2077,220,10,2299,html version of FL COVID Rep 06-20-2020
Columbia,3,5,4971,219,4,5195,html version of FL COVID Rep 06-20-2020
Highlands,5,3,6263,215,3,6481,html version of FL COVID Rep 06-20-2020
Bay,33,5,6119,188,3,6312,html version of FL COVID Rep 06-20-2020
Citrus,1,3,8006,183,2,8192,html version of FL COVID Rep 06-20-2020
Walton,,4,2692,174,6,2870,html version of FL COVID Rep 06-20-2020
Hernando,,1,8084,171,2,8256,html version of FL COVID Rep 06-20-2020
Monroe,111,,4408,158,3,4566,html version of FL COVID Rep 06-20-2020
Levy,,2,2644,137,5,2783,html version of FL COVID Rep 06-20-2020
Glades,,,422,121,22,543,html version of FL COVID Rep 06-20-2020
Unknown,,15,1824,117,6,1956,html version of FL COVID Rep 06-20-2020
Nassau,1,1,5483,111,2,5595,html version of FL COVID Rep 06-20-2020
Madison,2,2,1554,109,7,1665,html version of FL COVID Rep 06-20-2020
Washington,1,1,1545,96,6,1642,html version of FL COVID Rep 06-20-2020
Gilchrist,,1,2015,75,4,2091,html version of FL COVID Rep 06-20-2020
Calhoun,,2,669,68,9,739,html version of FL COVID Rep 06-20-2020
Taylor,1,2,1258,63,5,1323,html version of FL COVID Rep 06-20-2020
Bradford,1,1,2118,61,3,2180,html version of FL COVID Rep 06-20-2020
Dixie,,,1191,61,5,1252,html version of FL COVID Rep 06-20-2020
Holmes,,1,1120,47,4,1168,html version of FL COVID Rep 06-20-2020
Union,,,2041,40,2,2081,html version of FL COVID Rep 06-20-2020
Baker,,,1437,39,3,1476,html version of FL COVID Rep 06-20-2020
Wakulla,,,1793,38,2,1831,html version of FL COVID Rep 06-20-2020
Jefferson,,1,952,36,4,989,html version of FL COVID Rep 06-20-2020
Lafayette,,1,429,18,4,448,html version of FL COVID Rep 06-20-2020
Gulf,,,1261,11,1,1272,html version of FL COVID Rep 06-20-2020
Franklin,,,732,2,0,734,html version of FL COVID Rep 06-20-2020
Total,1630,1008,1467475,93797,6,1562280,html version of FL COVID Rep 06-20-2020
