COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,60,197,159011,17826,10,177034,html version of FL COVID Rep 05-30-2020
Broward,22,58,96884,7067,7,104009,html version of FL COVID Rep 05-30-2020
Palm Beach,139,234,66528,5898,8,72660,html version of FL COVID Rep 05-30-2020
Hillsborough,23,80,54878,2129,4,57087,html version of FL COVID Rep 05-30-2020
Orange,16,54,68514,1976,3,70544,html version of FL COVID Rep 05-30-2020
Lee,48,6,26905,1894,7,28805,html version of FL COVID Rep 05-30-2020
Duval,77,28,51785,1608,3,53421,html version of FL COVID Rep 05-30-2020
Collier,9,7,14817,1514,9,16338,html version of FL COVID Rep 05-30-2020
Pinellas,92,15,39469,1262,3,40746,html version of FL COVID Rep 05-30-2020
Manatee,2,9,16733,1037,6,17779,html version of FL COVID Rep 05-30-2020
Polk,7,6,19371,1005,5,20382,html version of FL COVID Rep 05-30-2020
Escambia,2,9,18949,810,4,19768,html version of FL COVID Rep 05-30-2020
Volusia,,20,21162,730,3,21912,html version of FL COVID Rep 05-30-2020
Osceola,43,14,13727,698,5,14439,html version of FL COVID Rep 05-30-2020
Sarasota,2,5,15089,629,4,15723,html version of FL COVID Rep 05-30-2020
Martin,5,7,7409,626,8,8042,html version of FL COVID Rep 05-30-2020
Seminole,3,12,19002,484,2,19498,html version of FL COVID Rep 05-30-2020
St. Lucie,101,7,10434,463,4,10904,html version of FL COVID Rep 05-30-2020
Charlotte,3,1,5618,450,7,6069,html version of FL COVID Rep 05-30-2020
Brevard,1,2,22080,420,2,22502,html version of FL COVID Rep 05-30-2020
Leon,10,5,14205,406,3,14616,html version of FL COVID Rep 05-30-2020
Hendry,2,1,1995,405,17,2401,html version of FL COVID Rep 05-30-2020
Pasco,16,10,14777,381,3,15168,html version of FL COVID Rep 05-30-2020
Clay,,4,9045,380,4,9429,html version of FL COVID Rep 05-30-2020
Alachua,,8,18056,379,2,18443,html version of FL COVID Rep 05-30-2020
Lake,10,10,16071,298,2,16379,html version of FL COVID Rep 05-30-2020
Gadsden,,8,3623,269,7,3900,html version of FL COVID Rep 05-30-2020
St. Johns,12,22,10619,256,2,10897,html version of FL COVID Rep 05-30-2020
Sumter,23,5,3890,253,6,4148,html version of FL COVID Rep 05-30-2020
Jackson,2,11,3215,249,7,3475,html version of FL COVID Rep 05-30-2020
Marion,418,1,12357,244,2,12602,html version of FL COVID Rep 05-30-2020
Santa Rosa,1,3,7719,242,3,7964,html version of FL COVID Rep 05-30-2020
Hamilton,,1,1804,230,11,2035,html version of FL COVID Rep 05-30-2020
Liberty,,2,2023,213,10,2238,html version of FL COVID Rep 05-30-2020
Okaloosa,,2,7218,212,3,7432,html version of FL COVID Rep 05-30-2020
Flagler,,5,4081,185,4,4271,html version of FL COVID Rep 05-30-2020
Desoto,6,1,2324,173,7,2498,html version of FL COVID Rep 05-30-2020
Suwannee,,2,2207,167,7,2376,html version of FL COVID Rep 05-30-2020
Putnam,2,2,3505,150,4,3657,html version of FL COVID Rep 05-30-2020
Columbia,4,6,3622,144,4,3772,html version of FL COVID Rep 05-30-2020
Highlands,4,3,4129,127,3,4259,html version of FL COVID Rep 05-30-2020
Indian River,49,,5375,126,2,5501,html version of FL COVID Rep 05-30-2020
Citrus,1,3,4173,121,3,4297,html version of FL COVID Rep 05-30-2020
Walton,,4,1672,114,6,1790,html version of FL COVID Rep 05-30-2020
Hernando,,1,3964,113,3,4078,html version of FL COVID Rep 05-30-2020
Monroe,167,,2561,108,4,2669,html version of FL COVID Rep 05-30-2020
Bay,,2,3733,97,3,3832,html version of FL COVID Rep 05-30-2020
Hardee,,,819,93,10,912,html version of FL COVID Rep 05-30-2020
Unknown,1,15,1353,84,6,1452,html version of FL COVID Rep 05-30-2020
Okeechobee,,,1629,76,4,1705,html version of FL COVID Rep 05-30-2020
Nassau,,,3639,75,2,3714,html version of FL COVID Rep 05-30-2020
Madison,,2,996,69,6,1067,html version of FL COVID Rep 05-30-2020
Washington,7,1,910,57,6,968,html version of FL COVID Rep 05-30-2020
Calhoun,,2,532,56,9,590,html version of FL COVID Rep 05-30-2020
Bradford,1,1,1574,51,3,1626,html version of FL COVID Rep 05-30-2020
Dixie,,,840,49,6,889,html version of FL COVID Rep 05-30-2020
Wakulla,,,1361,34,2,1395,html version of FL COVID Rep 05-30-2020
Union,,,1772,31,2,1803,html version of FL COVID Rep 05-30-2020
Levy,,,1853,31,2,1884,html version of FL COVID Rep 05-30-2020
Jefferson,,1,614,29,5,644,html version of FL COVID Rep 05-30-2020
Glades,,,231,29,11,260,html version of FL COVID Rep 05-30-2020
Baker,,,948,29,3,977,html version of FL COVID Rep 05-30-2020
Taylor,,1,902,20,2,923,html version of FL COVID Rep 05-30-2020
Holmes,,,794,19,2,813,html version of FL COVID Rep 05-30-2020
Gilchrist,,2,746,13,2,761,html version of FL COVID Rep 05-30-2020
Lafayette,,,366,8,2,374,html version of FL COVID Rep 05-30-2020
Franklin,,,595,2,0,597,html version of FL COVID Rep 05-30-2020
Gulf,,,742,1,0,743,html version of FL COVID Rep 05-30-2020
Total,1391,918,939544,55424,6,995886,html version of FL COVID Rep 05-30-2020
