COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,178,26,19770,4671,19,24467,html version of FL COVID Rep 04-06-2020(PM)
Broward,62,12,16211,2075,11,18298,html version of FL COVID Rep 04-06-2020(PM)
Palm Beach,104,2,4811,1082,18,5895,html version of FL COVID Rep 04-06-2020(PM)
Orange,17,0,7083,754,10,7837,html version of FL COVID Rep 04-06-2020(PM)
Hillsborough,6,4,8177,575,7,8756,html version of FL COVID Rep 04-06-2020(PM)
Duval,115,0,7617,478,6,8095,html version of FL COVID Rep 04-06-2020(PM)
Lee,22,1,3559,400,10,3960,html version of FL COVID Rep 04-06-2020(PM)
Pinellas,68,8,6133,372,6,6513,html version of FL COVID Rep 04-06-2020(PM)
Collier,24,0,2011,249,11,2260,html version of FL COVID Rep 04-06-2020(PM)
Osceola,72,0,1427,241,14,1668,html version of FL COVID Rep 04-06-2020(PM)
Seminole,14,1,1980,195,9,2176,html version of FL COVID Rep 04-06-2020(PM)
Polk,16,2,2445,180,7,2627,html version of FL COVID Rep 04-06-2020(PM)
Sarasota,10,0,1222,159,12,1381,html version of FL COVID Rep 04-06-2020(PM)
Volusia,4,1,1402,153,10,1556,html version of FL COVID Rep 04-06-2020(PM)
St. Johns,39,1,2152,147,6,2300,html version of FL COVID Rep 04-06-2020(PM)
Manatee,2,0,835,145,15,980,html version of FL COVID Rep 04-06-2020(PM)
Escambia,3,0,1931,141,7,2072,html version of FL COVID Rep 04-06-2020(PM)
Alachua,12,3,2203,133,6,2339,html version of FL COVID Rep 04-06-2020(PM)
Pasco,16,1,2320,114,5,2435,html version of FL COVID Rep 04-06-2020(PM)
Lake,10,3,1915,107,5,2025,html version of FL COVID Rep 04-06-2020(PM)
St. Lucie,21,0,1133,107,9,1240,html version of FL COVID Rep 04-06-2020(PM)
Brevard,3,1,1343,92,6,1436,html version of FL COVID Rep 04-06-2020(PM)
Martin,5,0,705,85,11,790,html version of FL COVID Rep 04-06-2020(PM)
Clay,4,0,1135,81,7,1216,html version of FL COVID Rep 04-06-2020(PM)
Sumter,12,1,859,81,9,941,html version of FL COVID Rep 04-06-2020(PM)
Okaloosa,40,0,501,65,11,566,html version of FL COVID Rep 04-06-2020(PM)
Santa Rosa,0,0,819,64,7,883,html version of FL COVID Rep 04-06-2020(PM)
Indian River,19,0,612,60,9,672,html version of FL COVID Rep 04-06-2020(PM)
Leon,3,0,1143,59,5,1202,html version of FL COVID Rep 04-06-2020(PM)
Charlotte,5,1,573,55,9,629,html version of FL COVID Rep 04-06-2020(PM)
Marion,199,2,1039,55,5,1096,html version of FL COVID Rep 04-06-2020(PM)
Hernando,1,1,631,48,7,680,html version of FL COVID Rep 04-06-2020(PM)
Citrus,5,0,549,46,8,595,html version of FL COVID Rep 04-06-2020(PM)
Monroe,86,0,379,46,11,425,html version of FL COVID Rep 04-06-2020(PM)
Highlands,3,2,241,36,13,279,html version of FL COVID Rep 04-06-2020(PM)
Flagler,0,2,387,34,8,423,html version of FL COVID Rep 04-06-2020(PM)
Suwannee,1,0,155,31,17,186,html version of FL COVID Rep 04-06-2020(PM)
Nassau,0,0,407,25,6,432,html version of FL COVID Rep 04-06-2020(PM)
Walton,0,0,184,25,12,209,html version of FL COVID Rep 04-06-2020(PM)
Bay,1,0,288,24,8,312,html version of FL COVID Rep 04-06-2020(PM)
Putnam,5,0,527,19,3,546,html version of FL COVID Rep 04-06-2020(PM)
Columbia,16,0,252,15,6,267,html version of FL COVID Rep 04-06-2020(PM)
Desoto,2,0,176,14,7,190,html version of FL COVID Rep 04-06-2020(PM)
Baker,1,0,136,13,9,149,html version of FL COVID Rep 04-06-2020(PM)
Madison,0,0,52,11,17,63,html version of FL COVID Rep 04-06-2020(PM)
Bradford,9,0,147,9,6,156,html version of FL COVID Rep 04-06-2020(PM)
Hendry,0,0,126,9,7,135,html version of FL COVID Rep 04-06-2020(PM)
Wakulla,0,0,109,6,5,115,html version of FL COVID Rep 04-06-2020(PM)
Gadsden,0,0,88,5,5,93,html version of FL COVID Rep 04-06-2020(PM)
Unknown,65,0,36,5,12,41,html version of FL COVID Rep 04-06-2020(PM)
Glades,0,0,12,4,25,16,html version of FL COVID Rep 04-06-2020(PM)
Jackson,1,0,120,4,3,124,html version of FL COVID Rep 04-06-2020(PM)
Levy,1,0,163,4,2,167,html version of FL COVID Rep 04-06-2020(PM)
