COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,163,354,288904,40265,12,329523,html version of FL COVID Rep 07-02-2020
Broward,37,91,187560,17116,8,204767,html version of FL COVID Rep 07-02-2020
Palm Beach,167,236,133817,14859,10,148912,html version of FL COVID Rep 07-02-2020
Hillsborough,107,90,119606,12376,9,132072,html version of FL COVID Rep 07-02-2020
Orange,89,156,129479,11458,8,141093,html version of FL COVID Rep 07-02-2020
Pinellas,50,33,89981,7249,7,97263,html version of FL COVID Rep 07-02-2020
Duval,55,133,101666,7247,7,109046,html version of FL COVID Rep 07-02-2020
Lee,20,15,52267,6223,11,58505,html version of FL COVID Rep 07-02-2020
Collier,105,16,30583,4539,13,35138,html version of FL COVID Rep 07-02-2020
Polk,18,26,44242,4327,9,48595,html version of FL COVID Rep 07-02-2020
Manatee,1,17,38596,3175,8,41788,html version of FL COVID Rep 07-02-2020
Seminole,19,29,35488,2837,7,38354,html version of FL COVID Rep 07-02-2020
Volusia,4,29,39315,2372,6,41716,html version of FL COVID Rep 07-02-2020
Osceola,59,48,25050,2349,9,27447,html version of FL COVID Rep 07-02-2020
Pasco,36,12,34490,2274,6,36776,html version of FL COVID Rep 07-02-2020
Escambia,3,12,32398,2240,6,34650,html version of FL COVID Rep 07-02-2020
Brevard,2,6,45610,2180,5,47796,html version of FL COVID Rep 07-02-2020
Martin,31,22,15002,2151,13,17175,html version of FL COVID Rep 07-02-2020
St. Lucie,91,10,21439,1876,8,23325,html version of FL COVID Rep 07-02-2020
Sarasota,7,5,35655,1707,5,37367,html version of FL COVID Rep 07-02-2020
Lake,32,20,33499,1508,4,35027,html version of FL COVID Rep 07-02-2020
Leon,10,53,28674,1377,5,30104,html version of FL COVID Rep 07-02-2020
Alachua,,9,41526,1332,3,42867,html version of FL COVID Rep 07-02-2020
St. Johns,23,24,20470,1088,5,21582,html version of FL COVID Rep 07-02-2020
Hendry,,2,4286,993,19,5281,html version of FL COVID Rep 07-02-2020
Charlotte,5,4,11922,836,7,12762,html version of FL COVID Rep 07-02-2020
Clay,1,11,16933,801,5,17745,html version of FL COVID Rep 07-02-2020
Marion,401,5,23881,789,3,24675,html version of FL COVID Rep 07-02-2020
Indian River,26,2,14029,772,5,14803,html version of FL COVID Rep 07-02-2020
Okaloosa,2,14,13327,770,5,14111,html version of FL COVID Rep 07-02-2020
Santa Rosa,1,2,12554,676,5,13232,html version of FL COVID Rep 07-02-2020
Desoto,15,5,4158,661,14,4824,html version of FL COVID Rep 07-02-2020
Bay,2,9,7742,581,7,8332,html version of FL COVID Rep 07-02-2020
Suwannee,1,3,3828,561,13,4392,html version of FL COVID Rep 07-02-2020
Hardee,,2,2151,468,18,2621,html version of FL COVID Rep 07-02-2020
Hernando,,1,10217,451,4,10669,html version of FL COVID Rep 07-02-2020
Putnam,2,1,6451,433,6,6885,html version of FL COVID Rep 07-02-2020
Gadsden,1,9,5554,406,7,5969,html version of FL COVID Rep 07-02-2020
Okeechobee,,,3375,390,10,3765,html version of FL COVID Rep 07-02-2020
Sumter,23,7,7585,387,5,7979,html version of FL COVID Rep 07-02-2020
Jackson,1,9,4942,381,7,5332,html version of FL COVID Rep 07-02-2020
Hamilton,1,2,2531,376,13,2909,html version of FL COVID Rep 07-02-2020
Highlands,6,15,9133,372,4,9520,html version of FL COVID Rep 07-02-2020
Citrus,2,4,10018,345,3,10367,html version of FL COVID Rep 07-02-2020
Flagler,1,5,8130,340,4,8475,html version of FL COVID Rep 07-02-2020
Columbia,3,5,5834,316,5,6155,html version of FL COVID Rep 07-02-2020
Monroe,42,,5625,296,5,5921,html version of FL COVID Rep 07-02-2020
Walton,,3,3435,291,8,3729,html version of FL COVID Rep 07-02-2020
Liberty,1,2,2118,230,10,2350,html version of FL COVID Rep 07-02-2020
Nassau,9,3,7203,225,3,7431,html version of FL COVID Rep 07-02-2020
Madison,1,5,1842,218,11,2065,html version of FL COVID Rep 07-02-2020
Holmes,,4,2382,191,7,2577,html version of FL COVID Rep 07-02-2020
Levy,,2,3110,182,6,3294,html version of FL COVID Rep 07-02-2020
Unknown,,13,2261,172,7,2446,html version of FL COVID Rep 07-02-2020
Glades,,,493,167,25,660,html version of FL COVID Rep 07-02-2020
Washington,3,1,1750,117,6,1868,html version of FL COVID Rep 07-02-2020
Gilchrist,,3,2269,106,4,2378,html version of FL COVID Rep 07-02-2020
Bradford,1,2,2594,89,3,2685,html version of FL COVID Rep 07-02-2020
Calhoun,,2,832,85,9,919,html version of FL COVID Rep 07-02-2020
Taylor,1,2,1351,85,6,1438,html version of FL COVID Rep 07-02-2020
Baker,,,1807,80,4,1887,html version of FL COVID Rep 07-02-2020
Union,,,2282,71,3,2353,html version of FL COVID Rep 07-02-2020
Wakulla,1,4,2199,71,3,2274,html version of FL COVID Rep 07-02-2020
Dixie,,,1346,69,5,1415,html version of FL COVID Rep 07-02-2020
Jefferson,,1,1225,57,4,1283,html version of FL COVID Rep 07-02-2020
Lafayette,,1,520,33,6,554,html version of FL COVID Rep 07-02-2020
Gulf,1,,1556,32,2,1588,html version of FL COVID Rep 07-02-2020
Franklin,,,979,9,1,988,html version of FL COVID Rep 07-02-2020
Total,1683,1611,1863077,169106,8,2033794,html version of FL COVID Rep 07-02-2020
