COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,266,160,57120,10588,16,67868,html version of FL COVID Rep 04-23-2020(PM)
Broward,46,33,33931,4431,12,38395,html version of FL COVID Rep 04-23-2020(PM)
Palm Beach,52,268,18751,2554,12,21573,html version of FL COVID Rep 04-23-2020(PM)
Orange,17,3,17887,1274,7,19164,html version of FL COVID Rep 04-23-2020(PM)
Hillsborough,13,36,15410,1008,6,16454,html version of FL COVID Rep 04-23-2020(PM)
Duval,71,11,18007,956,5,18974,html version of FL COVID Rep 04-23-2020(PM)
Lee,49,2,6719,887,12,7608,html version of FL COVID Rep 04-23-2020(PM)
Pinellas,114,9,10785,656,6,11450,html version of FL COVID Rep 04-23-2020(PM)
Collier,15,1,4217,507,11,4725,html version of FL COVID Rep 04-23-2020(PM)
Manatee,1,2,2349,473,17,2824,html version of FL COVID Rep 04-23-2020(PM)
Osceola,62,1,3520,449,11,3970,html version of FL COVID Rep 04-23-2020(PM)
Volusia,2,2,5865,420,7,6287,html version of FL COVID Rep 04-23-2020(PM)
Escambia,24,5,5105,420,8,5530,html version of FL COVID Rep 04-23-2020(PM)
Polk,7,2,5340,379,7,5721,html version of FL COVID Rep 04-23-2020(PM)
Seminole,6,3,4140,340,8,4483,html version of FL COVID Rep 04-23-2020(PM)
Sarasota,1,1,3472,310,8,3783,html version of FL COVID Rep 04-23-2020(PM)
Clay,1,1,2940,264,8,3205,html version of FL COVID Rep 04-23-2020(PM)
Brevard,2,3,6076,235,4,6314,html version of FL COVID Rep 04-23-2020(PM)
Alachua,,8,5370,231,4,5609,html version of FL COVID Rep 04-23-2020(PM)
Pasco,30,6,4294,221,5,4521,html version of FL COVID Rep 04-23-2020(PM)
St. Lucie,54,2,2315,220,9,2537,html version of FL COVID Rep 04-23-2020(PM)
Lake,11,1,3958,217,5,4176,html version of FL COVID Rep 04-23-2020(PM)
St. Johns,9,1,4058,200,5,4259,html version of FL COVID Rep 04-23-2020(PM)
Leon,8,2,2418,191,7,2611,html version of FL COVID Rep 04-23-2020(PM)
Charlotte,6,2,1341,178,12,1521,html version of FL COVID Rep 04-23-2020(PM)
Sumter,26,1,1475,166,10,1642,html version of FL COVID Rep 04-23-2020(PM)
Martin,5,,1340,166,11,1506,html version of FL COVID Rep 04-23-2020(PM)
Marion,277,2,3008,145,5,3155,html version of FL COVID Rep 04-23-2020(PM)
Santa Rosa,1,1,2098,141,6,2240,html version of FL COVID Rep 04-23-2020(PM)
Okaloosa,11,,1700,141,8,1841,html version of FL COVID Rep 04-23-2020(PM)
Flagler,,1,1015,106,9,1122,html version of FL COVID Rep 04-23-2020(PM)
Suwannee,,,385,106,22,491,html version of FL COVID Rep 04-23-2020(PM)
Citrus,1,1,1242,94,7,1337,html version of FL COVID Rep 04-23-2020(PM)
