COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,180,825,376451,72317,16,449593,html version of FL COVID Rep 07-15-2020
Broward,80,273,255720,34153,12,290146,html version of FL COVID Rep 07-15-2020
Palm Beach,192,358,169815,22788,12,192961,html version of FL COVID Rep 07-15-2020
Hillsborough,149,208,153814,21018,12,175040,html version of FL COVID Rep 07-15-2020
Orange,326,223,170841,19909,10,190973,html version of FL COVID Rep 07-15-2020
Duval,98,187,130832,14152,10,145171,html version of FL COVID Rep 07-15-2020
Pinellas,41,87,117284,12080,9,129451,html version of FL COVID Rep 07-15-2020
Lee,22,24,70231,10849,13,81104,html version of FL COVID Rep 07-15-2020
Polk,26,69,59087,8206,12,67362,html version of FL COVID Rep 07-15-2020
Collier,141,42,39217,6872,15,46131,html version of FL COVID Rep 07-15-2020
Manatee,2,33,52713,5564,10,58310,html version of FL COVID Rep 07-15-2020
Osceola,63,78,34210,4751,12,39039,html version of FL COVID Rep 07-15-2020
Escambia,20,17,43426,4745,10,48188,html version of FL COVID Rep 07-15-2020
Seminole,31,43,45102,4665,9,49810,html version of FL COVID Rep 07-15-2020
Pasco,47,38,44979,4363,9,49380,html version of FL COVID Rep 07-15-2020
Volusia,21,60,48707,4355,8,53122,html version of FL COVID Rep 07-15-2020
Brevard,11,42,59193,3722,6,62957,html version of FL COVID Rep 07-15-2020
Sarasota,12,22,46732,3447,7,50201,html version of FL COVID Rep 07-15-2020
St. Lucie,187,39,27055,3209,11,30303,html version of FL COVID Rep 07-15-2020
Martin,39,32,17881,2935,14,20848,html version of FL COVID Rep 07-15-2020
Lake,45,29,43004,2882,6,45915,html version of FL COVID Rep 07-15-2020
Leon,11,81,38454,2606,6,41141,html version of FL COVID Rep 07-15-2020
Alachua,,16,50804,2322,4,53142,html version of FL COVID Rep 07-15-2020
St. Johns,75,30,26671,2079,7,28780,html version of FL COVID Rep 07-15-2020
Marion,148,19,30676,1938,6,32633,html version of FL COVID Rep 07-15-2020
Clay,10,12,21863,1641,7,23516,html version of FL COVID Rep 07-15-2020
Okaloosa,25,22,17629,1532,8,19183,html version of FL COVID Rep 07-15-2020
Bay,2,25,11818,1523,11,13366,html version of FL COVID Rep 07-15-2020
Santa Rosa,2,12,16562,1523,8,18097,html version of FL COVID Rep 07-15-2020
Indian River,29,11,18322,1386,7,19719,html version of FL COVID Rep 07-15-2020
Hendry,1,11,5173,1288,20,6472,html version of FL COVID Rep 07-15-2020
Charlotte,4,10,16490,1281,7,17781,html version of FL COVID Rep 07-15-2020
Desoto,8,18,6104,997,14,7119,html version of FL COVID Rep 07-15-2020
Hernando,1,4,12703,987,7,13694,html version of FL COVID Rep 07-15-2020
Columbia,3,22,7344,929,11,8295,html version of FL COVID Rep 07-15-2020
Putnam,3,5,8420,855,9,9280,html version of FL COVID Rep 07-15-2020
Suwannee,1,3,4506,788,15,5297,html version of FL COVID Rep 07-15-2020
Sumter,41,12,12051,721,6,12784,html version of FL COVID Rep 07-15-2020
Gadsden,1,17,6796,687,9,7500,html version of FL COVID Rep 07-15-2020
Jackson,4,12,6179,675,10,6866,html version of FL COVID Rep 07-15-2020
Monroe,39,3,7637,670,8,8310,html version of FL COVID Rep 07-15-2020
Citrus,7,8,12557,665,5,13230,html version of FL COVID Rep 07-15-2020
Walton,,4,4791,649,12,5444,html version of FL COVID Rep 07-15-2020
Hardee,,1,2801,633,18,3435,html version of FL COVID Rep 07-15-2020
Highlands,5,15,10898,627,5,11540,html version of FL COVID Rep 07-15-2020
Nassau,16,9,9703,600,6,10312,html version of FL COVID Rep 07-15-2020
Okeechobee,1,7,4136,586,12,4729,html version of FL COVID Rep 07-15-2020
Flagler,3,12,10178,557,5,10747,html version of FL COVID Rep 07-15-2020
Hamilton,1,1,2884,444,13,3329,html version of FL COVID Rep 07-15-2020
Madison,1,14,3337,402,11,3753,html version of FL COVID Rep 07-15-2020
Unknown,,17,3449,332,9,3798,html version of FL COVID Rep 07-15-2020
Levy,,10,3912,296,7,4218,html version of FL COVID Rep 07-15-2020
Liberty,,2,2365,281,11,2648,html version of FL COVID Rep 07-15-2020
Holmes,,4,2626,258,9,2888,html version of FL COVID Rep 07-15-2020
Washington,2,1,2185,214,9,2400,html version of FL COVID Rep 07-15-2020
Glades,,2,588,213,27,803,html version of FL COVID Rep 07-15-2020
Wakulla,,8,3113,206,6,3327,html version of FL COVID Rep 07-15-2020
Baker,9,,3063,187,6,3250,html version of FL COVID Rep 07-15-2020
Calhoun,1,6,1186,184,13,1376,html version of FL COVID Rep 07-15-2020
Gilchrist,,5,2600,169,6,2774,html version of FL COVID Rep 07-15-2020
Bradford,1,3,3126,161,5,3290,html version of FL COVID Rep 07-15-2020
Taylor,,3,1692,158,9,1853,html version of FL COVID Rep 07-15-2020
Dixie,,1,1641,135,8,1777,html version of FL COVID Rep 07-15-2020
Union,,1,2590,123,5,2714,html version of FL COVID Rep 07-15-2020
Gulf,,4,2350,109,4,2463,html version of FL COVID Rep 07-15-2020
Jefferson,,1,1542,100,6,1643,html version of FL COVID Rep 07-15-2020
Lafayette,,2,647,64,9,713,html version of FL COVID Rep 07-15-2020
Franklin,1,1,1687,47,3,1735,html version of FL COVID Rep 07-15-2020
Total,2189,3216,2434143,301810,11,2739169,html version of FL COVID Rep 07-15-2020
