COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,201,306,31512,7058,18,38876,html version of FL COVID Rep 04-12-2020(PM)
Broward,64,29,21413,2945,12,24387,html version of FL COVID Rep 04-12-2020(PM)
Palm Beach,84,113,8602,1646,16,10361,html version of FL COVID Rep 04-12-2020(PM)
Orange,16,16,9818,949,9,10783,html version of FL COVID Rep 04-12-2020(PM)
Hillsborough,5,27,10892,759,6,11678,html version of FL COVID Rep 04-12-2020(PM)
Duval,77,12,11883,668,5,12563,html version of FL COVID Rep 04-12-2020(PM)
Lee,22,3,4981,617,11,5601,html version of FL COVID Rep 04-12-2020(PM)
Pinellas,51,8,8179,455,5,8642,html version of FL COVID Rep 04-12-2020(PM)
Collier,14,1,2966,361,11,3328,html version of FL COVID Rep 04-12-2020(PM)
Osceola,65,3,2146,323,13,2472,html version of FL COVID Rep 04-12-2020(PM)
Seminole,12,1,2731,255,9,2987,html version of FL COVID Rep 04-12-2020(PM)
Polk,16,3,3637,254,7,3894,html version of FL COVID Rep 04-12-2020(PM)
Manatee,2,1,1316,236,15,1553,html version of FL COVID Rep 04-12-2020(PM)
Sarasota,2,1,2091,226,10,2318,html version of FL COVID Rep 04-12-2020(PM)
Escambia,15,5,3379,224,6,3608,html version of FL COVID Rep 04-12-2020(PM)
Alachua,6,9,3625,215,6,3849,html version of FL COVID Rep 04-12-2020(PM)
Volusia,4,1,2121,201,9,2323,html version of FL COVID Rep 04-12-2020(PM)
St. Johns,19,2,3021,173,5,3196,html version of FL COVID Rep 04-12-2020(PM)
Clay,3,1,1871,163,8,2035,html version of FL COVID Rep 04-12-2020(PM)
Pasco,23,5,3244,160,5,3409,html version of FL COVID Rep 04-12-2020(PM)
St. Lucie,30,2,1702,152,8,1856,html version of FL COVID Rep 04-12-2020(PM)
Lake,17,2,2573,150,6,2725,html version of FL COVID Rep 04-12-2020(PM)
Brevard,3,49,2341,133,5,2523,html version of FL COVID Rep 04-12-2020(PM)
Martin,11,,989,122,11,1111,html version of FL COVID Rep 04-12-2020(PM)
Leon,6,2,1662,120,7,1784,html version of FL COVID Rep 04-12-2020(PM)
Charlotte,7,2,915,113,11,1030,html version of FL COVID Rep 04-12-2020(PM)
Sumter,17,1,1021,110,10,1132,html version of FL COVID Rep 04-12-2020(PM)
Santa Rosa,1,1,1463,109,7,1573,html version of FL COVID Rep 04-12-2020(PM)
Okaloosa,12,1,1045,101,9,1147,html version of FL COVID Rep 04-12-2020(PM)
Marion,247,3,1664,93,5,1760,html version of FL COVID Rep 04-12-2020(PM)
Indian River,42,,898,74,8,972,html version of FL COVID Rep 04-12-2020(PM)
Hernando,1,,959,71,7,1030,html version of FL COVID Rep 04-12-2020(PM)
Citrus,4,3,838,71,8,912,html version of FL COVID Rep 04-12-2020(PM)
Suwannee,,,251,67,21,318,html version of FL COVID Rep 04-12-2020(PM)
Monroe,115,,575,59,9,634,html version of FL COVID Rep 04-12-2020(PM)
Highlands,1,2,382,56,13,440,html version of FL COVID Rep 04-12-2020(PM)
Flagler,1,1,618,45,7,664,html version of FL COVID Rep 04-12-2020(PM)
Putnam,3,,772,43,5,815,html version of FL COVID Rep 04-12-2020(PM)
Bay,,,501,37,7,538,html version of FL COVID Rep 04-12-2020(PM)
Nassau,1,,640,34,5,674,html version of FL COVID Rep 04-12-2020(PM)
Walton,1,1,296,29,9,326,html version of FL COVID Rep 04-12-2020(PM)
Bradford,10,,251,29,10,280,html version of FL COVID Rep 04-12-2020(PM)
Columbia,7,,387,26,6,413,html version of FL COVID Rep 04-12-2020(PM)
Desoto,2,,273,20,7,293,html version of FL COVID Rep 04-12-2020(PM)
Hendry,,,185,20,10,205,html version of FL COVID Rep 04-12-2020(PM)
Baker,,,204,17,8,221,html version of FL COVID Rep 04-12-2020(PM)
Gadsden,,,155,17,10,172,html version of FL COVID Rep 04-12-2020(PM)
Madison,,,98,14,13,112,html version of FL COVID Rep 04-12-2020(PM)
Jefferson,,,56,12,18,68,html version of FL COVID Rep 04-12-2020(PM)
Levy,,,261,8,3,269,html version of FL COVID Rep 04-12-2020(PM)
Wakulla,,,165,8,5,173,html version of FL COVID Rep 04-12-2020(PM)
Jackson,,,182,6,3,188,html version of FL COVID Rep 04-12-2020(PM)
Okeechobee,1,,191,5,3,196,html version of FL COVID Rep 04-12-2020(PM)
Calhoun,,,53,5,9,58,html version of FL COVID Rep 04-12-2020(PM)
Gilchrist,,,111,4,3,115,html version of FL COVID Rep 04-12-2020(PM)
Washington,5,,101,4,4,105,html version of FL COVID Rep 04-12-2020(PM)
Glades,,,27,4,13,31,html version of FL COVID Rep 04-12-2020(PM)
Hardee,,,65,3,4,68,html version of FL COVID Rep 04-12-2020(PM)
