COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,181,777,365488,67713,16,433978,html version of FL COVID Rep 07-13-2020
Broward,49,223,245459,31484,11,277166,html version of FL COVID Rep 07-13-2020
Palm Beach,186,332,165966,21806,12,188104,html version of FL COVID Rep 07-13-2020
Hillsborough,151,200,149017,19828,12,169045,html version of FL COVID Rep 07-13-2020
Orange,250,224,165958,18937,10,185119,html version of FL COVID Rep 07-13-2020
Duval,98,185,127922,13370,9,141477,html version of FL COVID Rep 07-13-2020
Pinellas,45,80,113013,11442,9,124535,html version of FL COVID Rep 07-13-2020
Lee,17,25,67986,10344,13,78355,html version of FL COVID Rep 07-13-2020
Polk,24,77,56992,7630,12,64699,html version of FL COVID Rep 07-13-2020
Collier,136,40,37258,6465,15,43763,html version of FL COVID Rep 07-13-2020
Manatee,2,34,51420,5266,9,56720,html version of FL COVID Rep 07-13-2020
Seminole,28,41,44048,4466,9,48555,html version of FL COVID Rep 07-13-2020
Osceola,62,78,33223,4442,12,37743,html version of FL COVID Rep 07-13-2020
Escambia,15,14,41905,4335,9,46254,html version of FL COVID Rep 07-13-2020
Pasco,42,33,43508,4060,9,47601,html version of FL COVID Rep 07-13-2020
Volusia,16,52,47215,3972,8,51239,html version of FL COVID Rep 07-13-2020
Brevard,5,72,57483,3510,6,61065,html version of FL COVID Rep 07-13-2020
Sarasota,18,19,45465,3219,7,48703,html version of FL COVID Rep 07-13-2020
St. Lucie,186,33,26340,3061,10,29434,html version of FL COVID Rep 07-13-2020
Martin,38,29,17561,2864,14,20454,html version of FL COVID Rep 07-13-2020
Lake,48,29,41707,2645,6,44381,html version of FL COVID Rep 07-13-2020
Leon,12,81,37380,2448,6,39909,html version of FL COVID Rep 07-13-2020
Alachua,,13,49608,2173,4,51794,html version of FL COVID Rep 07-13-2020
St. Johns,67,29,25575,1905,7,27509,html version of FL COVID Rep 07-13-2020
Marion,118,17,29450,1642,5,31109,html version of FL COVID Rep 07-13-2020
Clay,10,11,21472,1557,7,23040,html version of FL COVID Rep 07-13-2020
Okaloosa,29,22,17193,1385,7,18600,html version of FL COVID Rep 07-13-2020
Santa Rosa,1,9,15938,1379,8,17326,html version of FL COVID Rep 07-13-2020
Bay,2,26,11278,1322,10,12626,html version of FL COVID Rep 07-13-2020
Indian River,28,11,17562,1259,7,18832,html version of FL COVID Rep 07-13-2020
Hendry,1,10,5073,1241,20,6324,html version of FL COVID Rep 07-13-2020
Charlotte,8,12,15169,1158,7,16339,html version of FL COVID Rep 07-13-2020
Hernando,3,4,12403,909,7,13316,html version of FL COVID Rep 07-13-2020
Desoto,7,10,5250,886,14,6146,html version of FL COVID Rep 07-13-2020
Putnam,2,6,8083,775,9,8864,html version of FL COVID Rep 07-13-2020
Suwannee,,2,4357,750,15,5109,html version of FL COVID Rep 07-13-2020
Sumter,25,11,11853,679,5,12543,html version of FL COVID Rep 07-13-2020
Jackson,3,11,5931,632,10,6574,html version of FL COVID Rep 07-13-2020
Gadsden,1,15,6521,615,9,7151,html version of FL COVID Rep 07-13-2020
Monroe,38,2,7380,611,8,7993,html version of FL COVID Rep 07-13-2020
Hardee,,1,2700,607,18,3308,html version of FL COVID Rep 07-13-2020
Columbia,3,6,7032,589,8,7627,html version of FL COVID Rep 07-13-2020
Walton,,4,4545,582,11,5131,html version of FL COVID Rep 07-13-2020
Citrus,5,8,12194,577,5,12779,html version of FL COVID Rep 07-13-2020
Okeechobee,1,7,4041,566,12,4614,html version of FL COVID Rep 07-13-2020
Highlands,5,19,10570,557,5,11146,html version of FL COVID Rep 07-13-2020
Nassau,10,8,9334,546,6,9888,html version of FL COVID Rep 07-13-2020
Flagler,3,15,9770,509,5,10294,html version of FL COVID Rep 07-13-2020
Hamilton,1,1,2856,434,13,3291,html version of FL COVID Rep 07-13-2020
Madison,1,6,2655,367,12,3028,html version of FL COVID Rep 07-13-2020
Unknown,,18,3315,318,9,3651,html version of FL COVID Rep 07-13-2020
Liberty,,2,2345,276,11,2623,html version of FL COVID Rep 07-13-2020
Levy,,7,3788,273,7,4068,html version of FL COVID Rep 07-13-2020
Holmes,1,6,2574,229,8,2809,html version of FL COVID Rep 07-13-2020
Glades,,2,576,209,27,787,html version of FL COVID Rep 07-13-2020
Washington,3,1,2113,191,8,2305,html version of FL COVID Rep 07-13-2020
Baker,7,,2985,175,6,3160,html version of FL COVID Rep 07-13-2020
Calhoun,1,6,1129,162,12,1297,html version of FL COVID Rep 07-13-2020
Bradford,1,3,3039,144,5,3186,html version of FL COVID Rep 07-13-2020
Gilchrist,,5,2542,143,5,2690,html version of FL COVID Rep 07-13-2020
Taylor,,3,1635,143,8,1781,html version of FL COVID Rep 07-13-2020
Wakulla,,3,2829,137,5,2969,html version of FL COVID Rep 07-13-2020
Dixie,,1,1568,117,7,1686,html version of FL COVID Rep 07-13-2020
Union,,,2549,114,4,2663,html version of FL COVID Rep 07-13-2020
Gulf,,4,2300,98,4,2402,html version of FL COVID Rep 07-13-2020
Jefferson,,1,1449,87,6,1537,html version of FL COVID Rep 07-13-2020
Lafayette,,2,644,56,8,702,html version of FL COVID Rep 07-13-2020
Franklin,1,1,1652,44,3,1697,html version of FL COVID Rep 07-13-2020
Total,1995,3039,2357139,282435,11,2642613,html version of FL COVID Rep 07-13-2020
