COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,197,305,33322,7241,18,40868,html version of FL COVID Rep 04-13-2020
Broward,57,29,22675,3105,12,25809,html version of FL COVID Rep 04-13-2020
Palm Beach,84,110,9077,1691,16,10878,html version of FL COVID Rep 04-13-2020
Orange,17,16,10819,1017,9,11852,html version of FL COVID Rep 04-13-2020
Hillsborough,5,26,11577,790,6,12393,html version of FL COVID Rep 04-13-2020
Duval,77,11,12513,692,5,13216,html version of FL COVID Rep 04-13-2020
Lee,22,3,5186,632,11,5821,html version of FL COVID Rep 04-13-2020
Pinellas,44,9,8482,470,5,8961,html version of FL COVID Rep 04-13-2020
Collier,14,1,3169,375,11,3545,html version of FL COVID Rep 04-13-2020
Osceola,63,3,2355,333,12,2691,html version of FL COVID Rep 04-13-2020
Seminole,11,1,2963,267,8,3231,html version of FL COVID Rep 04-13-2020
Polk,16,3,3933,263,6,4199,html version of FL COVID Rep 04-13-2020
Manatee,2,1,1495,250,14,1746,html version of FL COVID Rep 04-13-2020
Escambia,7,5,3450,235,6,3690,html version of FL COVID Rep 04-13-2020
Sarasota,2,1,2210,233,10,2444,html version of FL COVID Rep 04-13-2020
Volusia,1,1,2401,212,8,2614,html version of FL COVID Rep 04-13-2020
Alachua,4,9,3809,183,5,4001,html version of FL COVID Rep 04-13-2020
St. Johns,19,2,3147,175,5,3324,html version of FL COVID Rep 04-13-2020
Pasco,18,5,3399,166,5,3570,html version of FL COVID Rep 04-13-2020
Clay,3,1,1996,164,8,2161,html version of FL COVID Rep 04-13-2020
St. Lucie,30,2,1775,156,8,1933,html version of FL COVID Rep 04-13-2020
Lake,17,2,2756,155,5,2913,html version of FL COVID Rep 04-13-2020
Leon,5,2,1796,150,8,1948,html version of FL COVID Rep 04-13-2020
Brevard,3,49,2628,140,5,2817,html version of FL COVID Rep 04-13-2020
Martin,11,,1041,124,11,1165,html version of FL COVID Rep 04-13-2020
Charlotte,7,2,993,117,11,1112,html version of FL COVID Rep 04-13-2020
Santa Rosa,1,1,1517,112,7,1630,html version of FL COVID Rep 04-13-2020
Sumter,26,1,1090,111,9,1202,html version of FL COVID Rep 04-13-2020
Okaloosa,12,1,1201,102,8,1304,html version of FL COVID Rep 04-13-2020
Marion,194,3,1816,96,5,1915,html version of FL COVID Rep 04-13-2020
Indian River,40,,1015,75,7,1090,html version of FL COVID Rep 04-13-2020
Citrus,4,3,921,72,7,996,html version of FL COVID Rep 04-13-2020
Hernando,1,,1025,71,6,1096,html version of FL COVID Rep 04-13-2020
Suwannee,,,283,67,19,350,html version of FL COVID Rep 04-13-2020
Monroe,117,,602,63,9,665,html version of FL COVID Rep 04-13-2020
Highlands,1,2,422,61,13,485,html version of FL COVID Rep 04-13-2020
Flagler,,1,661,44,6,706,html version of FL COVID Rep 04-13-2020
Putnam,3,,800,43,5,843,html version of FL COVID Rep 04-13-2020
Bay,,,572,39,6,611,html version of FL COVID Rep 04-13-2020
Gadsden,,,178,36,17,214,html version of FL COVID Rep 04-13-2020
Nassau,1,,678,34,5,712,html version of FL COVID Rep 04-13-2020
Bradford,5,,260,30,10,290,html version of FL COVID Rep 04-13-2020
Walton,1,1,307,29,9,337,html version of FL COVID Rep 04-13-2020
Columbia,7,,413,27,6,440,html version of FL COVID Rep 04-13-2020
Desoto,2,,319,22,6,341,html version of FL COVID Rep 04-13-2020
Hendry,,,191,21,10,212,html version of FL COVID Rep 04-13-2020
Baker,,,218,17,7,235,html version of FL COVID Rep 04-13-2020
Madison,,,105,14,12,119,html version of FL COVID Rep 04-13-2020
Jefferson,,,59,12,17,71,html version of FL COVID Rep 04-13-2020
Wakulla,,,178,11,6,189,html version of FL COVID Rep 04-13-2020
Levy,,,281,8,3,289,html version of FL COVID Rep 04-13-2020
Jackson,,,195,6,3,201,html version of FL COVID Rep 04-13-2020
Okeechobee,1,,196,5,2,201,html version of FL COVID Rep 04-13-2020
Calhoun,,,57,5,8,62,html version of FL COVID Rep 04-13-2020
Glades,,,27,5,16,32,html version of FL COVID Rep 04-13-2020
Gilchrist,,,124,4,3,128,html version of FL COVID Rep 04-13-2020
Washington,5,,103,4,4,107,html version of FL COVID Rep 04-13-2020
Hardee,,,74,3,4,77,html version of FL COVID Rep 04-13-2020
Union,2,,119,2,2,121,html version of FL COVID Rep 04-13-2020
Dixie,1,,112,2,2,114,html version of FL COVID Rep 04-13-2020
Holmes,5,,85,2,2,87,html version of FL COVID Rep 04-13-2020
Hamilton,1,,72,2,3,74,html version of FL COVID Rep 04-13-2020
Franklin,,,53,2,4,55,html version of FL COVID Rep 04-13-2020
Unknown,11,,34,2,6,36,html version of FL COVID Rep 04-13-2020
Taylor,,,124,1,1,125,html version of FL COVID Rep 04-13-2020
Gulf,,,90,1,1,91,html version of FL COVID Rep 04-13-2020
Lafayette,,,37,1,3,38,html version of FL COVID Rep 04-13-2020
Liberty,,,25,1,4,26,html version of FL COVID Rep 04-13-2020
Total,1177,612,175606,20601,10,196819,html version of FL COVID Rep 04-13-2020
