COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,103,,4043,654,14,4699,html version of FL COVID Rep 03-26-2020(PM)
Broward,330,,4419,505,10,4924,html version of FL COVID Rep 03-26-2020(PM)
Palm Beach,30,,1205,174,13,1379,html version of FL COVID Rep 03-26-2020(PM)
Hillsborough,7,,2214,151,6,2365,html version of FL COVID Rep 03-26-2020(PM)
Orange,25,,1404,119,8,1523,html version of FL COVID Rep 03-26-2020(PM)
Duval,287,,1104,82,7,1186,html version of FL COVID Rep 03-26-2020(PM)
Collier,71,,627,67,10,694,html version of FL COVID Rep 03-26-2020(PM)
Lee,30,,695,66,9,761,html version of FL COVID Rep 03-26-2020(PM)
Pinellas,54,,1111,65,6,1176,html version of FL COVID Rep 03-26-2020(PM)
Alachua,30,,871,53,6,924,html version of FL COVID Rep 03-26-2020(PM)
Osceola,68,,303,45,13,348,html version of FL COVID Rep 03-26-2020(PM)
Seminole,33,,514,40,7,554,html version of FL COVID Rep 03-26-2020(PM)
St. Johns,30,,481,36,7,517,html version of FL COVID Rep 03-26-2020(PM)
Sarasota,76,,472,34,7,506,html version of FL COVID Rep 03-26-2020(PM)
Volusia,6,,336,34,9,370,html version of FL COVID Rep 03-26-2020(PM)
Lake,9,,427,26,6,453,html version of FL COVID Rep 03-26-2020(PM)
Manatee,7,,174,25,13,199,html version of FL COVID Rep 03-26-2020(PM)
Sumter,13,,270,24,8,295,html version of FL COVID Rep 03-26-2020(PM)
Okaloosa,13,,109,22,17,131,html version of FL COVID Rep 03-26-2020(PM)
Pasco,20,,436,21,5,457,html version of FL COVID Rep 03-26-2020(PM)
Clay,10,,175,20,10,195,html version of FL COVID Rep 03-26-2020(PM)
Escambia,1,,261,20,7,281,html version of FL COVID Rep 03-26-2020(PM)
Polk,62,,415,20,5,435,html version of FL COVID Rep 03-26-2020(PM)
Brevard,24,,273,14,5,287,html version of FL COVID Rep 03-26-2020(PM)
Indian River,16,,145,14,9,159,html version of FL COVID Rep 03-26-2020(PM)
Monroe,34,,91,14,13,105,html version of FL COVID Rep 03-26-2020(PM)
Leon,4,,294,13,4,307,html version of FL COVID Rep 03-26-2020(PM)
Walton,10,,59,13,18,72,html version of FL COVID Rep 03-26-2020(PM)
Putnam,26,,150,12,7,162,html version of FL COVID Rep 03-26-2020(PM)
Santa Rosa,2,,123,12,9,135,html version of FL COVID Rep 03-26-2020(PM)
Citrus,14,,114,11,9,125,html version of FL COVID Rep 03-26-2020(PM)
Martin,6,,103,11,10,114,html version of FL COVID Rep 03-26-2020(PM)
St. Lucie,14,,147,11,7,158,html version of FL COVID Rep 03-26-2020(PM)
Hernando,2,,133,9,6,142,html version of FL COVID Rep 03-26-2020(PM)
Flagler,0,,93,8,8,101,html version of FL COVID Rep 03-26-2020(PM)
Baker,7,,33,5,13,38,html version of FL COVID Rep 03-26-2020(PM)
Desoto,17,,28,5,15,33,html version of FL COVID Rep 03-26-2020(PM)
Highlands,26,,27,5,15,33,html version of FL COVID Rep 03-26-2020(PM)
Marion,170,,205,5,2,210,html version of FL COVID Rep 03-26-2020(PM)
Nassau,1,,57,5,8,62,html version of FL COVID Rep 03-26-2020(PM)
Charlotte,5,,118,4,3,122,html version of FL COVID Rep 03-26-2020(PM)
Bay,4,,62,3,5,65,html version of FL COVID Rep 03-26-2020(PM)
Columbia,31,,61,3,5,64,html version of FL COVID Rep 03-26-2020(PM)
Bradford,1,,36,1,3,37,html version of FL COVID Rep 03-26-2020(PM)
Gadsden,0,,29,1,3,30,html version of FL COVID Rep 03-26-2020(PM)
Jackson,1,,46,1,2,47,html version of FL COVID Rep 03-26-2020(PM)
Washington,4,,16,1,6,17,html version of FL COVID Rep 03-26-2020(PM)
Calhoun,0,,6,0,0,6,html version of FL COVID Rep 03-26-2020(PM)
Dixie,0,,15,0,0,15,html version of FL COVID Rep 03-26-2020(PM)
Franklin,0,,14,0,0,14,html version of FL COVID Rep 03-26-2020(PM)
Gilchrist,0,,15,0,0,15,html version of FL COVID Rep 03-26-2020(PM)
Glades,0,,2,0,0,2,html version of FL COVID Rep 03-26-2020(PM)
Gulf,5,,22,0,0,22,html version of FL COVID Rep 03-26-2020(PM)
Hamilton,2,,9,0,0,9,html version of FL COVID Rep 03-26-2020(PM)
Hardee,0,,8,0,0,8,html version of FL COVID Rep 03-26-2020(PM)
Hendry,1,,23,0,0,23,html version of FL COVID Rep 03-26-2020(PM)
Holmes,5,,16,0,0,16,html version of FL COVID Rep 03-26-2020(PM)
Jefferson,0,,8,0,0,8,html version of FL COVID Rep 03-26-2020(PM)
Lafayette,1,,8,0,0,8,html version of FL COVID Rep 03-26-2020(PM)
Levy,0,,42,0,0,42,html version of FL COVID Rep 03-26-2020(PM)
Liberty,0,,1,0,0,1,html version of FL COVID Rep 03-26-2020(PM)
Madison,1,,16,0,0,16,html version of FL COVID Rep 03-26-2020(PM)
Okeechobee,8,,26,0,0,26,html version of FL COVID Rep 03-26-2020(PM)
Suwannee,13,,30,0,0,30,html version of FL COVID Rep 03-26-2020(PM)
Taylor,0,,26,0,0,26,html version of FL COVID Rep 03-26-2020(PM)
Union,1,,28,0,0,28,html version of FL COVID Rep 03-26-2020(PM)
Unknown,0,,5,0,0,5,html version of FL COVID Rep 03-26-2020(PM)
Wakulla,0,,26,0,0,26,html version of FL COVID Rep 03-26-2020(PM)
Total,1771,,24855,2484,9,27343,html version of FL COVID Rep 03-26-2020(PM)
