COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,65,196,173576,18779,10,192551,html version of FL COVID Rep 06-04-2020
Broward,23,58,107981,7462,6,115501,html version of FL COVID Rep 06-04-2020
Palm Beach,133,228,75918,6688,8,82834,html version of FL COVID Rep 06-04-2020
Hillsborough,30,79,62207,2479,4,64765,html version of FL COVID Rep 06-04-2020
Orange,16,55,75272,2169,3,77496,html version of FL COVID Rep 06-04-2020
Lee,21,6,29895,2147,7,32048,html version of FL COVID Rep 06-04-2020
Collier,11,8,16742,1814,10,18564,html version of FL COVID Rep 06-04-2020
Duval,77,27,56638,1702,3,58367,html version of FL COVID Rep 06-04-2020
Pinellas,196,15,44588,1397,3,46000,html version of FL COVID Rep 06-04-2020
Manatee,,9,20053,1134,5,21196,html version of FL COVID Rep 06-04-2020
Polk,6,8,21730,1100,5,22838,html version of FL COVID Rep 06-04-2020
Escambia,1,8,20868,866,4,21742,html version of FL COVID Rep 06-04-2020
Volusia,,20,22589,784,3,23393,html version of FL COVID Rep 06-04-2020
Martin,8,6,8180,764,9,8950,html version of FL COVID Rep 06-04-2020
Osceola,39,14,14595,726,5,15335,html version of FL COVID Rep 06-04-2020
Sarasota,3,5,17948,652,4,18605,html version of FL COVID Rep 06-04-2020
St. Lucie,94,8,11523,535,4,12066,html version of FL COVID Rep 06-04-2020
Seminole,3,12,20416,512,2,20940,html version of FL COVID Rep 06-04-2020
Hendry,3,,2466,501,17,2967,html version of FL COVID Rep 06-04-2020
Charlotte,4,1,6233,476,7,6710,html version of FL COVID Rep 06-04-2020
Leon,13,5,16012,432,3,16449,html version of FL COVID Rep 06-04-2020
Brevard,1,2,23945,431,2,24378,html version of FL COVID Rep 06-04-2020
Pasco,16,10,16696,405,2,17111,html version of FL COVID Rep 06-04-2020
Clay,,4,10096,394,4,10494,html version of FL COVID Rep 06-04-2020
Alachua,,7,22031,387,2,22425,html version of FL COVID Rep 06-04-2020
Lake,8,11,17817,313,2,18141,html version of FL COVID Rep 06-04-2020
Jackson,1,7,3519,290,8,3816,html version of FL COVID Rep 06-04-2020
Gadsden,,8,4081,288,7,4377,html version of FL COVID Rep 06-04-2020
St. Johns,5,22,11468,267,2,11757,html version of FL COVID Rep 06-04-2020
Marion,274,3,14167,261,2,14431,html version of FL COVID Rep 06-04-2020
Sumter,23,5,4231,260,6,4496,html version of FL COVID Rep 06-04-2020
Santa Rosa,1,3,8705,255,3,8963,html version of FL COVID Rep 06-04-2020
Hamilton,,1,1980,255,11,2236,html version of FL COVID Rep 06-04-2020
Okaloosa,1,3,8208,241,3,8452,html version of FL COVID Rep 06-04-2020
Desoto,6,1,2515,218,8,2734,html version of FL COVID Rep 06-04-2020
Liberty,,2,2039,218,10,2259,html version of FL COVID Rep 06-04-2020
Flagler,,4,4904,193,4,5101,html version of FL COVID Rep 06-04-2020
Suwannee,,2,2313,172,7,2487,html version of FL COVID Rep 06-04-2020
Putnam,2,2,3816,165,4,3983,html version of FL COVID Rep 06-04-2020
Columbia,4,6,3861,160,4,4027,html version of FL COVID Rep 06-04-2020
Indian River,48,,6136,144,2,6280,html version of FL COVID Rep 06-04-2020
Highlands,3,3,4497,138,3,4638,html version of FL COVID Rep 06-04-2020
Citrus,1,3,4688,122,3,4813,html version of FL COVID Rep 06-04-2020
Hernando,,1,4608,122,3,4731,html version of FL COVID Rep 06-04-2020
Walton,,4,1871,120,6,1995,html version of FL COVID Rep 06-04-2020
Hardee,,,979,118,11,1097,html version of FL COVID Rep 06-04-2020
Bay,,2,4049,111,3,4162,html version of FL COVID Rep 06-04-2020
Monroe,71,2,3476,110,3,3588,html version of FL COVID Rep 06-04-2020
Okeechobee,,,1804,104,5,1908,html version of FL COVID Rep 06-04-2020
Unknown,1,15,1412,90,6,1517,html version of FL COVID Rep 06-04-2020
Nassau,,,4045,82,2,4127,html version of FL COVID Rep 06-04-2020
Washington,5,1,1056,74,7,1131,html version of FL COVID Rep 06-04-2020
Glades,,,258,70,21,328,html version of FL COVID Rep 06-04-2020
Madison,,2,1077,69,6,1148,html version of FL COVID Rep 06-04-2020
Calhoun,,2,584,62,10,648,html version of FL COVID Rep 06-04-2020
Dixie,,,934,56,6,990,html version of FL COVID Rep 06-04-2020
Bradford,1,1,1689,51,3,1741,html version of FL COVID Rep 06-04-2020
Levy,,,2044,38,2,2082,html version of FL COVID Rep 06-04-2020
Wakulla,1,,1510,35,2,1545,html version of FL COVID Rep 06-04-2020
Union,,,1836,34,2,1870,html version of FL COVID Rep 06-04-2020
Jefferson,,1,689,29,4,719,html version of FL COVID Rep 06-04-2020
Baker,,,1054,29,3,1083,html version of FL COVID Rep 06-04-2020
Taylor,2,1,1035,26,2,1062,html version of FL COVID Rep 06-04-2020
Holmes,,,853,26,3,879,html version of FL COVID Rep 06-04-2020
Gilchrist,,,922,17,2,939,html version of FL COVID Rep 06-04-2020
Lafayette,,,380,9,2,389,html version of FL COVID Rep 06-04-2020
Gulf,,,887,3,0,890,html version of FL COVID Rep 06-04-2020
Franklin,,,665,2,0,667,html version of FL COVID Rep 06-04-2020
Total,1221,909,1046860,60183,5,1107952,html version of FL COVID Rep 06-04-2020
