COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,449,1923,616717,149337,19,767977,html version of FL COVID Rep 08-21-2020
Broward,128,857,407407,67991,14,476255,html version of FL COVID Rep 08-21-2020
Palm Beach,266,600,262781,39773,13,303154,html version of FL COVID Rep 08-21-2020
Hillsborough,210,526,227541,35147,13,263214,html version of FL COVID Rep 08-21-2020
Orange,433,290,258417,33905,12,292612,html version of FL COVID Rep 08-21-2020
Duval,209,214,200074,25051,11,225339,html version of FL COVID Rep 08-21-2020
Pinellas,13,143,165906,19104,10,185153,html version of FL COVID Rep 08-21-2020
Lee,34,66,105137,17514,14,122717,html version of FL COVID Rep 08-21-2020
Polk,65,107,91414,15961,15,107482,html version of FL COVID Rep 08-21-2020
Collier,182,73,55901,11013,16,66987,html version of FL COVID Rep 08-21-2020
Osceola,163,127,58800,10534,15,69461,html version of FL COVID Rep 08-21-2020
Manatee,15,75,81058,9949,11,91082,html version of FL COVID Rep 08-21-2020
Escambia,4,55,64970,9731,13,74756,html version of FL COVID Rep 08-21-2020
Volusia,82,113,71075,8699,11,79887,html version of FL COVID Rep 08-21-2020
Marion,28,110,50300,7793,13,58203,html version of FL COVID Rep 08-21-2020
Seminole,55,64,64835,7644,11,72543,html version of FL COVID Rep 08-21-2020
Pasco,132,56,65733,7604,10,73393,html version of FL COVID Rep 08-21-2020
Sarasota,14,54,72635,6848,9,79537,html version of FL COVID Rep 08-21-2020
Brevard,14,57,82491,6776,8,89324,html version of FL COVID Rep 08-21-2020
St. Lucie,270,50,40554,6522,14,47126,html version of FL COVID Rep 08-21-2020
Lake,185,88,64764,5912,8,70764,html version of FL COVID Rep 08-21-2020
Leon,17,115,59463,5580,9,65158,html version of FL COVID Rep 08-21-2020
Bay,15,57,24095,4979,17,29131,html version of FL COVID Rep 08-21-2020
Alachua,14,31,73201,4805,6,78037,html version of FL COVID Rep 08-21-2020
Santa Rosa,23,39,26456,4346,14,30841,html version of FL COVID Rep 08-21-2020
St. Johns,52,30,40149,4051,9,44230,html version of FL COVID Rep 08-21-2020
Martin,51,38,23113,4017,15,27168,html version of FL COVID Rep 08-21-2020
Okaloosa,47,45,27277,3850,12,31172,html version of FL COVID Rep 08-21-2020
Clay,21,20,33657,3597,10,37274,html version of FL COVID Rep 08-21-2020
Columbia,4,55,11372,3144,22,14571,html version of FL COVID Rep 08-21-2020
Indian River,48,14,26364,2705,9,29083,html version of FL COVID Rep 08-21-2020
Charlotte,9,33,25704,2456,9,28193,html version of FL COVID Rep 08-21-2020
Hernando,5,14,18623,2380,11,21017,html version of FL COVID Rep 08-21-2020
Suwannee,2,48,7268,2300,24,9616,html version of FL COVID Rep 08-21-2020
Jackson,7,13,11951,2182,15,14146,html version of FL COVID Rep 08-21-2020
Gadsden,7,42,11832,2103,15,13977,html version of FL COVID Rep 08-21-2020
Hendry,,19,7022,1915,21,8956,html version of FL COVID Rep 08-21-2020
Citrus,36,9,18523,1903,9,20435,html version of FL COVID Rep 08-21-2020
Highlands,10,10,15697,1691,10,17398,html version of FL COVID Rep 08-21-2020
Putnam,2,12,12419,1687,12,14118,html version of FL COVID Rep 08-21-2020
Sumter,26,21,17867,1671,9,19559,html version of FL COVID Rep 08-21-2020
Monroe,58,13,13601,1656,11,15270,html version of FL COVID Rep 08-21-2020
Desoto,6,7,8555,1440,14,10002,html version of FL COVID Rep 08-21-2020
Walton,,36,8992,1419,14,10447,html version of FL COVID Rep 08-21-2020
Nassau,32,18,14648,1345,8,16011,html version of FL COVID Rep 08-21-2020
Flagler,7,17,15133,1201,7,16351,html version of FL COVID Rep 08-21-2020
Okeechobee,2,14,8168,1179,13,9361,html version of FL COVID Rep 08-21-2020
Lafayette,3,12,1289,1143,47,2444,html version of FL COVID Rep 08-21-2020
Taylor,10,29,4422,1139,20,5590,html version of FL COVID Rep 08-21-2020
Baker,29,25,5299,1108,17,6432,html version of FL COVID Rep 08-21-2020
Hardee,5,9,5571,1042,16,6622,html version of FL COVID Rep 08-21-2020
Washington,12,21,5504,959,15,6484,html version of FL COVID Rep 08-21-2020
Levy,2,9,6017,831,12,6857,html version of FL COVID Rep 08-21-2020
Wakulla,3,35,7494,821,10,8350,html version of FL COVID Rep 08-21-2020
Madison,2,11,4526,793,15,5330,html version of FL COVID Rep 08-21-2020
Gulf,2,5,4415,772,15,5192,html version of FL COVID Rep 08-21-2020
Hamilton,1,2,4446,648,13,5096,html version of FL COVID Rep 08-21-2020
Dixie,1,12,3849,642,14,4503,html version of FL COVID Rep 08-21-2020
Bradford,2,22,4430,618,12,5070,html version of FL COVID Rep 08-21-2020
Holmes,4,7,3884,561,13,4452,html version of FL COVID Rep 08-21-2020
Calhoun,1,10,3740,531,12,4281,html version of FL COVID Rep 08-21-2020
Union,,18,7929,514,6,8461,html version of FL COVID Rep 08-21-2020
Franklin,2,5,3788,494,12,4287,html version of FL COVID Rep 08-21-2020
Jefferson,,15,2722,474,15,3211,html version of FL COVID Rep 08-21-2020
Glades,,1,784,440,36,1225,html version of FL COVID Rep 08-21-2020
Gilchrist,2,8,3524,428,11,3960,html version of FL COVID Rep 08-21-2020
Liberty,,,2787,413,13,3200,html version of FL COVID Rep 08-21-2020
Unknown,1,36,5335,242,4,5613,html version of FL COVID Rep 08-21-2020
Total,3534,6710,3761415,587023,13,4355148,html version of FL COVID Rep 08-21-2020
