COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,265,169,62506,11005,15,73680,html version of FL COVID Rep 04-25-2020
Broward,40,34,37454,4659,11,42147,html version of FL COVID Rep 04-25-2020
Palm Beach,56,269,19738,2614,12,22621,html version of FL COVID Rep 04-25-2020
Orange,20,3,20195,1304,6,21502,html version of FL COVID Rep 04-25-2020
Hillsborough,10,33,16857,1041,6,17931,html version of FL COVID Rep 04-25-2020
Duval,72,9,19412,965,5,20386,html version of FL COVID Rep 04-25-2020
Lee,23,2,9305,944,9,10251,html version of FL COVID Rep 04-25-2020
Pinellas,77,10,11917,677,5,12604,html version of FL COVID Rep 04-25-2020
Collier,15,1,4476,535,11,5012,html version of FL COVID Rep 04-25-2020
Manatee,3,2,2692,497,16,3191,html version of FL COVID Rep 04-25-2020
Osceola,59,3,4120,463,10,4586,html version of FL COVID Rep 04-25-2020
Escambia,21,7,5679,442,7,6128,html version of FL COVID Rep 04-25-2020
Volusia,2,3,7131,432,6,7566,html version of FL COVID Rep 04-25-2020
Polk,7,2,5904,400,6,6306,html version of FL COVID Rep 04-25-2020
Seminole,6,3,4919,351,7,5273,html version of FL COVID Rep 04-25-2020
Sarasota,1,1,3850,318,8,4169,html version of FL COVID Rep 04-25-2020
Clay,1,1,3181,267,8,3449,html version of FL COVID Rep 04-25-2020
Brevard,2,2,6904,250,3,7156,html version of FL COVID Rep 04-25-2020
Alachua,,7,5958,245,4,6210,html version of FL COVID Rep 04-25-2020
Pasco,26,6,4722,233,5,4961,html version of FL COVID Rep 04-25-2020
St. Lucie,48,2,2528,225,8,2755,html version of FL COVID Rep 04-25-2020
Lake,15,1,4667,221,5,4889,html version of FL COVID Rep 04-25-2020
Leon,8,2,2757,208,7,2967,html version of FL COVID Rep 04-25-2020
St. Johns,9,1,4272,203,5,4476,html version of FL COVID Rep 04-25-2020
Charlotte,6,2,1649,202,11,1853,html version of FL COVID Rep 04-25-2020
Sumter,26,,1554,169,10,1723,html version of FL COVID Rep 04-25-2020
Martin,5,,1424,169,11,1593,html version of FL COVID Rep 04-25-2020
Marion,244,2,3558,150,4,3710,html version of FL COVID Rep 04-25-2020
Okaloosa,11,,1955,149,7,2104,html version of FL COVID Rep 04-25-2020
Santa Rosa,1,1,2279,147,6,2427,html version of FL COVID Rep 04-25-2020
Flagler,,1,1108,116,9,1225,html version of FL COVID Rep 04-25-2020
Suwannee,2,,426,109,20,535,html version of FL COVID Rep 04-25-2020
Citrus,1,1,1380,95,6,1476,html version of FL COVID Rep 04-25-2020
Indian River,61,,1451,89,6,1540,html version of FL COVID Rep 04-25-2020
Hernando,,,1434,89,6,1523,html version of FL COVID Rep 04-25-2020
Putnam,3,,1122,83,7,1205,html version of FL COVID Rep 04-25-2020
Gadsden,,,365,80,18,445,html version of FL COVID Rep 04-25-2020
Monroe,18,,1051,77,7,1128,html version of FL COVID Rep 04-25-2020
Highlands,,1,960,76,7,1037,html version of FL COVID Rep 04-25-2020
Hendry,1,,376,64,15,440,html version of FL COVID Rep 04-25-2020
Bay,,1,1040,63,6,1104,html version of FL COVID Rep 04-25-2020
Nassau,,,1259,50,4,1309,html version of FL COVID Rep 04-25-2020
Columbia,6,,792,47,6,839,html version of FL COVID Rep 04-25-2020
Bradford,3,,657,42,6,699,html version of FL COVID Rep 04-25-2020
Madison,94,,238,41,15,279,html version of FL COVID Rep 04-25-2020
Walton,,1,509,35,6,545,html version of FL COVID Rep 04-25-2020
Jefferson,2,,109,27,20,136,html version of FL COVID Rep 04-25-2020
Desoto,4,,460,24,5,484,html version of FL COVID Rep 04-25-2020
Baker,,,321,20,6,341,html version of FL COVID Rep 04-25-2020
Wakulla,,,253,20,7,273,html version of FL COVID Rep 04-25-2020
Levy,,,475,13,3,488,html version of FL COVID Rep 04-25-2020
Jackson,,,375,13,3,388,html version of FL COVID Rep 04-25-2020
Washington,1,,267,12,4,279,html version of FL COVID Rep 04-25-2020
Hardee,,,105,10,9,115,html version of FL COVID Rep 04-25-2020
Holmes,5,,461,9,2,470,html version of FL COVID Rep 04-25-2020
Okeechobee,2,,314,9,3,323,html version of FL COVID Rep 04-25-2020
Dixie,1,,182,6,3,188,html version of FL COVID Rep 04-25-2020
Hamilton,4,,126,6,5,132,html version of FL COVID Rep 04-25-2020
Calhoun,,,97,6,6,103,html version of FL COVID Rep 04-25-2020
Glades,,,45,5,10,50,html version of FL COVID Rep 04-25-2020
Gilchrist,1,,205,4,2,209,html version of FL COVID Rep 04-25-2020
Union,1,,195,4,2,199,html version of FL COVID Rep 04-25-2020
Taylor,2,,192,3,2,195,html version of FL COVID Rep 04-25-2020
Franklin,,,82,2,2,84,html version of FL COVID Rep 04-25-2020
Liberty,,,41,2,5,43,html version of FL COVID Rep 04-25-2020
Gulf,,,120,1,1,121,html version of FL COVID Rep 04-25-2020
Lafayette,,,63,1,2,64,html version of FL COVID Rep 04-25-2020
Unknown,1,,41,1,2,42,html version of FL COVID Rep 04-25-2020
Total,1292,583,302260,30839,9,333682,html version of FL COVID Rep 04-25-2020
