COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,97,,5658,1003,15,6663,html version of FL COVID Rep 03-28-2020
Broward,151,,6902,814,11,7717,html version of FL COVID Rep 03-28-2020
Palm Beach,29,,1613,292,15,1905,html version of FL COVID Rep 03-28-2020
Orange,17,,2059,206,9,2265,html version of FL COVID Rep 03-28-2020
Hillsborough,9,,2956,195,6,3151,html version of FL COVID Rep 03-28-2020
Duval,222,,1677,115,6,1792,html version of FL COVID Rep 03-28-2020
Lee,19,,1042,101,9,1143,html version of FL COVID Rep 03-28-2020
Pinellas,55,,1520,94,6,1614,html version of FL COVID Rep 03-28-2020
Collier,45,,780,92,11,872,html version of FL COVID Rep 03-28-2020
Alachua,21,,1078,67,6,1145,html version of FL COVID Rep 03-28-2020
Osceola,63,,425,66,13,491,html version of FL COVID Rep 03-28-2020
Seminole,33,,689,61,8,750,html version of FL COVID Rep 03-28-2020
Sarasota,29,,609,48,7,657,html version of FL COVID Rep 03-28-2020
St. Johns,23,,603,48,7,651,html version of FL COVID Rep 03-28-2020
Volusia,5,,462,44,9,506,html version of FL COVID Rep 03-28-2020
Lake,7,,709,35,5,744,html version of FL COVID Rep 03-28-2020
Polk,51,,607,34,5,641,html version of FL COVID Rep 03-28-2020
Sumter,13,,491,33,6,529,html version of FL COVID Rep 03-28-2020
Manatee,5,,241,30,11,271,html version of FL COVID Rep 03-28-2020
Escambia,1,,449,28,6,477,html version of FL COVID Rep 03-28-2020
Pasco,14,,649,28,4,678,html version of FL COVID Rep 03-28-2020
Okaloosa,14,,161,27,14,188,html version of FL COVID Rep 03-28-2020
Brevard,10,,400,26,6,426,html version of FL COVID Rep 03-28-2020
Martin,3,,175,25,13,200,html version of FL COVID Rep 03-28-2020
Clay,3,,266,24,8,290,html version of FL COVID Rep 03-28-2020
St. Lucie,11,,281,21,7,302,html version of FL COVID Rep 03-28-2020
Monroe,46,,117,20,15,137,html version of FL COVID Rep 03-28-2020
Marion,135,,364,17,4,381,html version of FL COVID Rep 03-28-2020
Indian River,7,,195,16,8,211,html version of FL COVID Rep 03-28-2020
Leon,1,,404,16,4,420,html version of FL COVID Rep 03-28-2020
Walton,3,,80,15,16,95,html version of FL COVID Rep 03-28-2020
Citrus,4,,160,14,8,174,html version of FL COVID Rep 03-28-2020
Santa Rosa,2,,197,14,7,211,html version of FL COVID Rep 03-28-2020
Flagler,0,,130,13,9,143,html version of FL COVID Rep 03-28-2020
Hernando,1,,197,13,6,210,html version of FL COVID Rep 03-28-2020
Charlotte,5,,180,12,6,192,html version of FL COVID Rep 03-28-2020
Putnam,9,,189,12,6,201,html version of FL COVID Rep 03-28-2020
Highlands,21,,43,10,19,54,html version of FL COVID Rep 03-28-2020
Baker,1,,44,7,14,51,html version of FL COVID Rep 03-28-2020
Desoto,40,,51,7,12,58,html version of FL COVID Rep 03-28-2020
Nassau,0,,78,6,7,84,html version of FL COVID Rep 03-28-2020
Bay,1,,84,5,6,89,html version of FL COVID Rep 03-28-2020
Columbia,43,,86,3,3,90,html version of FL COVID Rep 03-28-2020
Bradford,0,,48,1,2,49,html version of FL COVID Rep 03-28-2020
Gadsden,0,,35,1,3,36,html version of FL COVID Rep 03-28-2020
Jackson,7,,60,1,2,61,html version of FL COVID Rep 03-28-2020
Levy,0,,59,1,2,60,html version of FL COVID Rep 03-28-2020
Suwannee,11,,42,1,2,43,html version of FL COVID Rep 03-28-2020
Washington,6,,26,1,4,27,html version of FL COVID Rep 03-28-2020
Calhoun,0,,11,0,0,11,html version of FL COVID Rep 03-28-2020
Dixie,0,,24,0,0,24,html version of FL COVID Rep 03-28-2020
Franklin,0,,15,0,0,15,html version of FL COVID Rep 03-28-2020
Gilchrist,0,,24,0,0,24,html version of FL COVID Rep 03-28-2020
Glades,0,,3,0,0,3,html version of FL COVID Rep 03-28-2020
Gulf,0,,32,0,0,32,html version of FL COVID Rep 03-28-2020
Hamilton,2,,14,0,0,14,html version of FL COVID Rep 03-28-2020
Hardee,0,,12,0,0,12,html version of FL COVID Rep 03-28-2020
Hendry,1,,32,0,0,32,html version of FL COVID Rep 03-28-2020
Holmes,5,,20,0,0,20,html version of FL COVID Rep 03-28-2020
Jefferson,0,,11,0,0,11,html version of FL COVID Rep 03-28-2020
Lafayette,0,,9,0,0,9,html version of FL COVID Rep 03-28-2020
Liberty,0,,2,0,0,2,html version of FL COVID Rep 03-28-2020
Madison,0,,21,0,0,21,html version of FL COVID Rep 03-28-2020
Okeechobee,1,,41,0,0,41,html version of FL COVID Rep 03-28-2020
Taylor,0,,28,0,0,28,html version of FL COVID Rep 03-28-2020
Union,1,,32,0,0,32,html version of FL COVID Rep 03-28-2020
Unknown,0,,11,0,0,11,html version of FL COVID Rep 03-28-2020
Wakulla,0,,37,0,0,37,html version of FL COVID Rep 03-28-2020
Total,1303,,35750,3763,10,39524,html version of FL COVID Rep 03-28-2020
