COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,200,93,38071,8063,17,46227,html version of FL COVID Rep 04-15-2020(PM)
Broward,57,18,24632,3363,12,28013,html version of FL COVID Rep 04-15-2020(PM)
Palm Beach,70,107,9597,1816,16,11520,html version of FL COVID Rep 04-15-2020(PM)
Orange,7,1,11845,1072,8,12918,html version of FL COVID Rep 04-15-2020(PM)
Hillsborough,6,29,12442,870,7,13341,html version of FL COVID Rep 04-15-2020(PM)
Duval,72,7,13407,746,5,14160,html version of FL COVID Rep 04-15-2020(PM)
Lee,29,2,5354,677,11,6033,html version of FL COVID Rep 04-15-2020(PM)
Pinellas,63,9,8928,513,5,9450,html version of FL COVID Rep 04-15-2020(PM)
Collier,17,,3367,396,11,3763,html version of FL COVID Rep 04-15-2020(PM)
Osceola,68,1,2503,361,13,2865,html version of FL COVID Rep 04-15-2020(PM)
Polk,9,3,4138,287,6,4428,html version of FL COVID Rep 04-15-2020(PM)
Seminole,11,1,3135,284,8,3420,html version of FL COVID Rep 04-15-2020(PM)
Manatee,1,1,1576,277,15,1854,html version of FL COVID Rep 04-15-2020(PM)
Escambia,28,4,3648,261,7,3913,html version of FL COVID Rep 04-15-2020(PM)
Sarasota,2,1,2340,253,10,2594,html version of FL COVID Rep 04-15-2020(PM)
Volusia,11,,3430,243,7,3673,html version of FL COVID Rep 04-15-2020(PM)
Alachua,4,10,4033,196,5,4239,html version of FL COVID Rep 04-15-2020(PM)
Pasco,20,5,3559,186,5,3750,html version of FL COVID Rep 04-15-2020(PM)
Lake,20,,2924,180,6,3104,html version of FL COVID Rep 04-15-2020(PM)
St. Johns,13,1,3312,178,5,3491,html version of FL COVID Rep 04-15-2020(PM)
Brevard,2,3,3198,173,5,3374,html version of FL COVID Rep 04-15-2020(PM)
St. Lucie,42,1,1830,172,9,2003,html version of FL COVID Rep 04-15-2020(PM)
Clay,1,1,2090,170,8,2261,html version of FL COVID Rep 04-15-2020(PM)
Leon,5,2,1861,155,8,2018,html version of FL COVID Rep 04-15-2020(PM)
Martin,10,,1067,140,12,1207,html version of FL COVID Rep 04-15-2020(PM)
Charlotte,6,2,1049,124,11,1175,html version of FL COVID Rep 04-15-2020(PM)
Santa Rosa,1,1,1605,115,7,1721,html version of FL COVID Rep 04-15-2020(PM)
Sumter,31,1,1108,114,9,1223,html version of FL COVID Rep 04-15-2020(PM)
Okaloosa,11,1,1269,107,8,1377,html version of FL COVID Rep 04-15-2020(PM)
Marion,334,2,2145,106,5,2253,html version of FL COVID Rep 04-15-2020(PM)
Suwannee,1,,310,81,21,391,html version of FL COVID Rep 04-15-2020(PM)
Indian River,61,,1057,78,7,1135,html version of FL COVID Rep 04-15-2020(PM)
Citrus,2,1,1016,74,7,1091,html version of FL COVID Rep 04-15-2020(PM)
Hernando,,,1071,73,6,1144,html version of FL COVID Rep 04-15-2020(PM)
Monroe,52,,733,66,8,799,html version of FL COVID Rep 04-15-2020(PM)
Highlands,,2,434,64,13,500,html version of FL COVID Rep 04-15-2020(PM)
Putnam,3,,869,46,5,915,html version of FL COVID Rep 04-15-2020(PM)
Flagler,1,1,761,46,6,808,html version of FL COVID Rep 04-15-2020(PM)
Gadsden,,,200,40,17,240,html version of FL COVID Rep 04-15-2020(PM)
Bay,,1,605,39,6,645,html version of FL COVID Rep 04-15-2020(PM)
Nassau,,,716,37,5,753,html version of FL COVID Rep 04-15-2020(PM)
Bradford,5,,290,35,11,325,html version of FL COVID Rep 04-15-2020(PM)
Columbia,7,,440,34,7,474,html version of FL COVID Rep 04-15-2020(PM)
Walton,1,1,335,29,8,365,html version of FL COVID Rep 04-15-2020(PM)
Hendry,,,208,26,11,234,html version of FL COVID Rep 04-15-2020(PM)
Desoto,,,329,22,6,351,html version of FL COVID Rep 04-15-2020(PM)
Jefferson,1,,60,22,27,82,html version of FL COVID Rep 04-15-2020(PM)
Baker,,,226,17,7,243,html version of FL COVID Rep 04-15-2020(PM)
Madison,2,,125,15,11,140,html version of FL COVID Rep 04-15-2020(PM)
Wakulla,,,186,13,7,199,html version of FL COVID Rep 04-15-2020(PM)
Levy,,,314,9,3,323,html version of FL COVID Rep 04-15-2020(PM)
Jackson,,,207,6,3,213,html version of FL COVID Rep 04-15-2020(PM)
Okeechobee,1,,210,5,2,215,html version of FL COVID Rep 04-15-2020(PM)
Washington,2,,107,5,4,112,html version of FL COVID Rep 04-15-2020(PM)
Calhoun,,,59,5,8,64,html version of FL COVID Rep 04-15-2020(PM)
Unknown,11,,33,5,13,38,html version of FL COVID Rep 04-15-2020(PM)
Glades,,,27,5,16,32,html version of FL COVID Rep 04-15-2020(PM)
Holmes,4,,93,4,4,97,html version of FL COVID Rep 04-15-2020(PM)
Gilchrist,,,138,3,2,141,html version of FL COVID Rep 04-15-2020(PM)
Dixie,1,,123,3,2,126,html version of FL COVID Rep 04-15-2020(PM)
Hardee,,,77,3,4,80,html version of FL COVID Rep 04-15-2020(PM)
Union,3,,126,2,2,128,html version of FL COVID Rep 04-15-2020(PM)
Hamilton,1,,76,2,3,78,html version of FL COVID Rep 04-15-2020(PM)
Franklin,,,57,2,3,59,html version of FL COVID Rep 04-15-2020(PM)
Liberty,,,26,2,7,28,html version of FL COVID Rep 04-15-2020(PM)
Taylor,1,1,134,1,1,136,html version of FL COVID Rep 04-15-2020(PM)
Gulf,,,96,1,1,97,html version of FL COVID Rep 04-15-2020(PM)
Lafayette,,,40,1,2,41,html version of FL COVID Rep 04-15-2020(PM)
Total,1311,314,191377,22519,11,214210,html version of FL COVID Rep 04-15-2020(PM)
