COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,147,224,234319,25790,10,260333,html version of FL COVID Rep 06-21-2020
Broward,28,75,152828,11155,7,164058,html version of FL COVID Rep 06-21-2020
Palm Beach,161,237,111538,10754,9,122529,html version of FL COVID Rep 06-21-2020
Hillsborough,72,75,92779,5580,6,98434,html version of FL COVID Rep 06-21-2020
Orange,62,68,103547,4914,5,108529,html version of FL COVID Rep 06-21-2020
Pinellas,60,21,71980,3667,5,75668,html version of FL COVID Rep 06-21-2020
Lee,21,11,43111,3627,8,46749,html version of FL COVID Rep 06-21-2020
Collier,77,9,25615,3159,11,28783,html version of FL COVID Rep 06-21-2020
Duval,35,47,78163,2902,4,81112,html version of FL COVID Rep 06-21-2020
Polk,12,9,34970,2042,6,37021,html version of FL COVID Rep 06-21-2020
Manatee,,13,30220,1890,6,32123,html version of FL COVID Rep 06-21-2020
Martin,20,9,12950,1525,11,14484,html version of FL COVID Rep 06-21-2020
Seminole,10,13,28112,1265,4,29390,html version of FL COVID Rep 06-21-2020
Volusia,,14,31543,1218,4,32775,html version of FL COVID Rep 06-21-2020
St. Lucie,82,6,18247,1214,6,19467,html version of FL COVID Rep 06-21-2020
Escambia,4,11,27275,1198,4,28484,html version of FL COVID Rep 06-21-2020
Osceola,47,17,19757,1052,5,20826,html version of FL COVID Rep 06-21-2020
Sarasota,5,5,29492,962,3,30459,html version of FL COVID Rep 06-21-2020
Brevard,3,2,33833,850,2,34685,html version of FL COVID Rep 06-21-2020
Pasco,22,12,26980,809,3,27801,html version of FL COVID Rep 06-21-2020
Hendry,1,1,3629,759,17,4389,html version of FL COVID Rep 06-21-2020
Lake,12,12,27154,733,3,27899,html version of FL COVID Rep 06-21-2020
Alachua,,9,34586,716,2,35311,html version of FL COVID Rep 06-21-2020
Charlotte,3,2,9681,587,6,10270,html version of FL COVID Rep 06-21-2020
Leon,27,5,22619,573,2,23197,html version of FL COVID Rep 06-21-2020
Clay,,4,14195,494,3,14693,html version of FL COVID Rep 06-21-2020
St. Johns,12,23,15848,461,3,16332,html version of FL COVID Rep 06-21-2020
Desoto,11,4,3364,450,12,3818,html version of FL COVID Rep 06-21-2020
Okaloosa,,8,10875,400,4,11283,html version of FL COVID Rep 06-21-2020
Marion,503,7,20025,395,2,20427,html version of FL COVID Rep 06-21-2020
Indian River,28,3,10761,389,3,11153,html version of FL COVID Rep 06-21-2020
Santa Rosa,2,2,11002,344,3,11348,html version of FL COVID Rep 06-21-2020
Jackson,3,8,4366,333,7,4707,html version of FL COVID Rep 06-21-2020
Gadsden,1,6,5089,322,6,5417,html version of FL COVID Rep 06-21-2020
Suwannee,,1,2954,310,9,3265,html version of FL COVID Rep 06-21-2020
Hamilton,1,2,2179,289,12,2470,html version of FL COVID Rep 06-21-2020
Hardee,,1,1594,289,15,1884,html version of FL COVID Rep 06-21-2020
Sumter,23,5,6099,284,4,6388,html version of FL COVID Rep 06-21-2020
Okeechobee,,,2599,245,9,2844,html version of FL COVID Rep 06-21-2020
Putnam,2,1,4981,237,5,5219,html version of FL COVID Rep 06-21-2020
Columbia,3,5,5027,227,4,5259,html version of FL COVID Rep 06-21-2020
Flagler,,5,6887,226,3,7118,html version of FL COVID Rep 06-21-2020
Highlands,5,3,6341,226,3,6570,html version of FL COVID Rep 06-21-2020
Liberty,,2,2078,221,10,2301,html version of FL COVID Rep 06-21-2020
Bay,33,5,6204,190,3,6399,html version of FL COVID Rep 06-21-2020
Citrus,1,3,8144,189,2,8336,html version of FL COVID Rep 06-21-2020
Hernando,,1,8202,185,2,8388,html version of FL COVID Rep 06-21-2020
Walton,,4,2742,181,6,2927,html version of FL COVID Rep 06-21-2020
Monroe,83,,4524,162,3,4686,html version of FL COVID Rep 06-21-2020
Glades,,,426,142,25,568,html version of FL COVID Rep 06-21-2020
Levy,,2,2690,139,5,2831,html version of FL COVID Rep 06-21-2020
Madison,,2,1589,123,7,1714,html version of FL COVID Rep 06-21-2020
Unknown,,14,1853,118,6,1985,html version of FL COVID Rep 06-21-2020
Nassau,1,1,5660,115,2,5776,html version of FL COVID Rep 06-21-2020
Washington,1,1,1571,96,6,1668,html version of FL COVID Rep 06-21-2020
Gilchrist,,1,2030,75,4,2106,html version of FL COVID Rep 06-21-2020
Calhoun,,2,672,69,9,743,html version of FL COVID Rep 06-21-2020
Taylor,,2,1269,65,5,1336,html version of FL COVID Rep 06-21-2020
Bradford,1,1,2154,61,3,2216,html version of FL COVID Rep 06-21-2020
Dixie,,,1202,61,5,1263,html version of FL COVID Rep 06-21-2020
Holmes,,1,1129,47,4,1177,html version of FL COVID Rep 06-21-2020
Union,,,2064,41,2,2105,html version of FL COVID Rep 06-21-2020
Baker,,,1472,41,3,1513,html version of FL COVID Rep 06-21-2020
Wakulla,,,1804,40,2,1844,html version of FL COVID Rep 06-21-2020
Jefferson,,1,967,36,4,1004,html version of FL COVID Rep 06-21-2020
Lafayette,,1,435,19,4,455,html version of FL COVID Rep 06-21-2020
Gulf,,,1273,11,1,1284,html version of FL COVID Rep 06-21-2020
Franklin,,,737,2,0,739,html version of FL COVID Rep 06-21-2020
Total,1625,1039,1502005,97291,6,1600335,html version of FL COVID Rep 06-21-2020
