COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,77,331,130430,16034,11,146795,html version of FL COVID Rep 05-20-2020
Broward,20,128,77301,6407,8,83836,html version of FL COVID Rep 05-20-2020
Palm Beach,103,417,51981,4776,8,57174,html version of FL COVID Rep 05-20-2020
Orange,15,57,56336,1708,3,58101,html version of FL COVID Rep 05-20-2020
Hillsborough,23,73,41985,1703,4,43761,html version of FL COVID Rep 05-20-2020
Lee,8,5,19779,1542,7,21326,html version of FL COVID Rep 05-20-2020
Duval,75,34,42355,1336,3,43725,html version of FL COVID Rep 05-20-2020
Pinellas,93,19,29993,1075,3,31087,html version of FL COVID Rep 05-20-2020
Collier,11,4,9918,1058,10,10980,html version of FL COVID Rep 05-20-2020
Manatee,,7,11824,893,7,12724,html version of FL COVID Rep 05-20-2020
Polk,5,7,15118,786,5,15911,html version of FL COVID Rep 05-20-2020
Escambia,8,18,14029,723,5,14770,html version of FL COVID Rep 05-20-2020
Osceola,45,13,10679,636,6,11328,html version of FL COVID Rep 05-20-2020
Volusia,,12,15743,618,4,16373,html version of FL COVID Rep 05-20-2020
Sarasota,1,4,9936,538,5,10478,html version of FL COVID Rep 05-20-2020
Seminole,3,13,15499,444,3,15956,html version of FL COVID Rep 05-20-2020
Martin,6,5,4325,419,9,4749,html version of FL COVID Rep 05-20-2020
Charlotte,3,2,4140,398,9,4540,html version of FL COVID Rep 05-20-2020
Brevard,1,8,17133,372,2,17513,html version of FL COVID Rep 05-20-2020
Alachua,,14,12506,344,3,12864,html version of FL COVID Rep 05-20-2020
St. Lucie,54,7,6957,336,5,7300,html version of FL COVID Rep 05-20-2020
Clay,1,4,6898,333,5,7235,html version of FL COVID Rep 05-20-2020
Pasco,17,9,11092,328,3,11429,html version of FL COVID Rep 05-20-2020
Leon,11,3,10438,306,3,10747,html version of FL COVID Rep 05-20-2020
Lake,8,18,13014,260,2,13292,html version of FL COVID Rep 05-20-2020
Sumter,23,13,3171,253,7,3437,html version of FL COVID Rep 05-20-2020
Gadsden,,3,2470,245,9,2718,html version of FL COVID Rep 05-20-2020
St. Johns,7,37,9136,233,2,9406,html version of FL COVID Rep 05-20-2020
Marion,626,3,8310,228,3,8541,html version of FL COVID Rep 05-20-2020
Hendry,1,2,1152,228,16,1382,html version of FL COVID Rep 05-20-2020
Liberty,,,1955,199,9,2154,html version of FL COVID Rep 05-20-2020
Santa Rosa,1,5,5579,197,3,5781,html version of FL COVID Rep 05-20-2020
Okaloosa,,2,4203,184,4,4389,html version of FL COVID Rep 05-20-2020
Jackson,,3,1566,171,10,1740,html version of FL COVID Rep 05-20-2020
Flagler,,8,3016,169,5,3193,html version of FL COVID Rep 05-20-2020
Suwannee,,,1592,160,9,1752,html version of FL COVID Rep 05-20-2020
Hamilton,,1,1415,153,10,1569,html version of FL COVID Rep 05-20-2020
Putnam,2,9,2767,135,5,2911,html version of FL COVID Rep 05-20-2020
Citrus,1,3,2986,115,4,3104,html version of FL COVID Rep 05-20-2020
Columbia,4,2,2322,115,5,2439,html version of FL COVID Rep 05-20-2020
Indian River,56,1,3211,108,3,3320,html version of FL COVID Rep 05-20-2020
Hernando,,2,2878,107,4,2987,html version of FL COVID Rep 05-20-2020
Highlands,3,2,2813,107,4,2922,html version of FL COVID Rep 05-20-2020
Monroe,27,,2161,100,4,2261,html version of FL COVID Rep 05-20-2020
Walton,,1,1099,97,8,1197,html version of FL COVID Rep 05-20-2020
Bay,,3,2773,86,3,2862,html version of FL COVID Rep 05-20-2020
Desoto,7,,1888,80,4,1968,html version of FL COVID Rep 05-20-2020
Unknown,1,,185,80,30,265,html version of FL COVID Rep 05-20-2020
Nassau,,,2865,69,2,2934,html version of FL COVID Rep 05-20-2020
Madison,,2,644,66,9,712,html version of FL COVID Rep 05-20-2020
Bradford,1,1,1314,49,4,1364,html version of FL COVID Rep 05-20-2020
Okeechobee,,2,1178,49,4,1229,html version of FL COVID Rep 05-20-2020
Hardee,,,489,47,9,536,html version of FL COVID Rep 05-20-2020
Calhoun,,1,409,40,9,450,html version of FL COVID Rep 05-20-2020
Wakulla,,,1003,32,3,1035,html version of FL COVID Rep 05-20-2020
Jefferson,,,407,28,6,435,html version of FL COVID Rep 05-20-2020
Levy,,1,1462,27,2,1490,html version of FL COVID Rep 05-20-2020
Dixie,,,449,26,5,475,html version of FL COVID Rep 05-20-2020
Union,,,1614,26,2,1640,html version of FL COVID Rep 05-20-2020
Baker,,,722,26,3,748,html version of FL COVID Rep 05-20-2020
Glades,,,112,16,13,128,html version of FL COVID Rep 05-20-2020
Washington,7,,465,14,3,479,html version of FL COVID Rep 05-20-2020
Holmes,,1,588,11,2,600,html version of FL COVID Rep 05-20-2020
Gilchrist,,,513,8,2,521,html version of FL COVID Rep 05-20-2020
Lafayette,,,165,6,4,171,html version of FL COVID Rep 05-20-2020
Taylor,2,1,492,5,1,498,html version of FL COVID Rep 05-20-2020
Franklin,,,443,2,0,445,html version of FL COVID Rep 05-20-2020
Gulf,,,486,1,0,487,html version of FL COVID Rep 05-20-2020
Total,1357,1321,723877,47471,6,772669,html version of FL COVID Rep 05-20-2020
