COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,283,1532,512148,121207,19,634887,html version of FL COVID Rep 08-01-2020
Broward,170,615,344366,56797,14,401778,html version of FL COVID Rep 08-01-2020
Palm Beach,240,576,226357,33854,13,260787,html version of FL COVID Rep 08-01-2020
Hillsborough,179,403,192480,29589,13,222472,html version of FL COVID Rep 08-01-2020
Orange,405,272,225436,29466,12,255174,html version of FL COVID Rep 08-01-2020
Duval,152,221,174141,21322,11,195684,html version of FL COVID Rep 08-01-2020
Pinellas,23,129,144920,16604,10,161653,html version of FL COVID Rep 08-01-2020
Lee,24,48,93091,15551,14,108690,html version of FL COVID Rep 08-01-2020
Polk,42,80,75785,12735,14,88600,html version of FL COVID Rep 08-01-2020
Collier,200,64,49263,9662,16,58989,html version of FL COVID Rep 08-01-2020
Manatee,6,58,71360,8655,11,80073,html version of FL COVID Rep 08-01-2020
Osceola,89,124,50072,8649,15,58845,html version of FL COVID Rep 08-01-2020
Escambia,19,35,57036,7908,12,64979,html version of FL COVID Rep 08-01-2020
Volusia,36,79,59963,6959,10,67001,html version of FL COVID Rep 08-01-2020
Seminole,54,64,56774,6566,10,63404,html version of FL COVID Rep 08-01-2020
Pasco,74,45,56107,6394,10,62546,html version of FL COVID Rep 08-01-2020
Sarasota,26,46,63226,5672,8,68944,html version of FL COVID Rep 08-01-2020
Brevard,9,54,73631,5521,7,79206,html version of FL COVID Rep 08-01-2020
St. Lucie,258,52,34637,5106,13,39795,html version of FL COVID Rep 08-01-2020
Marion,549,68,39615,5069,11,44752,html version of FL COVID Rep 08-01-2020
Lake,52,72,55183,4612,8,59867,html version of FL COVID Rep 08-01-2020
Leon,40,109,50047,4294,8,54450,html version of FL COVID Rep 08-01-2020
Martin,48,34,20784,3626,15,24444,html version of FL COVID Rep 08-01-2020
Bay,15,32,19319,3620,16,22971,html version of FL COVID Rep 08-01-2020
Alachua,5,24,63154,3590,5,66768,html version of FL COVID Rep 08-01-2020
Santa Rosa,19,32,22689,3399,13,26120,html version of FL COVID Rep 08-01-2020
St. Johns,38,34,34496,3264,9,37794,html version of FL COVID Rep 08-01-2020
Clay,12,15,29311,2853,9,32179,html version of FL COVID Rep 08-01-2020
Okaloosa,44,38,23442,2850,11,26330,html version of FL COVID Rep 08-01-2020
Columbia,4,53,10070,2550,20,12673,html version of FL COVID Rep 08-01-2020
Indian River,52,10,23043,2270,9,25323,html version of FL COVID Rep 08-01-2020
Charlotte,9,19,21366,1984,8,23369,html version of FL COVID Rep 08-01-2020
Hernando,1,13,15606,1707,10,17326,html version of FL COVID Rep 08-01-2020
Hendry,1,15,6300,1649,21,7964,html version of FL COVID Rep 08-01-2020
Jackson,5,9,8479,1588,16,10076,html version of FL COVID Rep 08-01-2020
Gadsden,5,32,9915,1437,13,11384,html version of FL COVID Rep 08-01-2020
Monroe,54,10,10992,1325,11,12327,html version of FL COVID Rep 08-01-2020
Putnam,2,7,10375,1317,11,11699,html version of FL COVID Rep 08-01-2020
Desoto,5,8,7946,1285,14,9239,html version of FL COVID Rep 08-01-2020
Walton,2,40,7559,1239,14,8838,html version of FL COVID Rep 08-01-2020
Citrus,26,13,15473,1228,7,16714,html version of FL COVID Rep 08-01-2020
Highlands,8,12,13750,1197,8,14959,html version of FL COVID Rep 08-01-2020
Suwannee,1,12,5761,1155,17,6928,html version of FL COVID Rep 08-01-2020
Sumter,23,13,15351,1091,7,16455,html version of FL COVID Rep 08-01-2020
Nassau,30,18,12879,1079,8,13976,html version of FL COVID Rep 08-01-2020
Okeechobee,1,13,5245,920,15,6178,html version of FL COVID Rep 08-01-2020
Flagler,5,20,12849,919,7,13788,html version of FL COVID Rep 08-01-2020
Hardee,,5,3473,841,19,4319,html version of FL COVID Rep 08-01-2020
Madison,2,9,4185,618,13,4812,html version of FL COVID Rep 08-01-2020
Unknown,3,39,4922,601,11,5562,html version of FL COVID Rep 08-01-2020
Wakulla,4,36,6672,598,8,7306,html version of FL COVID Rep 08-01-2020
Levy,,9,5193,583,10,5785,html version of FL COVID Rep 08-01-2020
Hamilton,1,3,3302,574,15,3879,html version of FL COVID Rep 08-01-2020
Washington,18,7,3782,558,13,4347,html version of FL COVID Rep 08-01-2020
Holmes,2,7,3603,433,11,4043,html version of FL COVID Rep 08-01-2020
Liberty,,,2620,399,13,3019,html version of FL COVID Rep 08-01-2020
Glades,,2,693,391,36,1086,html version of FL COVID Rep 08-01-2020
Gulf,2,6,3083,373,11,3462,html version of FL COVID Rep 08-01-2020
Baker,20,1,3877,371,9,4249,html version of FL COVID Rep 08-01-2020
Taylor,3,3,2629,360,12,2992,html version of FL COVID Rep 08-01-2020
Jefferson,,10,2187,337,13,2534,html version of FL COVID Rep 08-01-2020
Bradford,1,3,3724,332,8,4059,html version of FL COVID Rep 08-01-2020
Gilchrist,5,6,3080,329,10,3415,html version of FL COVID Rep 08-01-2020
Calhoun,1,4,1921,287,13,2212,html version of FL COVID Rep 08-01-2020
Dixie,,2,2164,264,11,2430,html version of FL COVID Rep 08-01-2020
Union,,1,3319,218,6,3538,html version of FL COVID Rep 08-01-2020
Franklin,2,4,2435,116,5,2555,html version of FL COVID Rep 08-01-2020
Lafayette,,3,759,111,13,873,html version of FL COVID Rep 08-01-2020
Total,3409,5432,3199415,480028,13,3684875,html version of FL COVID Rep 08-01-2020
