COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,224,172,49551,9657,16,59380,html version of FL COVID Rep 04-20-2020(PM)
Broward,58,39,30784,4078,12,34901,html version of FL COVID Rep 04-20-2020(PM)
Palm Beach,60,294,15071,2260,13,17625,html version of FL COVID Rep 04-20-2020(PM)
Orange,14,4,15826,1216,7,17046,html version of FL COVID Rep 04-20-2020(PM)
Hillsborough,9,36,14601,973,6,15610,html version of FL COVID Rep 04-20-2020(PM)
Duval,72,10,16737,896,5,17643,html version of FL COVID Rep 04-20-2020(PM)
Lee,60,2,5913,785,12,6700,html version of FL COVID Rep 04-20-2020(PM)
Pinellas,60,9,10007,607,6,10623,html version of FL COVID Rep 04-20-2020(PM)
Collier,20,1,3861,470,11,4332,html version of FL COVID Rep 04-20-2020(PM)
Manatee,2,2,2204,433,16,2639,html version of FL COVID Rep 04-20-2020(PM)
Osceola,65,1,3232,410,11,3643,html version of FL COVID Rep 04-20-2020(PM)
Volusia,8,1,5228,342,6,5571,html version of FL COVID Rep 04-20-2020(PM)
Polk,7,2,4940,335,6,5277,html version of FL COVID Rep 04-20-2020(PM)
Seminole,7,3,3911,325,8,4239,html version of FL COVID Rep 04-20-2020(PM)
Escambia,26,5,4364,315,7,4684,html version of FL COVID Rep 04-20-2020(PM)
Sarasota,2,1,3269,291,8,3561,html version of FL COVID Rep 04-20-2020(PM)
Clay,1,1,2753,249,8,3003,html version of FL COVID Rep 04-20-2020(PM)
Brevard,2,3,5826,218,4,6047,html version of FL COVID Rep 04-20-2020(PM)
Alachua,3,8,5022,218,4,5248,html version of FL COVID Rep 04-20-2020(PM)
Lake,14,1,3704,211,5,3916,html version of FL COVID Rep 04-20-2020(PM)
Pasco,27,6,4081,209,5,4296,html version of FL COVID Rep 04-20-2020(PM)
St. Lucie,35,2,2163,204,9,2369,html version of FL COVID Rep 04-20-2020(PM)
St. Johns,11,1,3847,192,5,4040,html version of FL COVID Rep 04-20-2020(PM)
Leon,7,2,2327,184,7,2513,html version of FL COVID Rep 04-20-2020(PM)
Martin,8,1,1238,155,11,1394,html version of FL COVID Rep 04-20-2020(PM)
Sumter,26,2,1431,153,10,1586,html version of FL COVID Rep 04-20-2020(PM)
Santa Rosa,1,1,1981,140,7,2122,html version of FL COVID Rep 04-20-2020(PM)
Charlotte,6,2,1272,139,10,1413,html version of FL COVID Rep 04-20-2020(PM)
Okaloosa,11,1,1556,131,8,1688,html version of FL COVID Rep 04-20-2020(PM)
Marion,180,2,2767,129,4,2898,html version of FL COVID Rep 04-20-2020(PM)
Suwannee,,,361,98,21,459,html version of FL COVID Rep 04-20-2020(PM)
Citrus,1,1,1199,86,7,1286,html version of FL COVID Rep 04-20-2020(PM)
Indian River,59,1,1261,85,6,1347,html version of FL COVID Rep 04-20-2020(PM)
Hernando,,,1218,84,6,1302,html version of FL COVID Rep 04-20-2020(PM)
Flagler,,1,939,76,7,1016,html version of FL COVID Rep 04-20-2020(PM)
Monroe,33,,887,73,8,960,html version of FL COVID Rep 04-20-2020(PM)
Highlands,2,1,548,71,11,620,html version of FL COVID Rep 04-20-2020(PM)
Putnam,3,,1009,58,5,1067,html version of FL COVID Rep 04-20-2020(PM)
Bay,,1,809,57,7,867,html version of FL COVID Rep 04-20-2020(PM)
Gadsden,,,295,57,16,352,html version of FL COVID Rep 04-20-2020(PM)
Nassau,,,1073,46,4,1119,html version of FL COVID Rep 04-20-2020(PM)
Hendry,,,275,44,14,319,html version of FL COVID Rep 04-20-2020(PM)
Bradford,3,,563,42,7,605,html version of FL COVID Rep 04-20-2020(PM)
Columbia,10,,554,40,7,594,html version of FL COVID Rep 04-20-2020(PM)
Walton,,1,412,32,7,445,html version of FL COVID Rep 04-20-2020(PM)
Jefferson,,,97,26,21,123,html version of FL COVID Rep 04-20-2020(PM)
Desoto,,,409,24,6,433,html version of FL COVID Rep 04-20-2020(PM)
Madison,5,,163,23,12,186,html version of FL COVID Rep 04-20-2020(PM)
Baker,,,276,17,6,293,html version of FL COVID Rep 04-20-2020(PM)
