COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,122,212,219470,22741,9,242423,html version of FL COVID Rep 06-16-2020
Broward,26,72,139549,9498,6,149119,html version of FL COVID Rep 06-16-2020
Palm Beach,142,234,101021,9262,8,110517,html version of FL COVID Rep 06-16-2020
Hillsborough,56,74,84577,4029,5,88680,html version of FL COVID Rep 06-16-2020
Orange,31,61,96184,3437,3,99682,html version of FL COVID Rep 06-16-2020
Lee,23,10,39945,3015,7,42970,html version of FL COVID Rep 06-16-2020
Collier,58,8,23437,2729,10,26174,html version of FL COVID Rep 06-16-2020
Pinellas,54,20,65340,2523,4,67883,html version of FL COVID Rep 06-16-2020
Duval,29,46,71123,2112,3,73281,html version of FL COVID Rep 06-16-2020
Polk,11,7,31909,1566,5,33482,html version of FL COVID Rep 06-16-2020
Manatee,2,10,27209,1483,5,28702,html version of FL COVID Rep 06-16-2020
Martin,8,7,12062,1296,10,13365,html version of FL COVID Rep 06-16-2020
Escambia,3,10,25187,1020,4,26217,html version of FL COVID Rep 06-16-2020
St. Lucie,79,6,16973,981,5,17960,html version of FL COVID Rep 06-16-2020
Volusia,,14,29163,969,3,30146,html version of FL COVID Rep 06-16-2020
Osceola,47,16,18161,866,5,19043,html version of FL COVID Rep 06-16-2020
Seminole,8,12,25630,836,3,26478,html version of FL COVID Rep 06-16-2020
Sarasota,,4,26944,789,3,27737,html version of FL COVID Rep 06-16-2020
Hendry,1,,3290,659,17,3949,html version of FL COVID Rep 06-16-2020
Brevard,2,2,31006,608,2,31616,html version of FL COVID Rep 06-16-2020
Alachua,,7,30941,564,2,31512,html version of FL COVID Rep 06-16-2020
Pasco,20,10,24401,560,2,24971,html version of FL COVID Rep 06-16-2020
Charlotte,4,2,8741,543,6,9286,html version of FL COVID Rep 06-16-2020
Lake,12,12,24155,498,2,24665,html version of FL COVID Rep 06-16-2020
Leon,16,5,20840,483,2,21328,html version of FL COVID Rep 06-16-2020
Clay,,4,13346,443,3,13793,html version of FL COVID Rep 06-16-2020
Desoto,11,4,3211,402,11,3617,html version of FL COVID Rep 06-16-2020
Okaloosa,1,8,10408,344,3,10760,html version of FL COVID Rep 06-16-2020
St. Johns,9,22,14529,333,2,14884,html version of FL COVID Rep 06-16-2020
Jackson,1,8,4192,326,7,4526,html version of FL COVID Rep 06-16-2020
Marion,233,7,18820,325,2,19152,html version of FL COVID Rep 06-16-2020
Gadsden,,6,4907,309,6,5222,html version of FL COVID Rep 06-16-2020
Santa Rosa,1,2,10401,297,3,10700,html version of FL COVID Rep 06-16-2020
Hamilton,1,2,2136,277,11,2415,html version of FL COVID Rep 06-16-2020
Sumter,23,5,5706,268,4,5979,html version of FL COVID Rep 06-16-2020
Indian River,25,,8949,234,3,9183,html version of FL COVID Rep 06-16-2020
Liberty,,2,2069,220,10,2291,html version of FL COVID Rep 06-16-2020
Hardee,,1,1414,213,13,1628,html version of FL COVID Rep 06-16-2020
Flagler,,4,6570,208,3,6782,html version of FL COVID Rep 06-16-2020
Suwannee,,2,2655,208,7,2865,html version of FL COVID Rep 06-16-2020
Putnam,2,1,4574,198,4,4773,html version of FL COVID Rep 06-16-2020
Okeechobee,,,2235,195,8,2430,html version of FL COVID Rep 06-16-2020
Highlands,5,3,5654,192,3,5849,html version of FL COVID Rep 06-16-2020
Columbia,3,5,4725,187,4,4917,html version of FL COVID Rep 06-16-2020
Bay,27,3,5590,157,3,5750,html version of FL COVID Rep 06-16-2020
Citrus,1,3,7597,152,2,7752,html version of FL COVID Rep 06-16-2020
Walton,1,4,2551,152,6,2707,html version of FL COVID Rep 06-16-2020
Hernando,,1,7509,146,2,7656,html version of FL COVID Rep 06-16-2020
Monroe,48,,4155,131,3,4286,html version of FL COVID Rep 06-16-2020
Levy,,2,2545,127,5,2674,html version of FL COVID Rep 06-16-2020
Glades,1,,396,118,23,514,html version of FL COVID Rep 06-16-2020
Unknown,,16,1783,97,5,1896,html version of FL COVID Rep 06-16-2020
Nassau,,1,5239,94,2,5334,html version of FL COVID Rep 06-16-2020
Washington,1,1,1484,94,6,1579,html version of FL COVID Rep 06-16-2020
Madison,,2,1396,84,6,1482,html version of FL COVID Rep 06-16-2020
Gilchrist,,1,1726,73,4,1800,html version of FL COVID Rep 06-16-2020
Calhoun,,2,646,66,9,714,html version of FL COVID Rep 06-16-2020
Taylor,,2,1228,60,5,1290,html version of FL COVID Rep 06-16-2020
Dixie,,,1161,60,5,1221,html version of FL COVID Rep 06-16-2020
Bradford,1,1,2012,53,3,2066,html version of FL COVID Rep 06-16-2020
Union,,,1988,38,2,2026,html version of FL COVID Rep 06-16-2020
Wakulla,1,,1731,35,2,1766,html version of FL COVID Rep 06-16-2020
Baker,,,1372,34,2,1406,html version of FL COVID Rep 06-16-2020
Jefferson,,1,915,33,3,949,html version of FL COVID Rep 06-16-2020
Holmes,,1,1070,31,3,1102,html version of FL COVID Rep 06-16-2020
Lafayette,,,410,15,4,425,html version of FL COVID Rep 06-16-2020
Gulf,,,1222,11,1,1233,html version of FL COVID Rep 06-16-2020
Franklin,,,715,2,0,717,html version of FL COVID Rep 06-16-2020
Total,1150,988,1380200,80109,5,1461297,html version of FL COVID Rep 06-16-2020
