COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,197,1053,431551,92345,18,524949,html version of FL COVID Rep 07-22-2020
Broward,123,400,292681,43747,13,336828,html version of FL COVID Rep 07-22-2020
Palm Beach,198,456,194595,27506,12,222557,html version of FL COVID Rep 07-22-2020
Hillsborough,147,265,169511,24891,13,194667,html version of FL COVID Rep 07-22-2020
Orange,365,249,195829,24700,11,220778,html version of FL COVID Rep 07-22-2020
Duval,107,199,153494,17979,10,171672,html version of FL COVID Rep 07-22-2020
Pinellas,23,96,129674,14191,10,143961,html version of FL COVID Rep 07-22-2020
Lee,21,29,82204,13395,14,95628,html version of FL COVID Rep 07-22-2020
Polk,30,71,66837,10309,13,77217,html version of FL COVID Rep 07-22-2020
Collier,155,55,44376,8249,16,52680,html version of FL COVID Rep 07-22-2020
Manatee,5,35,61721,7078,10,68834,html version of FL COVID Rep 07-22-2020
Osceola,68,104,41871,6687,14,48662,html version of FL COVID Rep 07-22-2020
Escambia,18,32,50458,6302,11,56792,html version of FL COVID Rep 07-22-2020
Volusia,20,65,53404,5657,10,59126,html version of FL COVID Rep 07-22-2020
Seminole,29,53,50808,5633,10,56494,html version of FL COVID Rep 07-22-2020
Pasco,52,38,49531,5260,10,54829,html version of FL COVID Rep 07-22-2020
Sarasota,28,35,55576,4567,8,60178,html version of FL COVID Rep 07-22-2020
Brevard,4,51,66352,4561,6,70964,html version of FL COVID Rep 07-22-2020
St. Lucie,216,46,30109,3896,11,34051,html version of FL COVID Rep 07-22-2020
Lake,44,32,48095,3594,7,51721,html version of FL COVID Rep 07-22-2020
Leon,19,87,43189,3319,7,46595,html version of FL COVID Rep 07-22-2020
Martin,40,33,19087,3250,15,22370,html version of FL COVID Rep 07-22-2020
Marion,341,24,33851,2826,8,36701,html version of FL COVID Rep 07-22-2020
Alachua,4,20,56246,2809,5,59075,html version of FL COVID Rep 07-22-2020
St. Johns,32,30,30331,2670,8,33031,html version of FL COVID Rep 07-22-2020
Bay,2,27,16915,2269,12,19211,html version of FL COVID Rep 07-22-2020
Clay,10,13,25595,2249,8,27857,html version of FL COVID Rep 07-22-2020
Okaloosa,24,29,20370,2104,9,22503,html version of FL COVID Rep 07-22-2020
Santa Rosa,1,16,19219,2090,10,21325,html version of FL COVID Rep 07-22-2020
Indian River,35,10,19955,1729,8,21694,html version of FL COVID Rep 07-22-2020
Charlotte,5,9,18363,1536,8,19908,html version of FL COVID Rep 07-22-2020
Columbia,3,38,8428,1523,15,9989,html version of FL COVID Rep 07-22-2020
Hendry,3,11,5686,1427,20,7124,html version of FL COVID Rep 07-22-2020
Hernando,,6,14001,1273,8,15280,html version of FL COVID Rep 07-22-2020
Desoto,6,18,7230,1112,13,8360,html version of FL COVID Rep 07-22-2020
Putnam,3,5,9159,1050,10,10214,html version of FL COVID Rep 07-22-2020
Monroe,34,9,9176,978,10,10163,html version of FL COVID Rep 07-22-2020
Gadsden,,35,7837,957,11,8829,html version of FL COVID Rep 07-22-2020
Suwannee,1,8,5063,934,16,6005,html version of FL COVID Rep 07-22-2020
Jackson,2,13,7202,916,11,8131,html version of FL COVID Rep 07-22-2020
Citrus,8,8,13952,911,6,14871,html version of FL COVID Rep 07-22-2020
Walton,1,39,6190,898,13,7127,html version of FL COVID Rep 07-22-2020
Sumter,49,12,12951,881,6,13844,html version of FL COVID Rep 07-22-2020
Highlands,6,13,12087,876,7,12976,html version of FL COVID Rep 07-22-2020
Nassau,18,18,11331,838,7,12187,html version of FL COVID Rep 07-22-2020
Hardee,,3,3136,726,19,3865,html version of FL COVID Rep 07-22-2020
Flagler,3,14,11329,696,6,12039,html version of FL COVID Rep 07-22-2020
Okeechobee,2,7,4543,694,13,5244,html version of FL COVID Rep 07-22-2020
Hamilton,1,2,3081,523,15,3606,html version of FL COVID Rep 07-22-2020
Madison,1,25,3890,492,11,4407,html version of FL COVID Rep 07-22-2020
Unknown,,29,3957,420,10,4406,html version of FL COVID Rep 07-22-2020
Levy,,8,4474,414,8,4896,html version of FL COVID Rep 07-22-2020
Washington,3,1,2904,367,11,3272,html version of FL COVID Rep 07-22-2020
Wakulla,2,10,3884,341,8,4235,html version of FL COVID Rep 07-22-2020
Holmes,,7,3230,331,9,3568,html version of FL COVID Rep 07-22-2020
Liberty,,1,2536,320,11,2857,html version of FL COVID Rep 07-22-2020
Glades,,1,650,289,31,940,html version of FL COVID Rep 07-22-2020
Gilchrist,1,6,2820,277,9,3103,html version of FL COVID Rep 07-22-2020
Baker,9,,3473,250,7,3723,html version of FL COVID Rep 07-22-2020
Calhoun,1,6,1653,230,12,1889,html version of FL COVID Rep 07-22-2020
Taylor,,2,2215,226,9,2443,html version of FL COVID Rep 07-22-2020
Bradford,1,2,3347,205,6,3554,html version of FL COVID Rep 07-22-2020
Gulf,1,4,2706,205,7,2915,html version of FL COVID Rep 07-22-2020
Dixie,,2,1882,203,10,2087,html version of FL COVID Rep 07-22-2020
Union,,1,2739,161,6,2901,html version of FL COVID Rep 07-22-2020
Jefferson,1,1,1708,122,7,1831,html version of FL COVID Rep 07-22-2020
Franklin,1,1,2152,81,4,2234,html version of FL COVID Rep 07-22-2020
Lafayette,,2,692,74,10,768,html version of FL COVID Rep 07-22-2020
Total,2524,4030,2775092,379619,12,3158741,html version of FL COVID Rep 07-22-2020
