COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,121,208,215370,22197,9,237775,html version of FL COVID Rep 06-15-2020
Broward,26,73,135310,9086,6,144469,html version of FL COVID Rep 06-15-2020
Palm Beach,140,235,99158,9015,8,108408,html version of FL COVID Rep 06-15-2020
Hillsborough,53,78,82380,3826,4,86284,html version of FL COVID Rep 06-15-2020
Orange,31,57,94760,3282,3,98099,html version of FL COVID Rep 06-15-2020
Lee,25,9,39470,2877,7,42356,html version of FL COVID Rep 06-15-2020
Collier,56,9,22717,2592,10,25318,html version of FL COVID Rep 06-15-2020
Pinellas,60,18,64188,2389,4,66595,html version of FL COVID Rep 06-15-2020
Duval,28,46,70015,2032,3,72093,html version of FL COVID Rep 06-15-2020
Polk,11,8,31398,1509,5,32915,html version of FL COVID Rep 06-15-2020
Manatee,,10,26739,1421,5,28170,html version of FL COVID Rep 06-15-2020
Martin,8,7,11540,1218,10,12765,html version of FL COVID Rep 06-15-2020
Escambia,1,9,24764,999,4,25772,html version of FL COVID Rep 06-15-2020
Volusia,,15,28713,946,3,29674,html version of FL COVID Rep 06-15-2020
St. Lucie,78,5,16515,926,5,17446,html version of FL COVID Rep 06-15-2020
Osceola,45,16,17946,848,5,18810,html version of FL COVID Rep 06-15-2020
Seminole,5,12,25378,790,3,26180,html version of FL COVID Rep 06-15-2020
Sarasota,,4,26628,780,3,27412,html version of FL COVID Rep 06-15-2020
Hendry,1,,3259,650,17,3909,html version of FL COVID Rep 06-15-2020
Brevard,2,2,30275,565,2,30842,html version of FL COVID Rep 06-15-2020
Alachua,,7,30316,551,2,30874,html version of FL COVID Rep 06-15-2020
Pasco,18,10,24032,543,2,24585,html version of FL COVID Rep 06-15-2020
Charlotte,4,2,8638,537,6,9177,html version of FL COVID Rep 06-15-2020
Lake,14,12,23832,482,2,24326,html version of FL COVID Rep 06-15-2020
Leon,14,5,20603,474,2,21082,html version of FL COVID Rep 06-15-2020
Clay,,4,13028,440,3,13472,html version of FL COVID Rep 06-15-2020
Desoto,11,3,3166,387,11,3556,html version of FL COVID Rep 06-15-2020
Okaloosa,,7,9815,337,3,10159,html version of FL COVID Rep 06-15-2020
Jackson,1,8,4126,320,7,4454,html version of FL COVID Rep 06-15-2020
Marion,257,7,18435,315,2,18757,html version of FL COVID Rep 06-15-2020
St. Johns,15,22,14296,315,2,14633,html version of FL COVID Rep 06-15-2020
Gadsden,,6,4889,305,6,5200,html version of FL COVID Rep 06-15-2020
Santa Rosa,2,2,10285,293,3,10580,html version of FL COVID Rep 06-15-2020
Hamilton,,1,2084,272,12,2357,html version of FL COVID Rep 06-15-2020
Sumter,23,5,5642,267,5,5914,html version of FL COVID Rep 06-15-2020
Liberty,,2,2069,220,10,2291,html version of FL COVID Rep 06-15-2020
Indian River,27,,8769,216,2,8985,html version of FL COVID Rep 06-15-2020
Flagler,,4,6479,207,3,6690,html version of FL COVID Rep 06-15-2020
Hardee,,1,1392,205,13,1598,html version of FL COVID Rep 06-15-2020
Suwannee,,2,2629,200,7,2831,html version of FL COVID Rep 06-15-2020
Putnam,2,1,4493,191,4,4685,html version of FL COVID Rep 06-15-2020
Okeechobee,,,2193,189,8,2382,html version of FL COVID Rep 06-15-2020
Columbia,3,6,4655,183,4,4844,html version of FL COVID Rep 06-15-2020
Highlands,5,3,5558,172,3,5733,html version of FL COVID Rep 06-15-2020
Bay,27,3,5511,153,3,5667,html version of FL COVID Rep 06-15-2020
Citrus,1,3,7496,150,2,7649,html version of FL COVID Rep 06-15-2020
Walton,,4,2446,150,6,2600,html version of FL COVID Rep 06-15-2020
Hernando,,1,7369,141,2,7511,html version of FL COVID Rep 06-15-2020
Monroe,49,,4047,130,3,4177,html version of FL COVID Rep 06-15-2020
Glades,,,392,116,23,508,html version of FL COVID Rep 06-15-2020
Levy,,1,2458,101,4,2560,html version of FL COVID Rep 06-15-2020
Unknown,,15,1775,97,5,1887,html version of FL COVID Rep 06-15-2020
Nassau,,1,5129,93,2,5223,html version of FL COVID Rep 06-15-2020
Washington,1,1,1447,91,6,1539,html version of FL COVID Rep 06-15-2020
Madison,,2,1388,82,6,1472,html version of FL COVID Rep 06-15-2020
Calhoun,,2,646,66,9,714,html version of FL COVID Rep 06-15-2020
Dixie,,,1128,60,5,1188,html version of FL COVID Rep 06-15-2020
Taylor,,2,1166,59,5,1227,html version of FL COVID Rep 06-15-2020
Bradford,1,1,1972,52,3,2025,html version of FL COVID Rep 06-15-2020
Union,,,1979,38,2,2017,html version of FL COVID Rep 06-15-2020
Wakulla,1,,1701,35,2,1736,html version of FL COVID Rep 06-15-2020
Jefferson,,1,905,32,3,938,html version of FL COVID Rep 06-15-2020
Holmes,,1,1043,31,3,1075,html version of FL COVID Rep 06-15-2020
Baker,,,1356,30,2,1386,html version of FL COVID Rep 06-15-2020
Gilchrist,,1,1242,26,2,1269,html version of FL COVID Rep 06-15-2020
Lafayette,,,408,13,3,421,html version of FL COVID Rep 06-15-2020
Gulf,,,1195,9,1,1204,html version of FL COVID Rep 06-15-2020
Franklin,,,712,2,0,714,html version of FL COVID Rep 06-15-2020
Total,1167,980,1352858,77326,5,1431164,html version of FL COVID Rep 06-15-2020
