COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,165,339,281968,37961,12,320268,html version of FL COVID Rep 07-01-2020
Broward,35,87,183467,16155,8,199709,html version of FL COVID Rep 07-01-2020
Palm Beach,167,233,131863,14447,10,146543,html version of FL COVID Rep 07-01-2020
Hillsborough,118,83,116385,11465,9,127933,html version of FL COVID Rep 07-01-2020
Orange,86,151,127464,10874,8,138489,html version of FL COVID Rep 07-01-2020
Pinellas,80,30,88027,6861,7,94918,html version of FL COVID Rep 07-01-2020
Duval,86,133,98538,6480,6,105151,html version of FL COVID Rep 07-01-2020
Lee,20,16,51532,5869,10,57417,html version of FL COVID Rep 07-01-2020
Collier,106,15,30010,4376,13,34401,html version of FL COVID Rep 07-01-2020
Polk,18,24,43316,4048,9,47388,html version of FL COVID Rep 07-01-2020
Manatee,2,17,37847,3015,7,40879,html version of FL COVID Rep 07-01-2020
Seminole,20,30,34647,2682,7,37359,html version of FL COVID Rep 07-01-2020
Volusia,27,31,38719,2219,5,40969,html version of FL COVID Rep 07-01-2020
Osceola,55,47,24236,2164,8,26447,html version of FL COVID Rep 07-01-2020
Pasco,44,10,33767,2133,6,35910,html version of FL COVID Rep 07-01-2020
Martin,35,23,14867,2112,12,17002,html version of FL COVID Rep 07-01-2020
Escambia,3,12,31880,2046,6,33938,html version of FL COVID Rep 07-01-2020
Brevard,10,5,43508,1962,4,45475,html version of FL COVID Rep 07-01-2020
St. Lucie,89,9,21085,1812,8,22906,html version of FL COVID Rep 07-01-2020
Sarasota,9,5,34911,1601,4,36517,html version of FL COVID Rep 07-01-2020
Lake,43,19,32509,1410,4,33938,html version of FL COVID Rep 07-01-2020
Alachua,,9,40646,1245,3,41900,html version of FL COVID Rep 07-01-2020
Leon,147,52,27957,1149,4,29158,html version of FL COVID Rep 07-01-2020
St. Johns,40,25,20028,989,5,21042,html version of FL COVID Rep 07-01-2020
Hendry,,2,4210,980,19,5192,html version of FL COVID Rep 07-01-2020
Charlotte,4,4,11725,793,6,12522,html version of FL COVID Rep 07-01-2020
Indian River,25,1,13757,739,5,14497,html version of FL COVID Rep 07-01-2020
Clay,8,11,16630,729,4,17370,html version of FL COVID Rep 07-01-2020
Marion,430,5,23438,727,3,24170,html version of FL COVID Rep 07-01-2020
Okaloosa,1,10,12759,704,5,13473,html version of FL COVID Rep 07-01-2020
Desoto,16,5,4095,634,13,4734,html version of FL COVID Rep 07-01-2020
Santa Rosa,3,2,12292,617,5,12911,html version of FL COVID Rep 07-01-2020
Suwannee,,4,3728,532,12,4264,html version of FL COVID Rep 07-01-2020
Hardee,,2,2060,440,18,2502,html version of FL COVID Rep 07-01-2020
Bay,84,9,7609,408,5,8026,html version of FL COVID Rep 07-01-2020
Hernando,,1,9888,408,4,10297,html version of FL COVID Rep 07-01-2020
Gadsden,2,7,5484,389,7,5880,html version of FL COVID Rep 07-01-2020
Okeechobee,,,3294,383,10,3677,html version of FL COVID Rep 07-01-2020
Putnam,2,1,6259,381,6,6641,html version of FL COVID Rep 07-01-2020
Sumter,23,7,7450,368,5,7825,html version of FL COVID Rep 07-01-2020
Highlands,7,14,8860,365,4,9239,html version of FL COVID Rep 07-01-2020
Jackson,7,9,4887,365,7,5261,html version of FL COVID Rep 07-01-2020
Hamilton,1,1,2379,345,13,2725,html version of FL COVID Rep 07-01-2020
Citrus,2,4,9689,323,3,10016,html version of FL COVID Rep 07-01-2020
Flagler,2,5,7998,323,4,8326,html version of FL COVID Rep 07-01-2020
Columbia,3,5,5657,296,5,5958,html version of FL COVID Rep 07-01-2020
Monroe,43,,5427,270,5,5697,html version of FL COVID Rep 07-01-2020
Walton,1,5,3290,257,7,3552,html version of FL COVID Rep 07-01-2020
Liberty,,2,2113,222,9,2337,html version of FL COVID Rep 07-01-2020
Madison,3,3,1792,200,10,1995,html version of FL COVID Rep 07-01-2020
Nassau,9,3,7034,196,3,7233,html version of FL COVID Rep 07-01-2020
Holmes,,4,2363,181,7,2548,html version of FL COVID Rep 07-01-2020
Levy,,2,3081,181,6,3264,html version of FL COVID Rep 07-01-2020
Unknown,2,13,2196,167,7,2376,html version of FL COVID Rep 07-01-2020
Glades,,,476,164,26,640,html version of FL COVID Rep 07-01-2020
Washington,3,1,1734,112,6,1847,html version of FL COVID Rep 07-01-2020
Gilchrist,,3,2240,102,4,2345,html version of FL COVID Rep 07-01-2020
Bradford,1,2,2556,84,3,2642,html version of FL COVID Rep 07-01-2020
Taylor,1,2,1339,80,6,1421,html version of FL COVID Rep 07-01-2020
Calhoun,2,2,821,77,9,900,html version of FL COVID Rep 07-01-2020
Baker,1,,1744,72,4,1816,html version of FL COVID Rep 07-01-2020
Dixie,,,1324,69,5,1393,html version of FL COVID Rep 07-01-2020
Wakulla,1,3,2173,65,3,2241,html version of FL COVID Rep 07-01-2020
Union,1,,2242,62,3,2304,html version of FL COVID Rep 07-01-2020
Jefferson,,1,1205,51,4,1257,html version of FL COVID Rep 07-01-2020
Lafayette,,1,515,32,6,548,html version of FL COVID Rep 07-01-2020
Gulf,,,1517,23,1,1540,html version of FL COVID Rep 07-01-2020
Franklin,1,,850,6,1,856,html version of FL COVID Rep 07-01-2020
Total,2094,1561,1821357,158997,8,1981915,html version of FL COVID Rep 07-01-2020
