COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,193,996,416876,87035,17,504907,html version of FL COVID Rep 07-20-2020
Broward,108,346,281296,40976,13,322618,html version of FL COVID Rep 07-20-2020
Palm Beach,202,440,188998,26426,12,215864,html version of FL COVID Rep 07-20-2020
Hillsborough,148,259,165742,24135,13,190136,html version of FL COVID Rep 07-20-2020
Orange,367,247,189940,23584,11,213771,html version of FL COVID Rep 07-20-2020
Duval,103,197,148096,17245,10,165538,html version of FL COVID Rep 07-20-2020
Pinellas,29,99,126770,13705,10,140574,html version of FL COVID Rep 07-20-2020
Lee,19,26,80184,12906,14,93116,html version of FL COVID Rep 07-20-2020
Polk,28,71,65174,9877,13,75122,html version of FL COVID Rep 07-20-2020
Collier,152,51,42960,7934,16,50945,html version of FL COVID Rep 07-20-2020
Manatee,2,34,59637,6738,10,66409,html version of FL COVID Rep 07-20-2020
Osceola,67,93,40162,6268,13,46523,html version of FL COVID Rep 07-20-2020
Escambia,18,26,48931,5900,11,54857,html version of FL COVID Rep 07-20-2020
Seminole,27,52,49400,5411,10,54863,html version of FL COVID Rep 07-20-2020
Volusia,23,69,52171,5297,9,57537,html version of FL COVID Rep 07-20-2020
Pasco,51,40,48556,5050,9,53646,html version of FL COVID Rep 07-20-2020
Sarasota,28,32,53891,4338,7,58261,html version of FL COVID Rep 07-20-2020
Brevard,4,50,64292,4303,6,68645,html version of FL COVID Rep 07-20-2020
St. Lucie,216,44,29371,3706,11,33121,html version of FL COVID Rep 07-20-2020
Lake,44,33,46618,3391,7,50042,html version of FL COVID Rep 07-20-2020
Martin,37,32,18731,3152,14,21915,html version of FL COVID Rep 07-20-2020
Leon,14,81,41793,3140,7,45014,html version of FL COVID Rep 07-20-2020
Alachua,2,18,54980,2683,5,57681,html version of FL COVID Rep 07-20-2020
Marion,238,24,33070,2550,7,35644,html version of FL COVID Rep 07-20-2020
St. Johns,34,32,29546,2541,8,32119,html version of FL COVID Rep 07-20-2020
Clay,10,13,24921,2137,8,27071,html version of FL COVID Rep 07-20-2020
Bay,3,26,16544,2105,11,18675,html version of FL COVID Rep 07-20-2020
Santa Rosa,1,17,18663,1976,10,20656,html version of FL COVID Rep 07-20-2020
Okaloosa,24,26,19905,1973,9,21904,html version of FL COVID Rep 07-20-2020
Indian River,34,9,19641,1649,8,21299,html version of FL COVID Rep 07-20-2020
Charlotte,5,11,17896,1470,8,19377,html version of FL COVID Rep 07-20-2020
Hendry,1,11,5541,1389,20,6941,html version of FL COVID Rep 07-20-2020
Columbia,3,37,8139,1372,14,9548,html version of FL COVID Rep 07-20-2020
Hernando,,4,13733,1207,8,14944,html version of FL COVID Rep 07-20-2020
Desoto,10,19,6921,1086,14,8026,html version of FL COVID Rep 07-20-2020
Putnam,3,5,8985,984,10,9974,html version of FL COVID Rep 07-20-2020
Suwannee,,8,4998,895,15,5901,html version of FL COVID Rep 07-20-2020
Monroe,37,9,8730,894,9,9633,html version of FL COVID Rep 07-20-2020
Jackson,2,11,6937,857,11,7805,html version of FL COVID Rep 07-20-2020
Citrus,7,7,13621,855,6,14483,html version of FL COVID Rep 07-20-2020
Gadsden,1,24,7470,854,10,8348,html version of FL COVID Rep 07-20-2020
Sumter,44,12,12713,843,6,13568,html version of FL COVID Rep 07-20-2020
Walton,,19,5800,822,12,6641,html version of FL COVID Rep 07-20-2020
Nassau,17,18,10972,784,7,11774,html version of FL COVID Rep 07-20-2020
Highlands,6,12,11728,778,6,12518,html version of FL COVID Rep 07-20-2020
Hardee,,3,3069,710,19,3782,html version of FL COVID Rep 07-20-2020
Okeechobee,2,7,4404,662,13,5073,html version of FL COVID Rep 07-20-2020
Flagler,5,11,11056,659,6,11726,html version of FL COVID Rep 07-20-2020
Hamilton,1,2,3052,516,14,3570,html version of FL COVID Rep 07-20-2020
Madison,2,25,3695,451,11,4171,html version of FL COVID Rep 07-20-2020
Unknown,,28,3803,403,10,4234,html version of FL COVID Rep 07-20-2020
Levy,,9,4267,375,8,4651,html version of FL COVID Rep 07-20-2020
Holmes,,6,3159,313,9,3478,html version of FL COVID Rep 07-20-2020
Liberty,,1,2491,311,11,2803,html version of FL COVID Rep 07-20-2020
Washington,5,1,2693,310,10,3004,html version of FL COVID Rep 07-20-2020
Wakulla,1,9,3585,297,8,3891,html version of FL COVID Rep 07-20-2020
Glades,,1,639,286,31,926,html version of FL COVID Rep 07-20-2020
Baker,9,,3414,238,7,3652,html version of FL COVID Rep 07-20-2020
Gilchrist,,4,2756,230,8,2990,html version of FL COVID Rep 07-20-2020
Calhoun,1,6,1622,229,12,1857,html version of FL COVID Rep 07-20-2020
Taylor,,1,2068,214,9,2283,html version of FL COVID Rep 07-20-2020
Bradford,1,3,3293,195,6,3491,html version of FL COVID Rep 07-20-2020
Dixie,,,1792,190,10,1982,html version of FL COVID Rep 07-20-2020
Gulf,,4,2667,178,6,2849,html version of FL COVID Rep 07-20-2020
Union,,1,2710,142,5,2853,html version of FL COVID Rep 07-20-2020
Jefferson,1,1,1659,113,6,1773,html version of FL COVID Rep 07-20-2020
Franklin,1,1,2105,77,4,2183,html version of FL COVID Rep 07-20-2020
Lafayette,,2,670,73,10,745,html version of FL COVID Rep 07-20-2020
State-Call Center,,,,1,100,1,html version of FL COVID Rep 07-20-2020
Total,2391,3816,2691712,360394,12,3055922,html version of FL COVID Rep 07-20-2020
