COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,101,,3375,491,13,3867,html version of FL COVID Rep 03-25-2020(PM)
Broward,242,,3560,412,10,3972,html version of FL COVID Rep 03-25-2020(PM)
Palm Beach,21,,1025,141,12,1166,html version of FL COVID Rep 03-25-2020(PM)
Hillsborough,10,,1773,123,6,1896,html version of FL COVID Rep 03-25-2020(PM)
Orange,22,,1112,89,7,1201,html version of FL COVID Rep 03-25-2020(PM)
Duval,245,,744,60,7,804,html version of FL COVID Rep 03-25-2020(PM)
Collier,42,,520,57,10,577,html version of FL COVID Rep 03-25-2020(PM)
Pinellas,52,,941,54,5,995,html version of FL COVID Rep 03-25-2020(PM)
Lee,34,,526,52,9,578,html version of FL COVID Rep 03-25-2020(PM)
Alachua,53,,749,46,6,795,html version of FL COVID Rep 03-25-2020(PM)
Osceola,73,,257,39,13,296,html version of FL COVID Rep 03-25-2020(PM)
Sarasota,91,,415,32,7,447,html version of FL COVID Rep 03-25-2020(PM)
Seminole,32,,408,32,7,440,html version of FL COVID Rep 03-25-2020(PM)
St. Johns,25,,389,28,7,417,html version of FL COVID Rep 03-25-2020(PM)
Volusia,9,,266,28,10,294,html version of FL COVID Rep 03-25-2020(PM)
Manatee,9,,153,26,15,179,html version of FL COVID Rep 03-25-2020(PM)
Lake,8,,300,22,7,323,html version of FL COVID Rep 03-25-2020(PM)
Okaloosa,20,,88,18,17,106,html version of FL COVID Rep 03-25-2020(PM)
Pasco,21,,344,18,5,362,html version of FL COVID Rep 03-25-2020(PM)
Sumter,19,,205,18,8,224,html version of FL COVID Rep 03-25-2020(PM)
Escambia,3,,217,17,7,234,html version of FL COVID Rep 03-25-2020(PM)
Clay,17,,122,16,12,138,html version of FL COVID Rep 03-25-2020(PM)
Polk,44,,345,15,4,360,html version of FL COVID Rep 03-25-2020(PM)
Walton,12,,48,13,21,61,html version of FL COVID Rep 03-25-2020(PM)
Brevard,16,,218,12,5,230,html version of FL COVID Rep 03-25-2020(PM)
Indian River,8,,120,12,9,132,html version of FL COVID Rep 03-25-2020(PM)
Monroe,22,,79,11,12,90,html version of FL COVID Rep 03-25-2020(PM)
Citrus,14,,100,9,8,109,html version of FL COVID Rep 03-25-2020(PM)
St. Lucie,13,,127,9,7,136,html version of FL COVID Rep 03-25-2020(PM)
Hernando,1,,106,8,7,114,html version of FL COVID Rep 03-25-2020(PM)
Leon,9,,248,8,3,256,html version of FL COVID Rep 03-25-2020(PM)
Santa Rosa,3,,103,8,7,111,html version of FL COVID Rep 03-25-2020(PM)
Martin,3,,97,7,7,104,html version of FL COVID Rep 03-25-2020(PM)
Flagler,0,,74,6,8,80,html version of FL COVID Rep 03-25-2020(PM)
Baker,8,,28,5,15,33,html version of FL COVID Rep 03-25-2020(PM)
Highlands,6,,23,5,18,28,html version of FL COVID Rep 03-25-2020(PM)
Marion,123,,177,5,3,182,html version of FL COVID Rep 03-25-2020(PM)
Putnam,45,,122,5,4,127,html version of FL COVID Rep 03-25-2020(PM)
Desoto,20,,24,4,14,28,html version of FL COVID Rep 03-25-2020(PM)
Nassau,1,,34,4,11,38,html version of FL COVID Rep 03-25-2020(PM)
Bay,3,,51,3,6,54,html version of FL COVID Rep 03-25-2020(PM)
Charlotte,5,,100,3,3,103,html version of FL COVID Rep 03-25-2020(PM)
Columbia,25,,45,3,6,48,html version of FL COVID Rep 03-25-2020(PM)
Bradford,3,,32,1,3,33,html version of FL COVID Rep 03-25-2020(PM)
Gadsden,0,,25,1,4,26,html version of FL COVID Rep 03-25-2020(PM)
Jackson,2,,39,1,3,40,html version of FL COVID Rep 03-25-2020(PM)
Calhoun,0,,6,0,0,6,html version of FL COVID Rep 03-25-2020(PM)
Dixie,0,,13,0,0,13,html version of FL COVID Rep 03-25-2020(PM)
Franklin,1,,12,0,0,12,html version of FL COVID Rep 03-25-2020(PM)
Gilchrist,0,,12,0,0,12,html version of FL COVID Rep 03-25-2020(PM)
Glades,0,,2,0,0,2,html version of FL COVID Rep 03-25-2020(PM)
Gulf,7,,18,0,0,18,html version of FL COVID Rep 03-25-2020(PM)
Hamilton,0,,9,0,0,9,html version of FL COVID Rep 03-25-2020(PM)
Hardee,0,,8,0,0,8,html version of FL COVID Rep 03-25-2020(PM)
Hendry,2,,20,0,0,20,html version of FL COVID Rep 03-25-2020(PM)
Holmes,2,,12,0,0,12,html version of FL COVID Rep 03-25-2020(PM)
Jefferson,0,,8,0,0,8,html version of FL COVID Rep 03-25-2020(PM)
Lafayette,1,,8,0,0,8,html version of FL COVID Rep 03-25-2020(PM)
Levy,0,,35,0,0,35,html version of FL COVID Rep 03-25-2020(PM)
Liberty,0,,1,0,0,1,html version of FL COVID Rep 03-25-2020(PM)
Madison,1,,15,0,0,15,html version of FL COVID Rep 03-25-2020(PM)
Okeechobee,9,,22,0,0,22,html version of FL COVID Rep 03-25-2020(PM)
Suwannee,14,,24,0,0,24,html version of FL COVID Rep 03-25-2020(PM)
Taylor,0,,21,0,0,21,html version of FL COVID Rep 03-25-2020(PM)
Union,1,,24,0,0,24,html version of FL COVID Rep 03-25-2020(PM)
Unknown,0,,4,0,0,4,html version of FL COVID Rep 03-25-2020(PM)
Wakulla,0,,25,0,0,25,html version of FL COVID Rep 03-25-2020(PM)
Washington,5,,12,0,0,12,html version of FL COVID Rep 03-25-2020(PM)
Total,1578,,20165,1977,9,22145,html version of FL COVID Rep 03-25-2020(PM)
