COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,133,,9190,2123,19,11314,html version of FL COVID Rep 03-31-2020(PM)
Broward,102,,10508,1219,10,11729,html version of FL COVID Rep 03-31-2020(PM)
Palm Beach,59,,2631,551,17,3182,html version of FL COVID Rep 03-31-2020(PM)
Orange,13,,3602,373,9,3975,html version of FL COVID Rep 03-31-2020(PM)
Hillsborough,8,,4328,305,7,4633,html version of FL COVID Rep 03-31-2020(PM)
Duval,177,,2896,207,7,3103,html version of FL COVID Rep 03-31-2020(PM)
Lee,9,,1952,206,10,2158,html version of FL COVID Rep 03-31-2020(PM)
Pinellas,66,,2685,167,6,2855,html version of FL COVID Rep 03-31-2020(PM)
Collier,35,,1210,146,11,1356,html version of FL COVID Rep 03-31-2020(PM)
Osceola,61,,703,110,14,813,html version of FL COVID Rep 03-31-2020(PM)
Seminole,20,,1067,103,9,1171,html version of FL COVID Rep 03-31-2020(PM)
Escambia,2,,823,94,10,917,html version of FL COVID Rep 03-31-2020(PM)
Alachua,16,,1340,87,6,1428,html version of FL COVID Rep 03-31-2020(PM)
Volusia,4,,737,80,10,817,html version of FL COVID Rep 03-31-2020(PM)
St. Johns,29,,860,79,8,940,html version of FL COVID Rep 03-31-2020(PM)
Sarasota,34,,773,76,9,849,html version of FL COVID Rep 03-31-2020(PM)
Polk,32,,1109,73,6,1182,html version of FL COVID Rep 03-31-2020(PM)
Lake,6,,1107,66,6,1176,html version of FL COVID Rep 03-31-2020(PM)
Manatee,6,,376,53,12,429,html version of FL COVID Rep 03-31-2020(PM)
Sumter,5,,728,51,7,780,html version of FL COVID Rep 03-31-2020(PM)
Santa Rosa,2,,331,44,12,375,html version of FL COVID Rep 03-31-2020(PM)
Clay,4,,410,41,9,451,html version of FL COVID Rep 03-31-2020(PM)
Pasco,13,,1020,40,4,1061,html version of FL COVID Rep 03-31-2020(PM)
Okaloosa,42,,236,39,14,275,html version of FL COVID Rep 03-31-2020(PM)
St. Lucie,14,,498,38,7,536,html version of FL COVID Rep 03-31-2020(PM)
Brevard,7,,574,37,6,611,html version of FL COVID Rep 03-31-2020(PM)
Indian River,7,,302,33,10,335,html version of FL COVID Rep 03-31-2020(PM)
Martin,5,,282,28,9,310,html version of FL COVID Rep 03-31-2020(PM)
Monroe,67,,179,27,13,206,html version of FL COVID Rep 03-31-2020(PM)
Leon,3,,591,26,4,617,html version of FL COVID Rep 03-31-2020(PM)
Marion,149,,628,25,4,653,html version of FL COVID Rep 03-31-2020(PM)
Charlotte,5,,296,24,8,320,html version of FL COVID Rep 03-31-2020(PM)
Hernando,1,,293,24,8,317,html version of FL COVID Rep 03-31-2020(PM)
Citrus,3,,243,19,7,262,html version of FL COVID Rep 03-31-2020(PM)
Flagler,0,,185,18,9,203,html version of FL COVID Rep 03-31-2020(PM)
Walton,1,,108,18,14,126,html version of FL COVID Rep 03-31-2020(PM)
Highlands,12,,83,17,17,101,html version of FL COVID Rep 03-31-2020(PM)
Putnam,5,,266,13,5,279,html version of FL COVID Rep 03-31-2020(PM)
Nassau,0,,135,10,7,145,html version of FL COVID Rep 03-31-2020(PM)
Baker,1,,65,9,12,74,html version of FL COVID Rep 03-31-2020(PM)
Bay,3,,132,8,6,140,html version of FL COVID Rep 03-31-2020(PM)
Desoto,5,,105,7,6,112,html version of FL COVID Rep 03-31-2020(PM)
Hendry,1,,58,4,6,62,html version of FL COVID Rep 03-31-2020(PM)
Columbia,42,,135,3,2,138,html version of FL COVID Rep 03-31-2020(PM)
Glades,0,,4,3,43,7,html version of FL COVID Rep 03-31-2020(PM)
Suwannee,6,,66,3,4,69,html version of FL COVID Rep 03-31-2020(PM)
Bradford,1,,67,2,3,69,html version of FL COVID Rep 03-31-2020(PM)
Jackson,14,,73,2,3,75,html version of FL COVID Rep 03-31-2020(PM)
Levy,1,,97,2,2,99,html version of FL COVID Rep 03-31-2020(PM)
Unknown,10,,12,2,14,14,html version of FL COVID Rep 03-31-2020(PM)
Calhoun,0,,13,1,7,14,html version of FL COVID Rep 03-31-2020(PM)
Gadsden,0,,45,1,2,46,html version of FL COVID Rep 03-31-2020(PM)
Holmes,5,,27,1,4,28,html version of FL COVID Rep 03-31-2020(PM)
Union,2,,42,1,2,43,html version of FL COVID Rep 03-31-2020(PM)
Wakulla,0,,50,1,2,51,html version of FL COVID Rep 03-31-2020(PM)
Washington,7,,40,1,2,41,html version of FL COVID Rep 03-31-2020(PM)
Dixie,0,,40,0,0,40,html version of FL COVID Rep 03-31-2020(PM)
Franklin,0,,20,0,0,20,html version of FL COVID Rep 03-31-2020(PM)
Gilchrist,0,,39,0,0,39,html version of FL COVID Rep 03-31-2020(PM)
Gulf,0,,40,0,0,40,html version of FL COVID Rep 03-31-2020(PM)
Hamilton,5,,21,0,0,21,html version of FL COVID Rep 03-31-2020(PM)
Hardee,0,,18,0,0,18,html version of FL COVID Rep 03-31-2020(PM)
Jefferson,0,,18,0,0,18,html version of FL COVID Rep 03-31-2020(PM)
Lafayette,0,,11,0,0,11,html version of FL COVID Rep 03-31-2020(PM)
Liberty,0,,3,0,0,3,html version of FL COVID Rep 03-31-2020(PM)
Madison,0,,29,0,0,29,html version of FL COVID Rep 03-31-2020(PM)
Okeechobee,1,,54,0,0,54,html version of FL COVID Rep 03-31-2020(PM)
Taylor,0,,35,0,0,35,html version of FL COVID Rep 03-31-2020(PM)
Total,1261,,56644,6741,11,63400,html version of FL COVID Rep 03-31-2020(PM)
