COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,290,175,83256,13092,14,96523,html version of FL COVID Rep 05-04-2020
Broward,34,36,47300,5383,10,52719,html version of FL COVID Rep 05-04-2020
Palm Beach,55,219,29547,3311,10,33077,html version of FL COVID Rep 05-04-2020
Orange,10,3,27951,1438,5,29392,html version of FL COVID Rep 05-04-2020
Hillsborough,12,32,23505,1300,5,24837,html version of FL COVID Rep 05-04-2020
Lee,15,2,11484,1138,9,12624,html version of FL COVID Rep 05-04-2020
Duval,79,10,26046,1072,4,27128,html version of FL COVID Rep 05-04-2020
Pinellas,264,10,15179,784,5,15973,html version of FL COVID Rep 05-04-2020
Collier,11,1,5393,653,11,6047,html version of FL COVID Rep 05-04-2020
Manatee,,2,3750,636,14,4388,html version of FL COVID Rep 05-04-2020
Escambia,18,7,8085,595,7,8687,html version of FL COVID Rep 05-04-2020
Polk,5,2,7870,536,6,8408,html version of FL COVID Rep 05-04-2020
Osceola,43,3,6075,516,8,6594,html version of FL COVID Rep 05-04-2020
Volusia,2,3,10428,514,5,10945,html version of FL COVID Rep 05-04-2020
Seminole,3,4,7846,396,5,8246,html version of FL COVID Rep 05-04-2020
Sarasota,2,1,4778,385,7,5164,html version of FL COVID Rep 05-04-2020
Brevard,1,2,9263,310,3,9575,html version of FL COVID Rep 05-04-2020
Alachua,,7,7129,289,4,7425,html version of FL COVID Rep 05-04-2020
Clay,,1,3963,285,7,4249,html version of FL COVID Rep 05-04-2020
Pasco,24,5,6305,282,4,6592,html version of FL COVID Rep 05-04-2020
St. Lucie,46,2,3378,260,7,3640,html version of FL COVID Rep 05-04-2020
Charlotte,7,1,2221,257,10,2479,html version of FL COVID Rep 05-04-2020
Leon,10,2,3851,243,6,4096,html version of FL COVID Rep 05-04-2020
Lake,8,,7221,235,3,7456,html version of FL COVID Rep 05-04-2020
Sumter,24,,1847,233,11,2080,html version of FL COVID Rep 05-04-2020
Martin,4,,1774,215,11,1989,html version of FL COVID Rep 05-04-2020
St. Johns,16,1,5262,211,4,5474,html version of FL COVID Rep 05-04-2020
Marion,91,2,4692,184,4,4878,html version of FL COVID Rep 05-04-2020
Okaloosa,1,1,2754,160,5,2915,html version of FL COVID Rep 05-04-2020
Santa Rosa,1,1,2844,158,5,3003,html version of FL COVID Rep 05-04-2020
Suwannee,,,1042,141,12,1183,html version of FL COVID Rep 05-04-2020
Flagler,,2,1662,140,8,1804,html version of FL COVID Rep 05-04-2020
Putnam,3,,1749,121,6,1870,html version of FL COVID Rep 05-04-2020
Gadsden,,,532,113,18,645,html version of FL COVID Rep 05-04-2020
Hendry,1,,671,111,14,782,html version of FL COVID Rep 05-04-2020
Citrus,1,2,1670,99,6,1771,html version of FL COVID Rep 05-04-2020
Indian River,50,,1878,98,5,1976,html version of FL COVID Rep 05-04-2020
Hernando,,,1760,96,5,1856,html version of FL COVID Rep 05-04-2020
Columbia,5,,1255,96,7,1351,html version of FL COVID Rep 05-04-2020
Highlands,5,1,1244,87,7,1332,html version of FL COVID Rep 05-04-2020
Monroe,27,,1295,80,6,1375,html version of FL COVID Rep 05-04-2020
Bay,,2,1624,76,4,1702,html version of FL COVID Rep 05-04-2020
Madison,3,,407,61,13,468,html version of FL COVID Rep 05-04-2020
Liberty,,,82,60,42,142,html version of FL COVID Rep 05-04-2020
Nassau,,,1556,59,4,1615,html version of FL COVID Rep 05-04-2020
Walton,,1,654,50,7,705,html version of FL COVID Rep 05-04-2020
Bradford,1,,770,48,6,818,html version of FL COVID Rep 05-04-2020
Desoto,4,,924,39,4,963,html version of FL COVID Rep 05-04-2020
Hardee,,,196,33,14,229,html version of FL COVID Rep 05-04-2020
Jefferson,1,,152,28,16,180,html version of FL COVID Rep 05-04-2020
Wakulla,,,401,24,6,425,html version of FL COVID Rep 05-04-2020
Baker,,,402,22,5,424,html version of FL COVID Rep 05-04-2020
Levy,,,722,20,3,742,html version of FL COVID Rep 05-04-2020
Okeechobee,1,,624,18,3,642,html version of FL COVID Rep 05-04-2020
Jackson,,,507,15,3,522,html version of FL COVID Rep 05-04-2020
Calhoun,1,1,149,15,9,165,html version of FL COVID Rep 05-04-2020
Washington,,,306,12,4,318,html version of FL COVID Rep 05-04-2020
Unknown,1,,58,12,17,70,html version of FL COVID Rep 05-04-2020
Holmes,,,504,10,2,514,html version of FL COVID Rep 05-04-2020
Dixie,,,234,10,4,244,html version of FL COVID Rep 05-04-2020
Hamilton,,,177,7,4,184,html version of FL COVID Rep 05-04-2020
Gilchrist,1,,263,6,2,269,html version of FL COVID Rep 05-04-2020
Glades,,,70,6,8,76,html version of FL COVID Rep 05-04-2020
Union,,,250,5,2,255,html version of FL COVID Rep 05-04-2020
Taylor,,,236,3,1,239,html version of FL COVID Rep 05-04-2020
Franklin,,,112,2,2,114,html version of FL COVID Rep 05-04-2020
Lafayette,,,83,2,2,85,html version of FL COVID Rep 05-04-2020
Gulf,,,155,1,1,156,html version of FL COVID Rep 05-04-2020
Total,1181,544,407373,36897,8,444814,html version of FL COVID Rep 05-04-2020
