COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,235,1665,533046,127677,19,662388,html version of FL COVID Rep 08-06-2020
Broward,167,730,360684,60058,14,421472,html version of FL COVID Rep 08-06-2020
Palm Beach,258,596,235743,35737,13,272076,html version of FL COVID Rep 08-06-2020
Orange,423,276,234416,30776,12,265468,html version of FL COVID Rep 08-06-2020
Hillsborough,187,478,204441,31563,13,236482,html version of FL COVID Rep 08-06-2020
Duval,171,217,182049,22568,11,204834,html version of FL COVID Rep 08-06-2020
Pinellas,22,136,150752,17358,10,168246,html version of FL COVID Rep 08-06-2020
Lee,27,56,95740,16090,14,111886,html version of FL COVID Rep 08-06-2020
Polk,50,83,79901,13654,15,93638,html version of FL COVID Rep 08-06-2020
Manatee,8,63,73970,9050,11,83083,html version of FL COVID Rep 08-06-2020
Brevard,10,59,75678,5794,7,81531,html version of FL COVID Rep 08-06-2020
Sarasota,24,48,65690,6025,8,71763,html version of FL COVID Rep 08-06-2020
Volusia,65,85,63923,7488,10,71496,html version of FL COVID Rep 08-06-2020
Alachua,3,23,65368,3952,6,69343,html version of FL COVID Rep 08-06-2020
Escambia,13,40,59901,8515,12,68456,html version of FL COVID Rep 08-06-2020
Seminole,60,64,59770,6932,10,66766,html version of FL COVID Rep 08-06-2020
Pasco,99,43,58749,6802,10,65594,html version of FL COVID Rep 08-06-2020
Lake,54,80,57389,4840,8,62309,html version of FL COVID Rep 08-06-2020
Osceola,108,128,52338,9286,15,61752,html version of FL COVID Rep 08-06-2020
Collier,207,63,51009,10118,17,61190,html version of FL COVID Rep 08-06-2020
Leon,20,115,52620,4643,8,57378,html version of FL COVID Rep 08-06-2020
Marion,355,83,42695,5707,12,48485,html version of FL COVID Rep 08-06-2020
St. Lucie,266,51,36106,5514,13,41671,html version of FL COVID Rep 08-06-2020
St. Johns,43,32,36283,3512,9,39827,html version of FL COVID Rep 08-06-2020
Clay,13,17,30596,3110,9,33723,html version of FL COVID Rep 08-06-2020
Okaloosa,37,44,25044,3292,12,28380,html version of FL COVID Rep 08-06-2020
Santa Rosa,17,36,23857,3700,13,27593,html version of FL COVID Rep 08-06-2020
Indian River,52,16,23863,2424,9,26303,html version of FL COVID Rep 08-06-2020
Charlotte,10,26,22952,2144,9,25122,html version of FL COVID Rep 08-06-2020
Martin,49,38,21333,3712,15,25083,html version of FL COVID Rep 08-06-2020
Bay,11,46,20763,4077,16,24886,html version of FL COVID Rep 08-06-2020
Hernando,2,14,16475,1906,10,18395,html version of FL COVID Rep 08-06-2020
Citrus,32,11,16378,1429,8,17818,html version of FL COVID Rep 08-06-2020
Sumter,23,13,15951,1208,7,17172,html version of FL COVID Rep 08-06-2020
Highlands,8,13,14173,1328,9,15514,html version of FL COVID Rep 08-06-2020
Nassau,31,17,13392,1184,8,14593,html version of FL COVID Rep 08-06-2020
Flagler,6,20,13464,989,7,14473,html version of FL COVID Rep 08-06-2020
Columbia,3,55,10413,2731,21,13199,html version of FL COVID Rep 08-06-2020
Monroe,61,12,11590,1438,11,13040,html version of FL COVID Rep 08-06-2020
Putnam,2,9,11075,1446,12,12530,html version of FL COVID Rep 08-06-2020
Gadsden,7,36,10587,1663,14,12286,html version of FL COVID Rep 08-06-2020
Jackson,5,10,9413,1797,16,11220,html version of FL COVID Rep 08-06-2020
Desoto,5,8,8086,1321,14,9415,html version of FL COVID Rep 08-06-2020
Walton,2,41,7915,1323,14,9279,html version of FL COVID Rep 08-06-2020
Hendry,1,16,6401,1709,21,8126,html version of FL COVID Rep 08-06-2020
Wakulla,4,35,6891,651,9,7577,html version of FL COVID Rep 08-06-2020
Suwannee,2,12,5887,1302,18,7201,html version of FL COVID Rep 08-06-2020
Okeechobee,2,13,5399,989,15,6401,html version of FL COVID Rep 08-06-2020
Levy,1,9,5386,645,11,6040,html version of FL COVID Rep 08-06-2020
Unknown,4,36,5167,646,11,5849,html version of FL COVID Rep 08-06-2020
Washington,19,15,4454,747,14,5216,html version of FL COVID Rep 08-06-2020
Madison,2,10,4348,675,13,5033,html version of FL COVID Rep 08-06-2020
Hardee,,9,3911,890,19,4810,html version of FL COVID Rep 08-06-2020
Baker,19,1,4231,528,11,4760,html version of FL COVID Rep 08-06-2020
Taylor,6,20,3676,857,19,4553,html version of FL COVID Rep 08-06-2020
Bradford,1,6,3906,378,9,4290,html version of FL COVID Rep 08-06-2020
Holmes,4,7,3670,476,11,4153,html version of FL COVID Rep 08-06-2020
Union,,5,3873,244,6,4122,html version of FL COVID Rep 08-06-2020
Hamilton,1,2,3381,598,15,3981,html version of FL COVID Rep 08-06-2020
Gulf,,5,3474,490,12,3969,html version of FL COVID Rep 08-06-2020
Gilchrist,4,7,3171,339,10,3517,html version of FL COVID Rep 08-06-2020
Franklin,2,7,2906,276,9,3189,html version of FL COVID Rep 08-06-2020
Liberty,,,2661,384,13,3045,html version of FL COVID Rep 08-06-2020
Jefferson,1,12,2432,438,15,2882,html version of FL COVID Rep 08-06-2020
Dixie,,2,2350,375,14,2727,html version of FL COVID Rep 08-06-2020
Calhoun,1,10,2308,356,13,2674,html version of FL COVID Rep 08-06-2020
Glades,,2,700,398,36,1100,html version of FL COVID Rep 08-06-2020
Lafayette,,3,781,117,13,901,html version of FL COVID Rep 08-06-2020
State-Call Center,,,2,,0,2,html version of FL COVID Rep 08-06-2020
Total,3325,5940,3346947,510389,13,3863276,html version of FL COVID Rep 08-06-2020
