COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,472,1971,635483,152939,19,790393,html version of FL COVID Rep 08-26-2020
Broward,108,869,417514,69326,14,487709,html version of FL COVID Rep 08-26-2020
Palm Beach,273,599,270823,40643,13,312065,html version of FL COVID Rep 08-26-2020
Hillsborough,225,528,233929,36006,13,270463,html version of FL COVID Rep 08-26-2020
Orange,401,294,265531,34669,12,300494,html version of FL COVID Rep 08-26-2020
Duval,207,217,204935,25609,11,230761,html version of FL COVID Rep 08-26-2020
Pinellas,13,135,170138,19461,10,189734,html version of FL COVID Rep 08-26-2020
Lee,39,75,107605,17927,14,125607,html version of FL COVID Rep 08-26-2020
Polk,65,109,94475,16440,15,111024,html version of FL COVID Rep 08-26-2020
Collier,121,75,57270,11269,16,68614,html version of FL COVID Rep 08-26-2020
Osceola,166,130,60479,10758,15,71367,html version of FL COVID Rep 08-26-2020
Manatee,15,72,82995,10169,11,93236,html version of FL COVID Rep 08-26-2020
Escambia,4,55,66899,9965,13,76919,html version of FL COVID Rep 08-26-2020
Volusia,80,109,73312,9006,11,82427,html version of FL COVID Rep 08-26-2020
Marion,18,113,51963,8157,14,60233,html version of FL COVID Rep 08-26-2020
Pasco,140,55,67868,7818,10,75741,html version of FL COVID Rep 08-26-2020
Seminole,62,67,66301,7808,11,74176,html version of FL COVID Rep 08-26-2020
Brevard,16,56,84067,7019,8,91142,html version of FL COVID Rep 08-26-2020
Sarasota,16,55,74727,7006,9,81788,html version of FL COVID Rep 08-26-2020
St. Lucie,281,50,42105,6747,14,48902,html version of FL COVID Rep 08-26-2020
Lake,175,87,67030,6125,8,73242,html version of FL COVID Rep 08-26-2020
Leon,18,122,64473,5842,8,70437,html version of FL COVID Rep 08-26-2020
Bay,8,57,24685,5156,17,29898,html version of FL COVID Rep 08-26-2020
Alachua,15,31,76475,4992,6,81498,html version of FL COVID Rep 08-26-2020
Santa Rosa,23,39,27039,4483,14,31561,html version of FL COVID Rep 08-26-2020
St. Johns,48,29,41237,4159,9,45425,html version of FL COVID Rep 08-26-2020
Martin,50,42,24230,4144,15,28416,html version of FL COVID Rep 08-26-2020
Okaloosa,49,46,27756,3992,13,31794,html version of FL COVID Rep 08-26-2020
Clay,21,23,34608,3746,10,38377,html version of FL COVID Rep 08-26-2020
Columbia,4,55,11712,3254,22,15021,html version of FL COVID Rep 08-26-2020
Indian River,49,13,27108,2763,9,29884,html version of FL COVID Rep 08-26-2020
Charlotte,12,33,26353,2576,9,28962,html version of FL COVID Rep 08-26-2020
Hernando,5,14,19260,2476,11,21750,html version of FL COVID Rep 08-26-2020
Suwannee,2,49,7473,2360,24,9882,html version of FL COVID Rep 08-26-2020
Jackson,7,13,12542,2273,15,14828,html version of FL COVID Rep 08-26-2020
Gadsden,6,46,12166,2232,15,14444,html version of FL COVID Rep 08-26-2020
Citrus,40,9,19110,1990,9,21109,html version of FL COVID Rep 08-26-2020
Hendry,,19,7164,1946,21,9129,html version of FL COVID Rep 08-26-2020
Highlands,10,10,16159,1749,10,17918,html version of FL COVID Rep 08-26-2020
Putnam,3,12,12715,1738,12,14465,html version of FL COVID Rep 08-26-2020
Sumter,22,20,18308,1733,9,20061,html version of FL COVID Rep 08-26-2020
Monroe,55,13,13909,1671,11,15593,html version of FL COVID Rep 08-26-2020
Walton,,35,9282,1469,14,10786,html version of FL COVID Rep 08-26-2020
Desoto,6,7,8693,1453,14,10153,html version of FL COVID Rep 08-26-2020
Nassau,36,17,15131,1438,9,16586,html version of FL COVID Rep 08-26-2020
Flagler,7,17,15614,1262,7,16893,html version of FL COVID Rep 08-26-2020
Okeechobee,2,15,8440,1206,12,9661,html version of FL COVID Rep 08-26-2020
Lafayette,3,12,1305,1169,47,2486,html version of FL COVID Rep 08-26-2020
Taylor,9,29,4499,1168,21,5696,html version of FL COVID Rep 08-26-2020
Baker,32,25,5428,1132,17,6585,html version of FL COVID Rep 08-26-2020
Hardee,4,9,5701,1066,16,6776,html version of FL COVID Rep 08-26-2020
Washington,12,21,5611,979,15,6611,html version of FL COVID Rep 08-26-2020
Levy,,9,6231,870,12,7110,html version of FL COVID Rep 08-26-2020
Wakulla,3,36,7777,863,10,8676,html version of FL COVID Rep 08-26-2020
Madison,1,11,4571,827,15,5409,html version of FL COVID Rep 08-26-2020
Gulf,2,5,4498,791,15,5294,html version of FL COVID Rep 08-26-2020
Dixie,2,12,3920,680,15,4612,html version of FL COVID Rep 08-26-2020
Hamilton,1,2,4477,676,13,5155,html version of FL COVID Rep 08-26-2020
Bradford,1,22,4581,673,13,5276,html version of FL COVID Rep 08-26-2020
Holmes,3,8,4008,589,13,4605,html version of FL COVID Rep 08-26-2020
Union,,16,8027,547,6,8590,html version of FL COVID Rep 08-26-2020
Calhoun,1,10,3846,545,12,4401,html version of FL COVID Rep 08-26-2020
Franklin,3,6,3918,518,12,4442,html version of FL COVID Rep 08-26-2020
Jefferson,,15,2798,485,15,3298,html version of FL COVID Rep 08-26-2020
Glades,1,1,799,451,36,1251,html version of FL COVID Rep 08-26-2020
Gilchrist,1,8,3610,443,11,4061,html version of FL COVID Rep 08-26-2020
Liberty,,,2828,427,13,3255,html version of FL COVID Rep 08-26-2020
Unknown,2,36,5994,244,4,6274,html version of FL COVID Rep 08-26-2020
Total,3476,6800,3871518,602113,13,4480431,html version of FL COVID Rep 08-26-2020
