COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,297,199,104698,14742,12,119639,html version of FL COVID Rep 05-14-2020
Broward,22,59,64903,6057,9,71019,html version of FL COVID Rep 05-14-2020
Palm Beach,92,227,42598,4278,9,47103,html version of FL COVID Rep 05-14-2020
Orange,16,37,38893,1577,4,40507,html version of FL COVID Rep 05-14-2020
Hillsborough,19,42,33677,1530,4,35249,html version of FL COVID Rep 05-14-2020
Lee,10,3,15070,1350,8,16423,html version of FL COVID Rep 05-14-2020
Duval,78,16,34629,1215,3,35860,html version of FL COVID Rep 05-14-2020
Pinellas,163,12,22484,962,4,23458,html version of FL COVID Rep 05-14-2020
Collier,8,2,8015,882,10,8899,html version of FL COVID Rep 05-14-2020
Manatee,,5,8414,813,9,9232,html version of FL COVID Rep 05-14-2020
Polk,4,4,11430,698,6,12132,html version of FL COVID Rep 05-14-2020
Escambia,7,10,11413,671,6,12094,html version of FL COVID Rep 05-14-2020
Osceola,47,13,8486,594,7,9093,html version of FL COVID Rep 05-14-2020
Volusia,,9,13187,576,4,13772,html version of FL COVID Rep 05-14-2020
Sarasota,4,3,7382,487,6,7872,html version of FL COVID Rep 05-14-2020
Seminole,3,12,10892,426,4,11330,html version of FL COVID Rep 05-14-2020
Charlotte,6,1,3353,357,10,3711,html version of FL COVID Rep 05-14-2020
Brevard,1,3,13202,348,3,13553,html version of FL COVID Rep 05-14-2020
Alachua,,7,9630,330,3,9967,html version of FL COVID Rep 05-14-2020
Pasco,17,6,8982,308,3,9296,html version of FL COVID Rep 05-14-2020
Clay,,2,5102,306,6,5410,html version of FL COVID Rep 05-14-2020
St. Lucie,57,4,5494,301,5,5799,html version of FL COVID Rep 05-14-2020
Martin,6,2,2567,281,10,2850,html version of FL COVID Rep 05-14-2020
Leon,13,3,8008,275,3,8286,html version of FL COVID Rep 05-14-2020
Lake,9,7,9934,248,2,10189,html version of FL COVID Rep 05-14-2020
Sumter,24,,2346,246,9,2592,html version of FL COVID Rep 05-14-2020
St. Johns,4,25,6914,231,3,7170,html version of FL COVID Rep 05-14-2020
Marion,196,1,6860,217,3,7078,html version of FL COVID Rep 05-14-2020
Liberty,,,1910,199,9,2109,html version of FL COVID Rep 05-14-2020
Santa Rosa,1,3,4415,180,4,4598,html version of FL COVID Rep 05-14-2020
Hendry,1,1,920,176,16,1097,html version of FL COVID Rep 05-14-2020
Okaloosa,,,3222,172,5,3394,html version of FL COVID Rep 05-14-2020
Suwannee,,,1300,151,10,1451,html version of FL COVID Rep 05-14-2020
Flagler,1,7,2325,148,6,2480,html version of FL COVID Rep 05-14-2020
Gadsden,1,,953,140,13,1093,html version of FL COVID Rep 05-14-2020
Hamilton,,,736,134,15,870,html version of FL COVID Rep 05-14-2020
Putnam,2,2,2371,127,5,2500,html version of FL COVID Rep 05-14-2020
Citrus,1,2,2226,109,5,2337,html version of FL COVID Rep 05-14-2020
Columbia,5,,1727,107,6,1834,html version of FL COVID Rep 05-14-2020
Jackson,,1,885,105,11,991,html version of FL COVID Rep 05-14-2020
Hernando,,,2297,104,4,2401,html version of FL COVID Rep 05-14-2020
Indian River,61,,2742,103,4,2845,html version of FL COVID Rep 05-14-2020
Highlands,7,1,2087,103,5,2191,html version of FL COVID Rep 05-14-2020
Monroe,37,,1794,95,5,1889,html version of FL COVID Rep 05-14-2020
Bay,,2,1901,78,4,1981,html version of FL COVID Rep 05-14-2020
Unknown,1,,171,76,31,247,html version of FL COVID Rep 05-14-2020
Walton,,1,857,73,8,931,html version of FL COVID Rep 05-14-2020
Nassau,,,2091,63,3,2154,html version of FL COVID Rep 05-14-2020
Madison,1,,530,62,10,592,html version of FL COVID Rep 05-14-2020
Desoto,5,,1349,58,4,1407,html version of FL COVID Rep 05-14-2020
Bradford,1,,1039,49,5,1088,html version of FL COVID Rep 05-14-2020
Hardee,,,312,39,11,351,html version of FL COVID Rep 05-14-2020
Calhoun,,1,303,33,10,337,html version of FL COVID Rep 05-14-2020
Okeechobee,,2,997,32,3,1031,html version of FL COVID Rep 05-14-2020
Wakulla,,,713,31,4,744,html version of FL COVID Rep 05-14-2020
Jefferson,,,268,28,9,296,html version of FL COVID Rep 05-14-2020
Baker,,,573,26,4,599,html version of FL COVID Rep 05-14-2020
Levy,,,953,22,2,975,html version of FL COVID Rep 05-14-2020
Dixie,,,327,18,5,345,html version of FL COVID Rep 05-14-2020
Union,,,441,14,3,455,html version of FL COVID Rep 05-14-2020
Washington,,,373,12,3,385,html version of FL COVID Rep 05-14-2020
Holmes,,,550,10,2,560,html version of FL COVID Rep 05-14-2020
Glades,,,90,9,9,99,html version of FL COVID Rep 05-14-2020
Gilchrist,,,353,7,2,360,html version of FL COVID Rep 05-14-2020
Lafayette,,,107,5,4,112,html version of FL COVID Rep 05-14-2020
Taylor,,,358,3,1,361,html version of FL COVID Rep 05-14-2020
Franklin,,,212,2,1,214,html version of FL COVID Rep 05-14-2020
Gulf,,,286,1,0,287,html version of FL COVID Rep 05-14-2020
Total,1228,737,565627,43210,7,609574,html version of FL COVID Rep 05-14-2020
