COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,64,197,169993,18456,10,188646,html version of FL COVID Rep 06-03-2020
Broward,22,58,105392,7339,7,112789,html version of FL COVID Rep 06-03-2020
Palm Beach,126,230,73920,6477,8,80627,html version of FL COVID Rep 06-03-2020
Hillsborough,26,79,60678,2384,4,63141,html version of FL COVID Rep 06-03-2020
Orange,14,57,73458,2121,3,75636,html version of FL COVID Rep 06-03-2020
Lee,29,6,29514,2087,7,31607,html version of FL COVID Rep 06-03-2020
Collier,7,7,16030,1679,9,17716,html version of FL COVID Rep 06-03-2020
Duval,77,28,55378,1669,3,57075,html version of FL COVID Rep 06-03-2020
Pinellas,192,15,43486,1361,3,44862,html version of FL COVID Rep 06-03-2020
Manatee,,8,19337,1110,5,20455,html version of FL COVID Rep 06-03-2020
Polk,6,6,21091,1074,5,22171,html version of FL COVID Rep 06-03-2020
Escambia,2,8,20356,853,4,21217,html version of FL COVID Rep 06-03-2020
Volusia,,20,22291,771,3,23082,html version of FL COVID Rep 06-03-2020
Martin,7,6,8025,729,8,8760,html version of FL COVID Rep 06-03-2020
Osceola,39,14,14405,715,5,15134,html version of FL COVID Rep 06-03-2020
Sarasota,4,6,17441,649,4,18096,html version of FL COVID Rep 06-03-2020
St. Lucie,87,8,11247,508,4,11763,html version of FL COVID Rep 06-03-2020
Seminole,3,12,19994,505,2,20511,html version of FL COVID Rep 06-03-2020
Hendry,1,1,2382,476,17,2859,html version of FL COVID Rep 06-03-2020
Charlotte,4,1,6131,470,7,6602,html version of FL COVID Rep 06-03-2020
Brevard,1,2,23666,428,2,24096,html version of FL COVID Rep 06-03-2020
Leon,11,5,15650,428,3,16083,html version of FL COVID Rep 06-03-2020
Pasco,20,10,16273,398,2,16681,html version of FL COVID Rep 06-03-2020
Clay,,4,9701,390,4,10095,html version of FL COVID Rep 06-03-2020
Alachua,,7,20691,383,2,21081,html version of FL COVID Rep 06-03-2020
Lake,8,10,17438,309,2,17757,html version of FL COVID Rep 06-03-2020
Gadsden,1,8,4055,285,7,4348,html version of FL COVID Rep 06-03-2020
St. Johns,4,22,11254,269,2,11545,html version of FL COVID Rep 06-03-2020
Jackson,1,7,3370,269,7,3646,html version of FL COVID Rep 06-03-2020
Sumter,23,5,4171,258,6,4434,html version of FL COVID Rep 06-03-2020
Marion,206,2,13871,257,2,14130,html version of FL COVID Rep 06-03-2020
Santa Rosa,1,4,8470,250,3,8724,html version of FL COVID Rep 06-03-2020
Hamilton,1,1,1960,250,11,2211,html version of FL COVID Rep 06-03-2020
Okaloosa,1,3,8104,236,3,8343,html version of FL COVID Rep 06-03-2020
Liberty,,2,2035,218,10,2255,html version of FL COVID Rep 06-03-2020
Desoto,6,1,2470,205,8,2676,html version of FL COVID Rep 06-03-2020
Flagler,,4,4799,191,4,4994,html version of FL COVID Rep 06-03-2020
Suwannee,,2,2295,170,7,2467,html version of FL COVID Rep 06-03-2020
Putnam,2,2,3743,154,4,3899,html version of FL COVID Rep 06-03-2020
Columbia,4,6,3795,153,4,3954,html version of FL COVID Rep 06-03-2020
Indian River,46,,5953,139,2,6092,html version of FL COVID Rep 06-03-2020
Highlands,3,3,4399,134,3,4536,html version of FL COVID Rep 06-03-2020
Citrus,1,3,4549,122,3,4674,html version of FL COVID Rep 06-03-2020
Hernando,,1,4467,120,3,4588,html version of FL COVID Rep 06-03-2020
Walton,,4,1827,118,6,1949,html version of FL COVID Rep 06-03-2020
Hardee,,,958,111,10,1069,html version of FL COVID Rep 06-03-2020
Monroe,132,2,3354,109,3,3465,html version of FL COVID Rep 06-03-2020
Bay,,2,3989,105,3,4096,html version of FL COVID Rep 06-03-2020
Okeechobee,,,1768,97,5,1865,html version of FL COVID Rep 06-03-2020
Unknown,1,15,1376,89,6,1480,html version of FL COVID Rep 06-03-2020
Nassau,,,3948,81,2,4029,html version of FL COVID Rep 06-03-2020
Madison,,2,1064,69,6,1135,html version of FL COVID Rep 06-03-2020
Washington,5,1,1028,68,6,1097,html version of FL COVID Rep 06-03-2020
Glades,,,253,64,20,317,html version of FL COVID Rep 06-03-2020
Calhoun,,2,576,62,10,640,html version of FL COVID Rep 06-03-2020
Dixie,,,929,55,6,984,html version of FL COVID Rep 06-03-2020
Bradford,1,1,1662,51,3,1714,html version of FL COVID Rep 06-03-2020
Wakulla,1,,1495,35,2,1530,html version of FL COVID Rep 06-03-2020
Levy,,,1993,35,2,2028,html version of FL COVID Rep 06-03-2020
Union,,,1828,33,2,1861,html version of FL COVID Rep 06-03-2020
Jefferson,,1,688,29,4,718,html version of FL COVID Rep 06-03-2020
Baker,,,1023,29,3,1052,html version of FL COVID Rep 06-03-2020
Taylor,1,1,1028,24,2,1053,html version of FL COVID Rep 06-03-2020
Holmes,,,842,24,3,866,html version of FL COVID Rep 06-03-2020
Gilchrist,,,886,15,2,901,html version of FL COVID Rep 06-03-2020
Lafayette,,,376,8,2,384,html version of FL COVID Rep 06-03-2020
Franklin,,,660,2,0,662,html version of FL COVID Rep 06-03-2020
Gulf,,,870,2,0,872,html version of FL COVID Rep 06-03-2020
Total,1191,912,1022149,58764,5,1081825,html version of FL COVID Rep 06-03-2020
