COUNTY,AWAITING_TESTING,INCONCLUSIVE,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME
Dade,227,166,46573,9354,17,56093,html version of FL COVID Rep 04-19-2020(PM)
Broward,56,36,29806,3971,12,33813,html version of FL COVID Rep 04-19-2020(PM)
Palm Beach,63,303,13687,2170,13,16160,html version of FL COVID Rep 04-19-2020(PM)
Orange,11,4,15389,1198,7,16591,html version of FL COVID Rep 04-19-2020(PM)
Hillsborough,9,34,14287,960,6,15281,html version of FL COVID Rep 04-19-2020(PM)
Duval,70,10,16010,854,5,16874,html version of FL COVID Rep 04-19-2020(PM)
Lee,60,2,5820,769,12,6591,html version of FL COVID Rep 04-19-2020(PM)
Pinellas,45,9,9811,592,6,10412,html version of FL COVID Rep 04-19-2020(PM)
Collier,19,1,3777,463,11,4241,html version of FL COVID Rep 04-19-2020(PM)
Manatee,2,2,2026,417,17,2445,html version of FL COVID Rep 04-19-2020(PM)
Osceola,64,1,3177,409,11,3587,html version of FL COVID Rep 04-19-2020(PM)
Volusia,6,1,4805,333,6,5139,html version of FL COVID Rep 04-19-2020(PM)
Polk,8,2,4806,326,6,5134,html version of FL COVID Rep 04-19-2020(PM)
Seminole,7,2,3821,320,8,4143,html version of FL COVID Rep 04-19-2020(PM)
Escambia,28,5,4279,309,7,4593,html version of FL COVID Rep 04-19-2020(PM)
Sarasota,3,1,3132,284,8,3417,html version of FL COVID Rep 04-19-2020(PM)
Clay,1,1,2686,247,8,2934,html version of FL COVID Rep 04-19-2020(PM)
Brevard,2,4,5550,215,4,5769,html version of FL COVID Rep 04-19-2020(PM)
Alachua,3,8,4843,210,4,5061,html version of FL COVID Rep 04-19-2020(PM)
Lake,14,1,3562,207,5,3770,html version of FL COVID Rep 04-19-2020(PM)
Pasco,23,6,3989,205,5,4200,html version of FL COVID Rep 04-19-2020(PM)
St. Lucie,34,2,2102,202,9,2306,html version of FL COVID Rep 04-19-2020(PM)
St. Johns,7,1,3793,190,5,3984,html version of FL COVID Rep 04-19-2020(PM)
Leon,7,2,2217,176,7,2395,html version of FL COVID Rep 04-19-2020(PM)
Martin,8,1,1186,151,11,1338,html version of FL COVID Rep 04-19-2020(PM)
Sumter,26,1,1389,147,10,1537,html version of FL COVID Rep 04-19-2020(PM)
Santa Rosa,1,1,1918,138,7,2057,html version of FL COVID Rep 04-19-2020(PM)
Charlotte,6,2,1221,138,10,1361,html version of FL COVID Rep 04-19-2020(PM)
Okaloosa,11,1,1519,131,8,1651,html version of FL COVID Rep 04-19-2020(PM)
Marion,194,2,2663,121,4,2786,html version of FL COVID Rep 04-19-2020(PM)
Suwannee,,,351,98,22,449,html version of FL COVID Rep 04-19-2020(PM)
Indian River,58,1,1200,84,7,1285,html version of FL COVID Rep 04-19-2020(PM)
Hernando,,,1190,84,7,1274,html version of FL COVID Rep 04-19-2020(PM)
Citrus,1,1,1180,84,7,1265,html version of FL COVID Rep 04-19-2020(PM)
Flagler,,1,919,75,8,995,html version of FL COVID Rep 04-19-2020(PM)
Monroe,41,,862,73,8,935,html version of FL COVID Rep 04-19-2020(PM)
Highlands,2,1,529,70,12,600,html version of FL COVID Rep 04-19-2020(PM)
Putnam,3,,984,56,5,1040,html version of FL COVID Rep 04-19-2020(PM)
Bay,,1,783,55,7,839,html version of FL COVID Rep 04-19-2020(PM)
Gadsden,,,276,51,16,327,html version of FL COVID Rep 04-19-2020(PM)
Nassau,,,934,44,4,978,html version of FL COVID Rep 04-19-2020(PM)
Bradford,1,,555,42,7,597,html version of FL COVID Rep 04-19-2020(PM)
Hendry,,,268,41,13,309,html version of FL COVID Rep 04-19-2020(PM)
Columbia,10,,528,39,7,567,html version of FL COVID Rep 04-19-2020(PM)
Walton,,1,394,32,7,427,html version of FL COVID Rep 04-19-2020(PM)
Jefferson,,,95,26,21,121,html version of FL COVID Rep 04-19-2020(PM)
Desoto,,,390,24,6,414,html version of FL COVID Rep 04-19-2020(PM)
Madison,2,,160,21,12,181,html version of FL COVID Rep 04-19-2020(PM)
Baker,,,265,17,6,282,html version of FL COVID Rep 04-19-2020(PM)
Wakulla,,,210,14,6,224,html version of FL COVID Rep 04-19-2020(PM)
Levy,1,,375,12,3,387,html version of FL COVID Rep 04-19-2020(PM)
Jackson,,,263,8,3,271,html version of FL COVID Rep 04-19-2020(PM)
Okeechobee,1,,256,7,3,263,html version of FL COVID Rep 04-19-2020(PM)
Holmes,4,,196,6,3,202,html version of FL COVID Rep 04-19-2020(PM)
Washington,1,,167,6,3,173,html version of FL COVID Rep 04-19-2020(PM)
Calhoun,,,80,6,7,86,html version of FL COVID Rep 04-19-2020(PM)
Glades,,,34,5,13,39,html version of FL COVID Rep 04-19-2020(PM)
Gilchrist,1,,165,4,2,169,html version of FL COVID Rep 04-19-2020(PM)
Hardee,,,90,4,4,94,html version of FL COVID Rep 04-19-2020(PM)
Union,1,,159,3,2,162,html version of FL COVID Rep 04-19-2020(PM)
Dixie,1,,153,3,2,156,html version of FL COVID Rep 04-19-2020(PM)
Hamilton,1,,93,3,3,96,html version of FL COVID Rep 04-19-2020(PM)
Unknown,9,,36,3,8,39,html version of FL COVID Rep 04-19-2020(PM)
Franklin,,,65,2,3,67,html version of FL COVID Rep 04-19-2020(PM)
Liberty,,,38,2,5,40,html version of FL COVID Rep 04-19-2020(PM)
Taylor,,,167,1,1,168,html version of FL COVID Rep 04-19-2020(PM)
